키워드
"수행기사, 승용기사, 대리운전, 아웃소싱, 운전기사"
"헤드헌팅, 잡화판매"
"해피콜, 금융상담, 대출심사, 대출상담, 전화상담"
"수행기사, 승용기사, 대리운전, 아웃소싱, 운전기사"
"모바일앱개발, 소프트웨어개발, 솔루션"
소비재
"금융상담, 대출심사, 단순안내, 전화상담, 단기채권"
"시설점검, 시설관리"
"전산입력, 사이트관리, 복리후생, 행정, 자료조사"
"전산입력, 사이트관리, 행정, 비품관리, 행정"
"문서작성, 전산입력, 고객지원, 금융상담, 단순안내"
"예체능, 특강강사, 공연예술, 어린이집, 방과후교사"
"해피콜, 방카슈랑스, 법인고객영업, 보험사고, 퇴직연금"
"전산입력, ERP운용, 렌터카, 계산서발행, 영업기획"
"해피콜, 콜센터, 단순안내, 전화상담, 고객지원"
"화장품, 인터페이스, 메이크업, 시스템운영, 챗봇"
쇼핑몰
"판매관리, 판매영업, 국내영업"
"기계설비유지관리자, 공조냉동, 시설점검, 전기점검, 전기설비"
"A·S수리, 하드웨어, 컴퓨터, AS, 유지보수"
"베이커리, 아웃소싱, 제빵사"
"뷔페, 구내식당, 단체급식, 식품, 단체급식"
설비
"시설관리, 소방·방재"
"학원운영, 해피콜, 휴대전화영업, 배너광고, 프로모션"
"전산입력, 비품관리, 행정, 문서작성, 문서관리"
"순찰, 보안, 경비, 경비, 경호"
"서치펌, 헤드헌팅, 방송기획, CG, 방송기획"
"제지, 지게차운전"
"일용직, 상하수도"
영어
"서무, 항공, 항공기계, 비품관리, 문서관리"
"감시단, 안전관리자, 건설안전, 산업안전"
의료기기
"청소·미화, 청소·미화"
"보험영업, 생명보험, 손해보험, 자동차보험, 화재보험"
"보험영업, 생명보험, 손해보험, 자동차보험, 화재보험"
"보험영업, 생명보험, 손해보험, 자동차보험, 화재보험"
"보험영업, 생명보험, 손해보험, 자동차보험, 화재보험"
"인터넷전화, 텔레콤, 통신, 홈네트워크, 고객지원"
"창고관리, 물류관리, 단체급식"
"프로모션, 교환·반품, 배송상담, 영상제작, 원격상담"
"학습지, 텔레마케팅, 유아교육, 미술"
"관광통역, 서치펌, 헤드헌팅, 행정, 동시통역"
"서치펌, 헤드헌팅, 면접·채용, 인재발굴, 인재관리"
"실사출력, 편집디자인, 문서작성, 문서관리, 출판기획"
"영어, 학습지, 교사, 유아교육, 방문교사"
"스포츠센터, 고객안내, 스포츠, 요가강사, 휘트니스센터"
물류
"A·S수리, 설치기사, 설치"
"보안, 보안"
보안
"손해사정, 자동차보험, 보험영업, 렌탈영업, 온라인영업"
"판매영업, 매출관리, 식품판매, 진열관리, 재고관리"
"전산입력, ERP운용, 엑셀, 계산서발행, 문서관리"
"서치펌, 설비"
"고객응대, 인포직원, 고객안내"
"기업교육, 학원강사, 일본어, 중국어, 자격증·기술"
"펌웨어, 시스템운영, 시스템분석"
"아웃소싱, 문서작성, 텔레마케팅"
헤드헌팅
"고객관리, 거래처관리, 자료조사, 영업기획, 행정"
"순찰, 보안, 경비"
"호텔사무, 객실예약, 전화상담, 고객지원, 컨시어지"
"소프트웨어개발, DataWarehouse, DW, SI, SM"
"VMD, 의류판매, 판매관리, 잡화판매, 재고관리"
"순찰, 보안, 보안"
"전화상담, 채팅상담"
"전화상담, 고객지원"
전화상담
"노사관리, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리"
"온라인경매, 전산입력, 사이트관리, 재고관리, 교환·반품"
"화장품, 화장품 단순포장, 설비, 기계조작, 화장품 원료 측량/ 충진/포장"
룸메이드
"관광, 유지보수, 공조냉동, 콘도, 시설점검"
"건설안전, 건설안전, 산업안전, 소방·방재"
"조립, 사출성형기, 사출"
"전산입력, 문서작성, 결산, 문서관리, 아웃소싱"
아웃소싱
"전화상담, 고객지원, 채팅상담"
"상가, 부동산컨설팅, 부동산영업"
"도배·도색·벽지, 샤시·베란다, 인테리어, 자재, 리모델링"
"관광, 바이럴마케팅, 카지노, SNS마케팅"
"전산입력, 사이트관리, 금융상담, 행정, 문서관리"
"교사, 방문교사, 유아교육, 학습지, 회원모집상담"
"한식당, 한식, 서빙"
"한식당, 한식"
한식
"마트, 축산"
"기타외국어, 어학원, 일반학원"
"디지털마케팅, 분양, 임대컨설팅, 전화상담, 단순안내"
"SI개발, SI, 솔루션"
"파트장·운영보조, 스포츠"
"투자자문, 투자상담·자문"
"임대컨설팅, 부동산컨설팅, 부동산컨설팅, 임대·임대컨설팅"
"SNS마케팅, 바이럴마케팅, SNS마케팅, 광고대행"
"빌딩, 임대컨설팅, 부동산중개, 공인중개사, 부동산컨설팅"
"폐기물처리, 국내영업"
"여성포털, 커뮤니티"
"예체능학원, 입시학원, 미술, 예체능"
"마트, 바텐더, 판매, 소믈리에, 판매영업"
"생산기술, PCB, 조립, 회로설계, 생산관리"
"금형, 생산관리, 검증, 기계, 설비"
"전산입력, 해피콜, 배송상담, 문서관리, 콜센터"
"아시아나 항공 대표번호 상담, 콜센터, 민원상담, 접수·예약, 프런트"
"전산입력, 해피콜, 사이트관리, 고객센터 상담 경력자, 문서관리"
"여신상담, 금융상담, 방카슈랑스, 콜센터, 재무상담"
"고객안내, 게시판관리, 고객센터 상담 경력자, 콜센터, 민원상담"
"전산입력, 해피콜, 사이트관리, 콜센터, 전화상담"
"전산입력, 사이트관리, 게시판관리, 요금문의 업무, 콜센터"
"전산입력, 사이트관리, 게시판관리, 어플 이용 상담, 차량 렌트 이용 안내"
"전산입력, 사이트관리, 체크카드 관련 상담, 게시판관리, 콜센터"
"이용 방법 안내 등 일반 상담, 요기요(배달어플)고객센터 어플관련상담, 콜센터, 더존, 문서관리"
"사이트관리, 접수/예약, 환자안내, 병원관리, 문서관리"
"사이트관리, 게시판관리, 문서관리, 콜센터, 접수·예약"
"사이트관리, 게시판관리, 문서관리, 콜센터, 접수·예약"
"사이트관리, 게시판관리, 문서관리, 콜센터, 접수·예약"
"사이트관리, 게시판관리, 문서관리, 콜센터, 접수·예약"
"전산입력, 사이트관리, 재고관리, 문서관리, 콜센터"
"콜센터, 더존, 문서관리, 문서작성, 전산입력"
"금융상담, 보험사고, 자동차보험, 보험상담, 대출상담"
"학원강사, 입시학원, 영어학원, 보습학원, 일반학원"
"아카데미, 바이럴마케팅, 문화기획, SNS마케팅"
"상가, 공인중개사, 오피스텔, 부동산중개, 부동산중개"
"영어, 어린이집, 어린이집, 과외교사, 유치원"
"BigData, 빅데이터, DataWarehouse, 데이터레이크, DW"
"BigData, 빅데이터, DataWarehouse, 데이터레이크, DW"
렌터카
"한식당, 서빙"
"매장, 재고관리"
"판매, CS교육, 고객관리"
"분양, 분양대행, 임대컨설팅, 부동산컨설팅, 부동산컨설팅"
"법인고객영업, 재무상담, 조사분석, 컨설팅"
"커피숍, 베이커리"
"피부관리, 마사지"
"아웃소싱, 단순안내, 민원상담, 전화상담, 채팅상담"
"게시판관리, 아웃소싱, 이메일상담, 채팅상담"
"전화상담, 고객지원"
"일반경비지도사, 순찰, 매장·시설감시, 일반경비, 보안"
"베이커리, 카운터, 제과제빵점"
"시설관리, 시설점검"
"물류센터, 항공운송, 운송, 단순안내, 문서작성"
"전화상담, 고객지원"
"순찰, 매장·시설감시, 보안, 주차·출입관리, 보안"
아웃소싱
조립
"상품입출고, 창고관리, 판매, 재고관리, 유통관리"
"경비, 시설관리, 청소·미화, 전기설비, 통신설비"
"보안, 보안"
"포장, 품질검사, 상.하차, 고객응대, 고객안내"
"기술지원, A·S수리, 카센터, 자동차정비"
"금속, 밀링, 설비, 기계조작, 품질보증"
"판매, 게시판관리, 의류판매, 화장품판매, 콜통계분석"
"매출관리, 아웃소싱"
"전산입력, 사이트관리, 상품기획, 식품MD, 문서관리"
"레스토랑, 뷔페, 양식당, 음식료, 퓨전푸드"
서빙
"전산입력, 사이트관리, 롯데백화점 전화교환센터 상담, 게시판관리, 고객센터 상담 경력자"
"방역, 청소·미화, 보안, 보안, 경비"
선박
"조리사, 구내식당, 단체급식"
"발렌시아가, 판매, 의류판매, 화장품판매, 프라다"
"보안, 경비, 보안"
"화장품, 수출입계약"
"생산관리, 식품가공"
"판매, 의류판매, 화장품판매, 펜디, 휴고보스"
"수삽, 조립, 전자, PCB세척, 인두기"
"반도체장비, 반도체, 산업안전"
"밀링, 연마, 설비, 연삭, 전동공구"
"종합금융, SNS마케팅"
"인재발굴, 인재관리, 채용대행, 아웃소싱"
"조립, 신소재"
"물류관리, 주문, 문서작성, 서무, 문서관리"
"창고관리, 물류관리, 물류센터, 보세운송, 물류센터"
"베이커리, 제과제빵점, 제빵사"
"자동차정비, 주유소, 주차정산, A·S센터, 세차"
"가격관리, 데이터관리, 상품관리, 카탈로그, AMD"
"전자회로, PCB, 전자, FPCB, 인쇄·출력"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"보험영업, 생명보험, 손해보험, 신용카드사, 자동차보험"
아웃소싱
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"보험영업, 생명보험, 손해보험, 신용카드사, 화재보험"
"고객관리, 자동차보험, 해피콜, 텔레마케팅, 신용카드사"
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"보험영업, 생명보험, 손해보험, 신용카드사, 화재보험"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"보험영업, 생명보험, 손해보험, 신용카드사, 자동차보험"
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"고객관리, 전화상담, 해피콜, 텔레마케팅, 신용카드사"
"보험영업, 생명보험, 손해보험, 신용카드사, 화재보험"
"고객관리, 자동차보험, 전화상담, 해피콜, 텔레마케팅"
"전기설계, 회로설계, 유지보수, 전자, 자동제어"
헤드헌팅
"전기배선, 유지보수, 통신설비, 설비, 정보통신"
헤드헌팅
"서치펌, 헤드헌팅"
자동차
"회로설계, 자동차부품, R&D"
"건축설계, 건설, 건축시공, 시공관리, 플랜트"
"서치펌, 헤드헌팅, 사업기획"
"헤드헌팅, 시장조사, 신사업기획, 사업기획, 전략기획"
"서치펌, 헤드헌팅"
"미국법인 결산, 에너지, 화학, 결산"
"품질보증, 컴퓨터, 환경관리"
"에너지, 화학, 재무기획, 경영실적 관리"
"회로설계, 자동차부품, R&D"
전략기획
"에너지, 세무관리, 화학"
"매출관리, 판매관리"
"에너지, 자금관리, 화학"
"전산입력, 제련, 문서관리, 문서작성, 문서작성"
"수질환경, 대기환경, 폐기물처리, 제어·설계, 캐드원"
"전기설계, 전장, 회로설계, 전기제어, 자동제어"
"화장품, 컴플라이언스, 내부감사, 준법감시인, ESG"
"법인세, 자산운용사, IFRS 회계처리, 공인회계사, 금융"
"관리회계, 발광다이오드, 신사업기획, 반도체, 재무회계"
"메뉴개발, 호텔, 메뉴개발, 양식, 프랜차이즈"
디지털마케팅
"통신, 방송장비, 바이어개발, 수출입계약, 영어"
"조선, 메카트로닉스, 조선, 제어·설계, 캐드원"
"라이센싱, 화공, 브랜딩, 화학, 신소재"
"CAD, 디자인, 시각디자인"
"ERP운용, 재무회계, 재무분석, 관리회계, 기업회계"
"서치펌, 헤드헌팅, SNS마케팅, 카페·블로그관리, 키워드광고"
"육상운송, 철도, 물류"
"육상운송, 물류센터, 손익관리, 철도, 물류"
"패션, 의류, 교육진행, 직업훈련"
플랜트
플랜트
"In Touch, 정보통신·IT, 제조·공정, MES, DAS"
"디스플레이, 반도체, 반도체생산, 반도체장비"
"생명공학, 바이오, 제약, R&D, 화장품"
"생명공학, 바이오, 해외마케팅, 수출입계약, 중국어"
"디지털마케팅, 온라인광고, 광고기획, 광고대행"
"가스점검, 조립, 시설점검, 설비, 전기점검"
"양식, 양식, 호텔, 호텔, 호텔"
"가스점검, 조립, 시설점검, 설비, 전기점검"
"촬영보조, 편성, 방송기획, 공중파방송, 케이블방송"
"가스점검, 조립, 시설점검, 설비, 전기점검"
"창고관리, 조립, 반도체, LCD, 디스플레이"
"창고관리, 조립, 반도체, LCD, 디스플레이"
"창고관리, 조립, 반도체, LCD, 디스플레이"
"창고관리, 조립, 물류센터, 반도체, LCD"
"창고관리, 재고관리, 물류센터, 반도체, LCD"
"창고관리, 재고관리, 물류센터, 반도체, LCD"
"서치펌, 헤드헌팅, 보험사고, 보험상담, 해외마케팅"
반도체생산
"케이터링, 한식당, 프랜차이즈, 도시락·반찬"
"양식, 양식, 호텔, 호텔, 호텔"
"양식, 양식, 호텔, 호텔, 호텔"
"창고관리, 조립, 물류센터, 건강식품, 설비"
"메뉴개발, 베이커리, 프랜차이즈, 메뉴개발, 패밀리레스토랑"
"마트, 유통관리, 백화점, 유통, 식품영업"
"발광다이오드, 반도체, 조직문화, 평가·보상, 디스플레이"
"시스템운영, SI개발, 서버구축, 시스템분석, 자동차부품"
"디지털마케팅, 바이럴마케팅, SNS마케팅, SNS마케팅, 프로모션"
"화장품, 브랜딩, 시장분석"
"화장품, M&A, 위험분석·관리, 재무분석"
"화장품, 재무회계, 재무회계"
"수질환경, 내부감사, 석유화학, IT전산, 에너지"
"디지털마케팅, 헤드헌팅, IMC, 디지털 마케팅, 영상제작"
EC
"가스점검, 공조냉동, 시설점검, 건강식품, 전기점검"
"건설안전, 안전평가, 생명공학, 바이오, 산업안전"
"신사업기획, 건강식품, 사업기획, 전략기획, 식품가공"
"생명공학, 시장조사, 바이오, 신사업기획, 데이터분석"
"생명공학, 시장조사, SNS마케팅, 바이오, 카페·블로그관리"
"생명공학, 시장조사, 바이오, 건강, 상품기획"
"유통, 유통관리, 고객지원, 교환·반품, 접수·예약"
"생명공학, 납품영업, 바이오, 영양, 유통영업"
