회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
정일회계법인구로지점,정일회계법인 경력2년-4년차 경력자를 모십니다,경력2년↑,학력무관,서울 구로구,"부가세신고, 재무회계, 회계법인, 더존, 세무회계사무소",~01/02(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43469230?Oem_Code=C1&logpath=1&stext=&listno=28476
카랜드,함께 성장할 세차원 및 광택기사 모집합니다.,신입·경력,학력무관,서울 강남구 외,"자동차정비, 세차, 세차, 카센터",~01/02(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43469233?Oem_Code=C1&logpath=1&stext=&listno=28477
홈플러스㈜,[원주점]홈플러스 축산 신입 직원 채용(정규직 전환),신입,학력무관,강원 원주시,"마트, 유통, 진열관리",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43469222?Oem_Code=C1&logpath=1&stext=&listno=28478
서플라이루트,"[서플라이루트] 패션쇼핑몰 물류팀 신입,경력직 채용",신입·경력2년↑,학력무관,경기 성남시 외,"창고관리, B2B, 물류센터, B2C, 상품입출고",~01/02(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43469211?Oem_Code=C1&logpath=1&stext=&listno=28479
정일회계법인구로지점,정일회계법인 경력2년-4년차 세무사무원모집,경력2년↑,학력무관,서울 구로구,"부가세신고, 재무회계, 회계법인, 더존, 세무회계사무소",~01/02(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43469229?Oem_Code=C1&logpath=1&stext=&listno=28480
티오피(T.O.P)수학학원,중등부/고1  영어 선생님 모십니다,경력2년↑,초대졸↑,경기 평택시,"교사, 영어",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467841?Oem_Code=C1&logpath=1&stext=&listno=28881
THE LODGE,"의류브랜드 생산관리, 의류디자이너 채용",신입·경력,초대졸↑,서울 마포구 외,"남성의류, 패션, 생산관리, 여성캐주얼디자인, 남성캐주얼디자인",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467842?Oem_Code=C1&logpath=1&stext=&listno=28882
㈜빅원코리아,"일반사무직(영어가능자,해외출장가능자) 채용합니다.",경력무관,초대졸↑,충북 청주시,"화장품, 광고기획, 경영기획",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467844?Oem_Code=C1&logpath=1&stext=&listno=28883
㈜동행디앤씨,"부안집 음식점 주방직원, 홀직원 모집합니다",경력무관,학력무관,경기 고양시,"한식당, 한식, 한식",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467846?Oem_Code=C1&logpath=1&stext=&listno=28884
공드리,베이커리 카페 [ 분아뜰리에 ] 에서 베이커리 팀원을 채용합니다.,신입·경력,학력무관,인천 남동구,"베이커리, 파티쉐, 카페, 제빵사",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467848?Oem_Code=C1&logpath=1&stext=&listno=28885
아트롤,수원 베이비스튜디오 촬영연출작가 추가모집(일요일격주휴무),경력무관,학력무관,경기 수원시 외,"사진작가, 촬영보조, 촬영연출, 촬영보조, 연출작가",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467834?Oem_Code=C1&logpath=1&stext=&listno=28886
㈜뉴하우징,"건설계열 회계,세무 경력자(과장/차장급) 모집",경력5년↑,학력무관,충남 아산시 외,"ERP운용, 급여관리, 건설, 세무조정, 세무기장",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467837?Oem_Code=C1&logpath=1&stext=&listno=28887
맥파이블루버드,[수제맥주]제주 맥파이 탑동점 비어서버 정규직 채용(1명),경력무관,학력무관,제주 제주시,"바텐더, 피자점, 음식료, 판매관리, 캐셔",~01/31(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43467832?Oem_Code=C1&logpath=1&stext=&listno=28888
㈜씨앤피프랜즈 일품진진수라 광화문점,진진수라 광화문점에서 조리 직원 및 파트타이머 채용중입니다.,경력무관,학력무관,서울 종로구,"한식당, 한식",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467824?Oem_Code=C1&logpath=1&stext=&listno=28889
㈜씨앤피프랜즈 일품진진수라 광화문점,진진수라 광화문점 홀 직원 / 파트타이머 채용합니다.,경력무관,학력무관,서울 종로구,"한식당, 한식",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467823?Oem_Code=C1&logpath=1&stext=&listno=28890
식스컷츠 (SixCuts) 안성 공도,안성공도 프리미엄 헬스 식스컷츠 피트니스 (나는솔로1기 영수/지호근육시네 헬스장)에서 풀타임 퍼스널트레이너 모집,경력무관,초대졸↑,경기 안성시 외,"스포츠센터, 휘트니스센터, 피트니스센터, 헬스트레이너, 생활체육",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467822?Oem_Code=C1&logpath=1&stext=&listno=28891
㈜삼우디피에스,중국 기계 관리 담당자(조선족동포 우대),경력3년↑,대졸↑,경기 고양시,중국어,~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467830?Oem_Code=C1&logpath=1&stext=&listno=28892
러너스,온라인 콘텐츠 마케터님을 모십니다,경력무관,학력무관,경기 성남시,"사진작가, 리터쳐, 인물보정, 스튜디오, 포토샵",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43467828?Oem_Code=C1&logpath=1&stext=&listno=28893
블리스데이,스튜디오사진 리터쳐 구인합니다.,신입·경력,학력무관,대전 유성구,"뷔페, 양식, 양식, 메뉴개발, 양식",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467827?Oem_Code=C1&logpath=1&stext=&listno=28894
㈜르한스,르한스 레스토랑 주방 정규직 채용,경력무관,학력무관,서울 성북구 외,"거래처관리, 영업기획, 면세점, 국내영업",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43467826?Oem_Code=C1&logpath=1&stext=&listno=28895
에스제이월드,면세 유통 영업관리 모집 (중국어 필수),경력5년↑,대졸↑,서울 강동구,"SI, 소프트웨어개발",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43467816?Oem_Code=C1&logpath=1&stext=&listno=28896
㈜예술과기술,"분당 공공 4개월 개발 중급,고급 9명",경력6년↑,초대졸↑,서울 영등포구 외,"한식당, 카운터, 음식료, 한식, 퓨전푸드",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43467796?Oem_Code=C1&logpath=1&stext=&listno=28897
중소기업혁신개발원,영업 및 영업관리자(결혼정보회사),경력2년↑,학력무관,대전 서구,"생명공학, 바이오",~01/31(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43467820?Oem_Code=C1&logpath=1&stext=&listno=28898
우람인터내셔널,중고차상담 마케팅 중국 직원 모집 초보가능 월1000가능.중국어가능자,신입·경력,학력무관,경기 수원시 외,"중고차딜러, 상사, 무역업, 자동차영업",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466882?Oem_Code=C1&logpath=1&stext=&listno=29261
㈜브리즈업(BREEZE UP Co.Ltd),(주)브리즈업 - 와우모터스 오토바이용품 오프라인매장관리 모집,신입·경력,학력무관,서울 강동구,"재고관리, 의류판매, 매출관리, 상품입출고, 쇼핑몰",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466880?Oem_Code=C1&logpath=1&stext=&listno=29262
서울특별시립청소년성문화센터,시립아하청소년성문화센터 성교육 전문강사 모집,경력2년↑,초대졸↑,서울 영등포구,"공공기관, 교육진행, 교육콘텐츠개발",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43466879?Oem_Code=C1&logpath=1&stext=&listno=29263
신사엘성형외과,일본어 (경력무관/주5일) 신사역 신사엘성형외과에서 일본어 마케팅/코디네이터 선생님을 모집합니다,경력무관,학력무관,서울 강남구,성형외과,~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466878?Oem_Code=C1&logpath=1&stext=&listno=29264
㈜이젠아카데미컴퓨터학원,고용노동부 직업훈련 HRD 교무행정 직원 채용,경력무관,고졸↑,경기 성남시 외,"학원운영, 인재컨설팅, IT학원, 학생관리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43466877?Oem_Code=C1&logpath=1&stext=&listno=29265
㈜삼우물산,가전제품AS?수리사 모집,경력5년↑,학력무관,경기 화성시 외,"A·S수리, 기술지원, 설치, 전자상거래, A/S",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43466876?Oem_Code=C1&logpath=1&stext=&listno=29266
㈜일신엠알오,관리직사원 모집 /지게차 가능자,경력1년↑,고졸↑,인천 서구 외,"유통관리, 창고관리, 판매, 물류센터, 유통",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43466873?Oem_Code=C1&logpath=1&stext=&listno=29267
유앤정피부과의원,청담동 피부과에서 간호조무사를 모집합니다,경력무관,학력무관,서울 강남구,"간호조무, 수술실보조",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466869?Oem_Code=C1&logpath=1&stext=&listno=29268
프라임 성형외과,[프라임성형외과] 수술보조/간호조무사 구인,경력무관,학력무관,서울 강남구,"모발·두피관리, 마사지, 교육기획, 임상시술, 피부교육",~01/31(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43466866?Oem_Code=C1&logpath=1&stext=&listno=29269
씨라인,에스테틱기기 데모시술 교육실장 모십니다.,경력5년↑,초대졸↑,경기 부천시,"한식당, 한식, 한식",~01/31(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43466863?Oem_Code=C1&logpath=1&stext=&listno=29270
주식회사 가온길벗,[급구] 귀한족발 홍제점에서 함께하실 족실장님을 구인합니다,신입·경력,학력무관,서울 서대문구,"베이커리, 카페, 카운터, 커피숍",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466860?Oem_Code=C1&logpath=1&stext=&listno=29271
테이퍼드커피,"[테이퍼드커피] 카페 정직원 바리스타 채용 (선정릉역, 삼성동).",경력,학력무관,서울 강남구 외,"기업교육, 학원운영, 기능학원, 디자인학원, IT학원",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43466858?Oem_Code=C1&logpath=1&stext=&listno=29272
이젠IT컴퓨터아카데미,고용노동부 직업훈련 HRD 교무행정 직원 채용,경력무관,고졸↑,경기 성남시,"메뉴개발, 베이커리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43466857?Oem_Code=C1&logpath=1&stext=&listno=29273
㈜에코타운,제주 서귀포시 하늘꽃 카페 단기알바 / 바리스타모집(숙소지원),경력무관,학력무관,제주 서귀포시,"보안, 보안, 경비",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466856?Oem_Code=C1&logpath=1&stext=&listno=29274
㈜케이티탑,광주 북구 아파트 보안원 모집,신입·경력,고졸↑,광주 북구,"부가세신고, 세무회계사무소, 세무기장, 결산, 결산",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466852?Oem_Code=C1&logpath=1&stext=&listno=29275
지오택스,[지오택스컨설팅]  세무사사무실 기장직원분 모십니다. (추가채용),경력1년↑,학력무관,서울 강서구 외,"자동차정비, A·S센터, 자동차정비",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466851?Oem_Code=C1&logpath=1&stext=&listno=29276
㈜김포서비스기아오토큐,기아오토큐) 정비 엔지니어,경력무관,학력무관,경기 김포시,시공관리,~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466849?Oem_Code=C1&logpath=1&stext=&listno=29277
㈜해광,(주) 해광 현장관리본부 품질관리 채용,경력무관,학력무관,충남 아산시 외,정형외과,~01/31(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43466841?Oem_Code=C1&logpath=1&stext=&listno=29278
참조은정형외과의원,정규직 외래 간호조무사,경력무관,고졸↑,충북 청주시,"베이커리, 제과제빵점, 제빵사",~01/01(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43466839?Oem_Code=C1&logpath=1&stext=&listno=29279
㈜더뮤즈프로덕션,더뮤즈엔터테인먼트 마케팅팀 채용 ( 영상 마케팅 ),경력무관,학력무관,서울 강남구,"영상제작, 엔터테인먼트사, 콘텐츠기획",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465570?Oem_Code=C1&logpath=1&stext=&listno=29661
㈜엘아이텍,Vue.JS 프론트엔드 프리랜서 개발자(3개월) 또는 정규직을 모십니다.,경력5년↑,학력무관,서울 송파구 외,보안소프트웨어,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465569?Oem_Code=C1&logpath=1&stext=&listno=29662
리베이션,[친환경 R&D기업] 제품/CMF디자이너 채용(팀장급),경력5년↑,대졸↑,서울 강서구,"패키지디자인, 공업디자인, 소비재",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465568?Oem_Code=C1&logpath=1&stext=&listno=29663
㈜반디렌터카,[화양] 반디렌터카 직원 채용,경력무관,학력무관,서울 광진구,"렌터카, 운전기사",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465567?Oem_Code=C1&logpath=1&stext=&listno=29664
㈜반디렌터카 스타지점,[분당] 반디렌터카 직원 채용,경력무관,학력무관,경기 성남시,렌터카,~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465565?Oem_Code=C1&logpath=1&stext=&listno=29665
㈜엘로이랩,"[AI 초분광 솔루션] 생산본부 장비설계, 기구설계 채용(신입/경력)",신입,학력무관,서울 구로구 외,"소프트웨어개발, 솔루션, 로봇설계, 기구설계",~01/30(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43465557?Oem_Code=C1&logpath=1&stext=&listno=29666
㈜ 내공,(주)내공 영상제작PD 팀장직/사원직 정규직 경력자 모집합니다.,경력3년↑,초대졸↑,서울 강서구,"온라인광고, 광고기획, 광고제작, 광고대행",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465546?Oem_Code=C1&logpath=1&stext=&listno=29667
㈜싸파에프앤씨,"제품(낚시,캠핑) 상세페이지, 패키지, 인쇄디자이너 채용합니다.(경력우선)",경력1년↑,고졸↑,경기 부천시,디지털디자인,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465542?Oem_Code=C1&logpath=1&stext=&listno=29668
㈜올제이컨설팅(A11-J),올제이 자회사 사무보조구인,경력무관,학력무관,서울 송파구,보안소프트웨어,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465540?Oem_Code=C1&logpath=1&stext=&listno=29669
㈔안성맞춤스포츠클럽,(사)안성맞춤스포츠클럽 안내데스크 직원 채용 공고,경력무관,학력무관,경기 안성시,"입시학원, 입시학원, 보습학원, 파트강사, 영어",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465531?Oem_Code=C1&logpath=1&stext=&listno=29670
㈜엘아이텍,보안 솔루션 정규직 백엔드 개발자를 모십니다.,경력5년↑,학력무관,경기 안양시,"관리회계, 재무회계, 반도체장비, 자금관리, 재무회계",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465525?Oem_Code=C1&logpath=1&stext=&listno=29671
(주) 위드디에스(With D.S),대치에스학원과 함께하실 영어선생님(파트) 모십니다.,경력무관,대졸↑,서울 성북구,"문서작성, 변호사사무실, 법무법인, 소송·민사·등기",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465521?Oem_Code=C1&logpath=1&stext=&listno=29672
국제엘렉트릭코리아㈜,국제엘렉트릭코리아(주) 경력사원 채용(재무팀),경력8년↑,대졸↑,충남 천안시,"WAS, 솔루션, 스토리지, 시스템운영, SI",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465519?Oem_Code=C1&logpath=1&stext=&listno=29673
법무법인(유한) 강남,[법무법인(유한) 강남] 송무 경력직원 모집,경력,대졸↑,서울 서초구,학원강사,~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43465513?Oem_Code=C1&logpath=1&stext=&listno=29674
㈜엔디에스,[농심NDS] 시스템 인프라운영(SAP BC) 경력직 채용,경력1년↑,대졸↑,서울 동작구,"문서관리, 사단법인, 장애인복지",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465510?Oem_Code=C1&logpath=1&stext=&listno=29675
(주) 위드디에스(With D.S),대치에스학원과 함께하실 국어선생님 모십니다.,경력무관,대졸↑,서울 종로구 외,"수영장, 서무",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43465506?Oem_Code=C1&logpath=1&stext=&listno=29676
㈔함께하는 나눔과이음,강서구 지역 장애인 근로지원인 모집[사무보조],경력무관,학력무관,서울 강서구,"브랜드기획, 시장조사, 프로덕션, 브랜드기획, 신사업기획",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465504?Oem_Code=C1&logpath=1&stext=&listno=29677
㈔안성맞춤스포츠클럽,(사)안성맞춤스포츠클럽 회계사원 채용 공고,경력1년↑,학력무관,경기 안성시,"B2B, 소프트웨어개발, 솔루션",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43465502?Oem_Code=C1&logpath=1&stext=&listno=29678
㈜바이널씨,UX 컨설턴트(경력),경력5년↑,학력무관,서울 강남구,"데이터분석, 제안·컨설팅, UI·UX기획, 웹에이전시",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464180?Oem_Code=C1&logpath=1&stext=&listno=30041
삼영중공업㈜,생산기술/관리직 직원 채용,신입,대졸↑,경남 밀양시 외,"기계, 기계조립",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464146?Oem_Code=C1&logpath=1&stext=&listno=30042
㈜이스트헬스케어,[강소기업/경영혁신]건강기능식품 개발자,경력5년↑,대졸↑,서울 강남구,"상품기획, 건강식품연구, 건강식품, 전자상거래, 쇼핑몰",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464120?Oem_Code=C1&logpath=1&stext=&listno=30043
베스텔라랩,iOS 개발자(경기/대구) (병특 가능),경력무관,대졸↑,경기 안양시 외,"솔루션영업, 솔루션, 시스템영업, 기술영업, 네트워크영업",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43463795?Oem_Code=C1&logpath=1&stext=&listno=30044
베스텔라랩,마케팅 담당자 채용,경력무관,대졸↑,경기 안양시,무역업,~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43463751?Oem_Code=C1&logpath=1&stext=&listno=30045
빅웨이브로보틱스,서비스 로봇 엔지니어,경력,초대졸↑,서울 강남구,"베이커리, 제빵, 제과제빵점",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463662?Oem_Code=C1&logpath=1&stext=&listno=30046
로민,세일즈 매니저,경력7년↑,대졸↑,서울 서초구,"사이트관리, 상품기획, 문서관리, B2C, 고객지원",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43462635?Oem_Code=C1&logpath=1&stext=&listno=30047
㈜엠피엘제이,생산 재고 및 창고관리 신입/경력 정규직 채용(경기도 화성),경력무관,학력무관,경기 화성시,"모바일, 스마트폰, 모바일게임, 모바일App",~01/30(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43464391?Oem_Code=C1&logpath=1&stext=&listno=30048
호텔더본제주,백종원의 호텔더본제주 베이커리 직원(신입/경력)을 모십니다.,신입·경력,고졸↑,제주 서귀포시 외,"부동산, 사무실임대, 빌딩매매, 중개업, 공인중개사",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464381?Oem_Code=C1&logpath=1&stext=&listno=30049
㈜이야,쇼핑몰 관리 및 쥬얼리판매 함께 할 직원채용 합니다.,경력무관,학력무관,서울 종로구,"입시학원, 학원강사, 보습학원, 일반학원",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464379?Oem_Code=C1&logpath=1&stext=&listno=30050
큐게임즈,[㈜큐게임즈] 게임 및 S/W 플랫폼 QA 경력직 채용,경력1년↑,대졸↑,서울 송파구 외,"생산관리, 제지",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464375?Oem_Code=C1&logpath=1&stext=&listno=30051
엠앤제이부동산중개법인㈜,"[추천] 초보자도 일을 배우면서 함께 할 수 있는 부동산회사 (공인중개사, 중개보조원 구인)",신입·경력,고졸↑,서울 강남구 외,"기구설계, 기구설계",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43464368?Oem_Code=C1&logpath=1&stext=&listno=30052
공부에스미다학원,"초등, 중등 수학강사 모집",경력3년↑,대졸↑,경기 수원시,"섬유, 여성의류, 원단, 의류, 패션",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464363?Oem_Code=C1&logpath=1&stext=&listno=30053
㈜창마루,"생산직(생산관리, 포장관리) 사원 모집",경력무관,학력무관,경기 화성시,"입시학원, 교육상담, 입시학원, 파트강사, 일반학원",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43464359?Oem_Code=C1&logpath=1&stext=&listno=30054
㈜에이치엔씨,반도체장비 기구설계 경력직 채용,경력5년↑,초대졸↑,경기 화성시,"VMD, 패션, 원단, VMD, 여성의류",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464357?Oem_Code=C1&logpath=1&stext=&listno=30055
㈜아정텍스,패션디자이너를 모집합니다,경력5년↑,초대졸↑,서울 금천구,"바이럴마케팅, 웹에이전시",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464356?Oem_Code=C1&logpath=1&stext=&listno=30056
㈜잇올,[인천권] 잇올 스파르타 센터 강사 채용 (국어),경력무관,초대졸↑,인천 남동구 외,"생산관리, 제지",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43464354?Oem_Code=C1&logpath=1&stext=&listno=30057
㈜에이티에스케이,자동차부품 품질팀 신입사원 모집,신입,초대졸↑,경기 화성시,"품질보증, 검증, ISO",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463543?Oem_Code=C1&logpath=1&stext=&listno=30401
㈜비상교육,[비상교육] 스마트러닝 백오피스 개발 경력자 채용,경력5년↑,대졸↑,서울 구로구 외,"SI개발, 인터넷교육, BI, 데이터분석, 클라이언트",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43463540?Oem_Code=C1&logpath=1&stext=&listno=30402
인피니소프트,PG영업관리 매니저 (기존 가맹점 관리 및 영업 지원) 모집,경력3년↑,초대졸↑,서울 금천구,"솔루션, 가맹점관리, 소프트웨어개발",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463539?Oem_Code=C1&logpath=1&stext=&listno=30403
㈜엠씨테크,(주)엠씨테크 해외구매 및 영업지원 신입/경력사원 채용,신입·경력,초대졸↑,경기 성남시 외,"거래처관리, 수출입관리, 통관, 국제무역, 대리점관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463538?Oem_Code=C1&logpath=1&stext=&listno=30404
㈜정성코스메틱,[신규사업장] 미래산단 건강기능식품 생산 오퍼레이터(OP) 모집,경력무관,고졸↑,세종 전지역 외,"건강식품, 기계조작, 식품가공",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43463537?Oem_Code=C1&logpath=1&stext=&listno=30405
㈜엑스티,삼성전자내(온양) 단순 작업원 모집,신입·경력,학력무관,충남 아산시,"생산기술, PCB, 조립, 유지보수, 반도체장비",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463534?Oem_Code=C1&logpath=1&stext=&listno=30406
㈜비상교육,[비상교육] 스마트러닝(온리원 ONLY1) CRM 개발 경력자 채용,경력5년↑,대졸↑,서울 구로구 외,"SI개발, 인터넷교육, BI, 데이터분석, 클라이언트",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43463531?Oem_Code=C1&logpath=1&stext=&listno=30407
㈜정성코스메틱,[통근버스제공/초보가능] 화장품 단순포장 정규직 채용,경력무관,학력무관,세종 전지역 외,"화장품, 생산관리, 화장품",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43463528?Oem_Code=C1&logpath=1&stext=&listno=30408
백미당 잠실야구장점,[잠실야구장] `백미당` 카페 직원 모집,경력무관,학력무관,서울 송파구 외,"메뉴개발, 호텔, 서빙, 프랜차이즈, 식품",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463527?Oem_Code=C1&logpath=1&stext=&listno=30409
한국방사선진흥협회,계약직 모집(연구행정 및 수행보조 등) 12.15(금)까지,경력무관,학력무관,서울 성동구 외,"에너지, R&D",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43463526?Oem_Code=C1&logpath=1&stext=&listno=30410
㈜두현산업,케이블 하네스 생산직 사원 채용,경력무관,학력무관,서울 강서구,"와이어, 조립, 절단, 회로",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463525?Oem_Code=C1&logpath=1&stext=&listno=30411
카페 아리온,[신규오픈] 하남 브런치 베이커리 카페 아리온 쉐프님 모집합니다,경력2년↑,학력무관,경기 하남시,"프랜차이즈, 음식료, 카페, 커피숍",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43463524?Oem_Code=C1&logpath=1&stext=&listno=30412
하남돼지집 명동1호점,"하남돼지 명동1호점 홀직원(250/4대보험/연차)/알바(시급만원,시간협의)상시채용합니다",경력무관,학력무관,서울 중구,"프랜차이즈, 한식, 서빙",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463522?Oem_Code=C1&logpath=1&stext=&listno=30413
오케이메디넷코리아㈜,해외영업 및 해외마케팅 경력자 모집,경력2년↑,대졸↑,서울 금천구,"고객관리, 거래처관리, 거래선개발관리, 대리점관리, 의료기기",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463520?Oem_Code=C1&logpath=1&stext=&listno=30414
크로스디자인그룹㈜,웹 퍼블리셔 담당자 모집 공고,경력무관,학력무관,서울 성동구,"웹표준·웹접근성, CSS, Photoshop, HTML",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43463517?Oem_Code=C1&logpath=1&stext=&listno=30415
삼우엔터프라이즈,일본 의류 무역 해외영업직 채용,경력2년↑,고졸↑,서울 성동구,"패션, 원단, 수출입관리, 국제무역, 여성의류",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463516?Oem_Code=C1&logpath=1&stext=&listno=30416
㈜디자인바른,실내건축 인테리어 현장관리 및  정리 시공하실 인재를 모집합니다,신입·경력2년↑,학력무관,경기 남양주시 외,"시공관리, 실내건축",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463512?Oem_Code=C1&logpath=1&stext=&listno=30417
㈜엑스티,삼성전자내(천안) 단순 작업원(4조 3교대),신입·경력,학력무관,충남 천안시,"생산기술, PCB, 조립, 유지보수, 반도체장비",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463509?Oem_Code=C1&logpath=1&stext=&listno=30418
엘에스지스카이셰프코리아㈜,"LSG Sky Chefs Korea 재무팀 Accounting Assistant (계약직-육휴대체, 면접비 지급)",경력무관,대졸↑,인천 중구,"부가세신고, 케이터링, 단체급식, 계산서발행, 전표입력",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43463508?Oem_Code=C1&logpath=1&stext=&listno=30419
우진공업㈜,[품질관리팀]SQ평가원 정규직 채용 공고,경력무관,초대졸↑,경기 안산시,품질보증,~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43463507?Oem_Code=C1&logpath=1&stext=&listno=30420
