회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜드림홀딩스,"(주)드림홀딩스 커넥터,와이어하네스분야 품질 관리직 채용",신입·경력,초대졸↑,경기 수원시 외,"전장, 생산관리, 전자, 품질보증, ISO",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329565?Oem_Code=C1&logpath=1&stext=&listno=71631
㈜에스디케어,SD CARE 의료기관(병.의원)영업 직원 채용(서울영업소),경력무관,고졸↑,서울 강동구,"거래처관리, 의료기기, 보건, 고객관리",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329563?Oem_Code=C1&logpath=1&stext=&listno=71632
광덕안정한의원 부산대연점,광덕안정한의원 부산대연점 데스크 사원 채용공고,경력무관,학력무관,부산 남구,"접수·예약, 한의원, 한의과, 원무, 외래",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43329562?Oem_Code=C1&logpath=1&stext=&listno=71633
㈜드림홀딩스,"(주)드림홀딩스 커넥터,와이어하네스분야 생산/품질 관리직 채용",신입·경력,초대졸↑,경기 수원시 외,"기구설계, 전장, 생산관리, 전자, 기구설계",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329561?Oem_Code=C1&logpath=1&stext=&listno=71634
㈜제이에스티나,제이에스티나 강원랜드 프리미엄 스토어 판매사원 채용,경력,학력무관,강원 정선군 외,"판매, 판매영업, 백화점, 판매관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43329560?Oem_Code=C1&logpath=1&stext=&listno=71635
㈜다솜코퍼레이션,APP. 제휴 영업 사원 모집,경력무관,학력무관,경기 용인시,국내영업,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43329557?Oem_Code=C1&logpath=1&stext=&listno=71636
㈜한국파워셀러,[화장품/정규/서울] 경영지원팀 인사담당자 경력직 채용,경력1년↑,대졸↑,서울 강남구,화장품,~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329552?Oem_Code=C1&logpath=1&stext=&listno=71637
㈜드림홀딩스,"(주)드림홀딩스 커넥터,와이어하네스분야 기술영업부 채용",신입·경력,초대졸↑,경기 수원시 외,"전장, 전자, 기술영업, 장비영업, 기구설계",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329545?Oem_Code=C1&logpath=1&stext=&listno=71638
㈜드림홀딩스,(주)드림홀딩스 전남 영암 자동차 연구원 內 지사근무 전장설계 개발직 채용,신입·경력,초대졸↑,경기 수원시 외,"기구설계, 전장, 전자, 3D설계, 전기회로",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329542?Oem_Code=C1&logpath=1&stext=&listno=71639
소맥베이커리,신세계 영등포타임스퀘어점 베이커리 제과제빵사 채용,경력무관,학력무관,서울 영등포구,"베이커리, 파티쉐, 제과제빵점, 제빵사",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43329540?Oem_Code=C1&logpath=1&stext=&listno=71640
모세스어학원 마동분원,광양 모세스어학원 영어강사님 채용합니다.,신입·경력,대졸↑,전남 광양시,영어,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328067?Oem_Code=C1&logpath=1&stext=&listno=72041
슬래시비슬래시,SLASH B SLASH 패키지 디자이너 모집 (경력),신입·경력2년↑,학력무관,서울 강남구 외,"패션, 잡화디자인, 패키지디자인, 잡화디자인, 팬시디자인",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43328066?Oem_Code=C1&logpath=1&stext=&listno=72042
한세엠케이 주식회사,한세엠케이(주) NBA 신발팀장,경력10년↑,대졸↑,서울 강남구,신발 디자이너,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328059?Oem_Code=C1&logpath=1&stext=&listno=72043
㈜페르소나미디어,글로벌(북미) 디지털마케팅 AE 채용 (퍼포먼스마케팅 경력직),경력2년↑,대졸↑,서울 강남구,"SNS마케팅, 키워드광고, 프로모션, 키워드광고, SEO",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328058?Oem_Code=C1&logpath=1&stext=&listno=72044
㈜휴먼인텍,[휴먼인텍] 구매/자재팀 채용,경력,학력무관,경기 용인시,"전자, 자재구매, 재고관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328057?Oem_Code=C1&logpath=1&stext=&listno=72045
케이피커머스,온라인 쇼핑몰 커머스 브랜드 웹디자이너 채용,경력5년↑,학력무관,경기 구리시,쇼핑몰,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328039?Oem_Code=C1&logpath=1&stext=&listno=72046
보형육가공,서울시 성동구 마장동 보형육가공에서 2차가공 서울생산직 정규직원을 모집합니다.,경력무관,학력무관,서울 성동구,축산,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328038?Oem_Code=C1&logpath=1&stext=&listno=72047
㈜오오아,웹 디자이너 경력직 채용,경력1년↑,학력무관,인천 남동구,"여성의류, 이너웨어",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43328037?Oem_Code=C1&logpath=1&stext=&listno=72048
㈜에스앤제이솔루션,SMT OP 사원 .모집,경력3년↑,고졸↑,경기 군포시 외,"생산관리, 기계조작",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328031?Oem_Code=C1&logpath=1&stext=&listno=72049
유림전기㈜,원자재 납품 및 창고관리직원 모집합니다.,경력무관,학력무관,인천 남동구,배송기사,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328030?Oem_Code=C1&logpath=1&stext=&listno=72050
미장원더퍼스트부산대점,함께 일할 부산대미용실-미장원더퍼스트에서 디자이너를 모집합니다.,신입·경력,학력무관,부산 금정구,"헤어샵, 헤어디자인",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43328021?Oem_Code=C1&logpath=1&stext=&listno=72051
㈜대원공조에어컨,[LG전자 전문점]시스템에어컨 기술영업 채용공고,신입·경력1년↑,초대졸↑,서울 강서구 외,기술영업,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328019?Oem_Code=C1&logpath=1&stext=&listno=72052
㈜이룸디자인,이룸디자인에서 경리사무원을 모집합니다.,경력무관,학력무관,전남 화순군,"편집디자인, 삽화·일러스트, 폰트디자인, 출판, 출판기획",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328013?Oem_Code=C1&logpath=1&stext=&listno=72053
㈜지오인포테크이노베이션,[마이크로킥보드] 이커머스 영업 담당자 정규 경력직 채용,경력3년↑,학력무관,서울 서초구 외,"상품기획, 쇼핑몰, 오픈마켓, 전자상거래, B2B",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328010?Oem_Code=C1&logpath=1&stext=&listno=72054
금동,생산직 조립 및 가공 직원 채용,신입·경력,학력무관,서울 동대문구,"건설자재, 금속, 금속재료, 자재, 금속",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328009?Oem_Code=C1&logpath=1&stext=&listno=72055
빠방세차,[강남 도곡동] 텐션좋은 디테일링 손세차 직원 모집합니다.,경력무관,학력무관,서울 강남구,세차,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43328005?Oem_Code=C1&logpath=1&stext=&listno=72056
㈜도레도레,(주)도레도레 직영 롯데몰 김포공항점 바리스타 정직원 모집,경력1년↑,학력무관,서울 강서구 외,"베이커리, 프랜차이즈, 음식료, 파티쉐, 카페",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327990?Oem_Code=C1&logpath=1&stext=&listno=72057
카페 팔코,바리스타를 모집합니다,경력무관,학력무관,경북 경주시 외,"카페, 제과제빵점",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327994?Oem_Code=C1&logpath=1&stext=&listno=72058
㈜나비컨설팅,주식회사 나비컨설팅 영업(마케팅) 정직원 채용,경력무관,학력무관,대구 북구,"영업마케팅, 영업직, 컨설팅",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327999?Oem_Code=C1&logpath=1&stext=&listno=72059
㈜브링컴퍼니,200만 유튜브 채널 `겜브링` 영상편집자 채용,신입·경력,학력무관,경기 성남시,"쇼츠, 인터넷방송, 영상제작, 영상제작, 인코딩",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327995?Oem_Code=C1&logpath=1&stext=&listno=72060
팜스코,[정규직] 영업직 신입/경력 모집 공고,경력무관,학력무관,경기 안성시 외,"거래처관리, 영업기획, 매출관리, 고객관리, 축산",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326729?Oem_Code=C1&logpath=1&stext=&listno=72461
투떰즈업 (TWO THUMBS UP),투떰즈업 과 함께하실 직원분을 찾습니다,경력,고졸↑,서울 마포구,"베이커리, 제과제빵점, 제빵사",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326727?Oem_Code=C1&logpath=1&stext=&listno=72462
뉴스후플러스㈜,수습 취재기자 모집,신입,학력무관,서울 영등포구,취재기자,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326725?Oem_Code=C1&logpath=1&stext=&listno=72463
셰익스비어,키친 조리사,경력무관,학력무관,서울 종로구,"양식, 음식료",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326721?Oem_Code=C1&logpath=1&stext=&listno=72464
"㈜에픽비긴즈(Epicbeginz Co.,Ltd)",SaaS 서비스 개발자 정규직 채용,경력,학력무관,서울 강남구,"JavaScript, React, SaaS, 컨텐츠, GIT",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43326720?Oem_Code=C1&logpath=1&stext=&listno=72465
㈜디폰스,"반도체 부품 가공(로터리,평면연삭,연마..)",경력무관,학력무관,경기 평택시,"연마, 반도체, 연삭, 반도체생산",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43326719?Oem_Code=C1&logpath=1&stext=&listno=72466
㈜ 케이피티유,"알루미늄 제품 매입,매출 관리",신입,학력무관,경기 화성시 외,"전산입력, 금속, 문서작성, 매출관리, 문서관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326717?Oem_Code=C1&logpath=1&stext=&listno=72467
타이코에이엠피㈜,[TE커넥티비티] HR Solutions Partner,경력3년↑,대졸↑,경북 경산시,"자동차부품, 인사기획, 인사행정, 급여관리, 복리후생",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326713?Oem_Code=C1&logpath=1&stext=&listno=72468
㈜더블유메딕스,[의료기기] Field service engineer (ESWT) 신입/경력 모집,경력무관,학력무관,경기 구리시 외,"a/s기사, 정비기사, 의료기기, 기계수리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326712?Oem_Code=C1&logpath=1&stext=&listno=72469
플러스에프엔씨,[신입·경력] 홈쇼핑 패션MD/방송관리/진행/영업지원 모집공고,신입·경력,학력무관,경기 파주시,"남성의류, 여성의류",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326711?Oem_Code=C1&logpath=1&stext=&listno=72470
㈜타이디디자인,"호텔 제작가구 설계, 인테리어 설계 및 디자인",신입·경력2년↑,학력무관,서울 송파구 외,"인테리어디자인, 가구, 가구디자인",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43326705?Oem_Code=C1&logpath=1&stext=&listno=72471
㈜인터전기,소프트웨어개발(임베디드)/웹개발(백엔드 프론트엔드) 경력자 모집,경력,대졸↑,서울 마포구,"SI개발, 자동제어, 전기기사, SI개발, 전기공사",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43326704?Oem_Code=C1&logpath=1&stext=&listno=72472
㈜소다,[DFD그룹] SODA DFD 회계팀 모집(경력),경력8년↑,초대졸↑,경기 광주시 외,"패션, 결산, 관리회계, 부가세신고",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43326699?Oem_Code=C1&logpath=1&stext=&listno=72473
슈어엠주식회사,공유주방/공유 파티룸 사업 준비 조사 단기직 채용,경력무관,학력무관,충북 청주시 외,"모바일앱개발, 시장조사, 시장조사, 통계·분석, 브랜드기획",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326697?Oem_Code=C1&logpath=1&stext=&listno=72474
㈜아가페출판사,기독교전문출판사 아가페에서 디자이너 정규직 충원합니다.,경력,초대졸↑,서울 관악구,"편집, 폰트디자인, CI, 편집디자인, 현수막디자인",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43326694?Oem_Code=C1&logpath=1&stext=&listno=72475
경진인터내쇼날,소방 영업 신입/경력직 모집,신입,초대졸↑,서울 동대문구,"무역업, 국내영업",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43326693?Oem_Code=C1&logpath=1&stext=&listno=72476
고래미디어,"영상 촬영편집 채용 (영상편집자,촬영자,CG,모션그래픽)",경력무관,학력무관,경기 안산시,"방송기획, 영상제작, 방송제작",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326692?Oem_Code=C1&logpath=1&stext=&listno=72477
민데이타,"IT 시스템 운영(SM) 상주 엔지니어 채용 (세종, 대전, 광주)",경력1년↑,초대졸↑,세종 전지역 외,"시스템운영, SI",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43326690?Oem_Code=C1&logpath=1&stext=&listno=72478
㈜에이티웍스,(주)에이티웍스 경영지원부 신입사원 모집/채용,신입·경력,학력무관,서울 금천구,"솔루션, SI, asp, 소프트웨어개발",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326676?Oem_Code=C1&logpath=1&stext=&listno=72479
비엔에프시리즈,[프랜차이즈 본사] 버거앤프라이즈 경력직 슈퍼바이저 채용,경력,학력무관,인천 연수구,"매출관리, 프랜차이즈, 판매관리, 재고관리, 고객응대",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326675?Oem_Code=C1&logpath=1&stext=&listno=72480
지오코칭,(주)지오코칭 교육운영팀 정규직 매니저 모집,신입·경력,초대졸↑,서울 중구,"교육행정, 교육기획, 교육기획, 교육진행, 교육콘텐츠개발",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325301?Oem_Code=C1&logpath=1&stext=&listno=72881
세미텍코리아㈜,건축 영업 /  현장관리 직원을 모집합니다.,신입·경력,초대졸↑,서울 금천구,"시공관리, 건축설계, 건축시공, 시설, 샤시·창호",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325300?Oem_Code=C1&logpath=1&stext=&listno=72882
㈜프로텍코퍼레이션,"2차전지, Display 검사장비 제조 및 설치 / 엔지니어 모집 (신입)",경력무관,학력무관,경기 성남시,"생산기술, PCB, 유지보수, 반도체장비, LCD",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325298?Oem_Code=C1&logpath=1&stext=&listno=72883
컨트롤에이,[프론트엔트]React 개발자 경력자 모집 [정규직],경력3년↑,고졸↑,서울 강남구,"GUI, 인터페이스, 반응형웹, 웹에이전시",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325294?Oem_Code=C1&logpath=1&stext=&listno=72884
리디안의원,"사진 영상 촬영, 편집, 포토샵 담당직원 모집(압구정역 성형외과)",경력무관,학력무관,서울 강남구,"성형외과, 피부과, 촬영보조",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325292?Oem_Code=C1&logpath=1&stext=&listno=72885
아임삭㈜,(주)아임삭 연구소 - 기구설계 연구원 채용,신입·경력2년↑,대졸↑,충북 청주시,"기구설계, 3D설계, 전동공구",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325290?Oem_Code=C1&logpath=1&stext=&listno=72886
㈜에버솔루션,[기술지원] 컴퓨터 / 노트북 설치 및 회수 엔지니어 모집 (신입 or 경력),경력무관,학력무관,서울 송파구 외,"렌탈, 임대, 대여",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43325282?Oem_Code=C1&logpath=1&stext=&listno=72887
㈜굿페이먼츠,온라인쇼핑몰 상품관리 정규직을 채용합니다.,경력무관,학력무관,경기 김포시,"상사, 문서관리, 문서작성, 자산관리, 전산입력",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43325281?Oem_Code=C1&logpath=1&stext=&listno=72888
㈜제연금속기술,품질부서 인원 채용공고 [관리직 / 공정검사원(3차원 측정 우대) / 최종 외관검사원],경력무관,학력무관,경기 화성시 외,"품질보증, 검증, 자동차부품",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43325280?Oem_Code=C1&logpath=1&stext=&listno=72889
지엠테크놀러지,경리 직원 경력자 모집,경력3년↑,학력무관,경기 화성시,"급여관리, 계산서발행, 기계설계, 4대보험",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325279?Oem_Code=C1&logpath=1&stext=&listno=72890
제프,[제프] DBA(Database Adminstrator) 모집,경력5년↑,초대졸↑,경기 성남시,소프트웨어개발,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325276?Oem_Code=C1&logpath=1&stext=&listno=72891
㈜인테리어하다,경력직 인테리어 디자이너 채용(2년이상),경력2년↑,학력무관,서울 종로구,"실내건축, 인테리어",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325273?Oem_Code=C1&logpath=1&stext=&listno=72892
어질인,[베이커리카페] 바리스타 신입 구합니다.,신입,학력무관,서울 성동구 외,"메뉴개발, 베이커리, 고객안내, 서빙, 카운터",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43325122?Oem_Code=C1&logpath=1&stext=&listno=72893
호텔에비뉴,창원 용호동 쿠버스그릴 ( 이탈리안 레스토랑 ) 경력직 요리사 구인 (신입지원가능),경력3년↑,고졸↑,경남 창원시,"양식, 양식당",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325268?Oem_Code=C1&logpath=1&stext=&listno=72894
㈜오리엔트텔레콤,기술영업팀 모집[Technical Sales Team Leader],경력10년↑,대졸↑,경기 안양시 외,"기술영업, 거래선개발관리, 국내영업",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325237?Oem_Code=C1&logpath=1&stext=&listno=72895
㈜피삼일코리아,P-31 신발 검수 및 출고 정직원 모집,경력무관,학력무관,경기 부천시,"상품기획, 검증, 전자상거래, 쇼핑몰, 오픈마켓",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325263?Oem_Code=C1&logpath=1&stext=&listno=72896
오비오㈜,"회계팀 경력직(대리, 과장급) 채용",경력8년↑,학력무관,경기 화성시,"결산, 원가회계, 전산회계",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325262?Oem_Code=C1&logpath=1&stext=&listno=72897
㈜피삼일코리아,P-31 물류관리(경력) 정규직 채용,경력3년↑,학력무관,경기 부천시 외,"상품입출고, 창고관리, 상품기획, 재고관리, 전자상거래",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325256?Oem_Code=C1&logpath=1&stext=&listno=72898
㈜이레바이오메디,[정규직] 대학병원·종합병원 의료기기 영업 기업 부문별 신입사원 공개 채용(영업팀 모집/총무팀 마감),경력무관,초대졸↑,서울 송파구 외,"제약영업, 의료기기영업, 기술영업, 의료기기, 문서관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325247?Oem_Code=C1&logpath=1&stext=&listno=72899
오비오㈜,생산기술팀 신입/경력 채용,신입·경력5년↑,학력무관,경기 화성시,"생산기술, 생산기술",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325253?Oem_Code=C1&logpath=1&stext=&listno=72900
주식회사 이지태스크,이지태스크 영업직 경력 채용,경력3년↑,학력무관,서울 마포구,영업기획,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43323791?Oem_Code=C1&logpath=1&stext=&listno=73301
바인클로,중고명품 매장관리 / 판매관리 /명품 브랜드 감정/ 재고관리/고객응대,신입·경력,고졸↑,경기 성남시 외,"판매, 매출관리, 유통, 재고관리, 판매관리",~01/14(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43323768?Oem_Code=C1&logpath=1&stext=&listno=73302
야탑 함소아 한의원,[주5일] 분당야탑 함소아한의원 코디네이터 모집합니다.,경력무관,초대졸↑,경기 성남시,"한의원, 간호조무사, 코디네이터",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323784?Oem_Code=C1&logpath=1&stext=&listno=73303
더원유통,순회사원 모집합니다.,경력무관,학력무관,강원 원주시 외,"마트, 창고관리, 할인점, 물류센터, 재고관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323777?Oem_Code=C1&logpath=1&stext=&listno=73304
㈜스타럭스,[패션유통 대기업] 구찌 시계&주얼리 상품운영 (대리급),경력5년↑,학력무관,서울 강남구,"창고관리, 재고관리, 백화점, 유통관리, 의류매장",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43323773?Oem_Code=C1&logpath=1&stext=&listno=73305
에이엔씨제이피플,SKT 판매사원 모집(신입/경력우대) - 하이마트 광평점,경력무관,학력무관,경북 구미시,"마트, 판매, 판매영업, 전자제품대리점, 통신기기대리점",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323762?Oem_Code=C1&logpath=1&stext=&listno=73306
엔피씨로지스㈜,운영팀 운송마감 및 지원,경력무관,학력무관,경기 안산시 외,"문서작성, 문서작성, 통계·분석, 더존, 문서관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323759?Oem_Code=C1&logpath=1&stext=&listno=73307
메디비전,(주4.5일 근무) 의료관광사업 담당자 채용,경력2년↑,초대졸↑,서울 서초구,"자료조사, 행정, 송무담당, 문서작성, 신사업기획",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323758?Oem_Code=C1&logpath=1&stext=&listno=73308
더블유미디어,[길거리 패션 인터뷰] 유튜브 채널 PD/에디터 모집,경력무관,학력무관,서울 성동구 외,"대본, 프로덕션, 방송기획, 방송작가, 영상제작",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323751?Oem_Code=C1&logpath=1&stext=&listno=73309
㈜청구미디어,"영상장비 운영,설치 현장직 채용",신입·경력1년↑,고졸↑,경기 고양시,"하역, 적재·하역, 출하",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323741?Oem_Code=C1&logpath=1&stext=&listno=73310
㈜메트로호텔,메트로호텔 프론트에서 함께하실 직원을 모집합니다.,경력무관,초대졸↑,서울 중구,"호텔, 프런트",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43323735?Oem_Code=C1&logpath=1&stext=&listno=73311
더블유미디어,유튜브 인터뷰 콘텐츠 PD/작가 채용,경력무관,대졸↑,서울 성동구 외,"프로덕션, 방송기획, 방송작가, 인터넷방송, 방송제작",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323734?Oem_Code=C1&logpath=1&stext=&listno=73312
㈜태린홀딩스,온라인 마케팅기획 및 쇼핑몰MD 경력 모집,경력3년↑,학력무관,경기 고양시,"상품기획, 쇼핑몰",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43323732?Oem_Code=C1&logpath=1&stext=&listno=73313
㈜에코비트워터,에코비트워터 여수음식물사업소 채용[태영그룹 계열],경력무관,학력무관,전남 여수시,"중장비운전, 환경, 지게차운전, 대기환경, 수질환경",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323731?Oem_Code=C1&logpath=1&stext=&listno=73314
티비산업,(주)티비산업 생산관리팀 채용공고,경력무관,초대졸↑,충북 진천군 외,"생산관리, 자동차부품",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323726?Oem_Code=C1&logpath=1&stext=&listno=73315
(주)뉴코리아웰빙홀딩스,플레이팜 운영 관리자 채용합니다.,경력,학력무관,경기 남양주시 외,"놀이공원, 사업기획, 경영기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43323705?Oem_Code=C1&logpath=1&stext=&listno=73316
바이오로드(BioLord),오픈마켓 & 쇼핑몰 물류관리 외 경력무관 채용,경력무관,고졸↑,대전 동구,"매출관리, 전표입력, 오픈마켓, 디지털디자인, 결산",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323711?Oem_Code=C1&logpath=1&stext=&listno=73317
P&K국제특허법률사무소,[신입/경력] 특허 엔지니어 (명세사) / 특허 조사분석사 모집,신입·경력,대졸↑,서울 금천구 외,"출원, 특허사무소, 특허담당",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43323710?Oem_Code=C1&logpath=1&stext=&listno=73318
주식회사 이지태스크,이지태스크 영업직 채용 (신입),신입,학력무관,서울 마포구,영업기획,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43323707?Oem_Code=C1&logpath=1&stext=&listno=73319
1급분당종합정비사업㈜,분당 자동차공업사에서 차량딜리버리직원 (시니어도 가능),신입,학력무관,경기 성남시,"기술지원, 운송, 배송, 고객관리, 물류",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43323702?Oem_Code=C1&logpath=1&stext=&listno=73320
신원세무회계사무소,[신원세무회계사무소] 세무사사무실 경력직원 모집합니다.,경력3년↑,학력무관,서울 서초구,"더존, 세무회계사무소, 세무기장, 법인결산",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43322190?Oem_Code=C1&logpath=1&stext=&listno=73721
㈜세파스,온라인 몰 영업관리 - 더존아이큐브 사용가능자우대,신입·경력,초대졸↑,서울 성동구,"ERP운용, 급여관리, 계산서발행, 전자상거래, 부가세신고",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43322161?Oem_Code=C1&logpath=1&stext=&listno=73722
㈜우림에프엠지,[쇼파드] 백화점 부티크 세일즈 신입/경력사원 채용,신입·경력1년↑,학력무관,서울 중구 외,"판매, 판매영업, 매출관리, 백화점, 판매관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43322180?Oem_Code=C1&logpath=1&stext=&listno=73723
쿠우쿠우 블루레일 건대직영점,"쿠우쿠우 건대블루레일 홀 관리자(캡틴)공고(주5일 300이상,주6일 최대340)",경력2년↑,고졸↑,서울 광진구,"일식당, 서빙, 일식",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43322178?Oem_Code=C1&logpath=1&stext=&listno=73724
㈜니드코,생산관리.품질관리 경력자 모집,경력5년↑,고졸↑,경북 칠곡군 외,"상품입출고, 품질보증, 생산관리, 재고관리, 품질보증",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43322174?Oem_Code=C1&logpath=1&stext=&listno=73725
㈜밥게이트,게임 번역 전문 회사에서 영작 정규직원을 모집(한국어에서 영어),경력무관,초대졸↑,서울 금천구 외,"모바일앱게임, 게임번역, 영어, 영어",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43322171?Oem_Code=C1&logpath=1&stext=&listno=73726
㈜산정F&D,농수산물 쇼핑몰 웹디자이너 구합니다.,경력무관,학력무관,광주 광산구,"웹디자이너, 쇼핑몰, 오픈마켓",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43322167?Oem_Code=C1&logpath=1&stext=&listno=73727
㈜마리앤어스,여성복 오프리미츠 VMD 신입 모집 (경력무관/학력무관),경력무관,학력무관,서울 금천구,"여성의류, 의류, Sign디자인, POP",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43322162?Oem_Code=C1&logpath=1&stext=&listno=73728
