기업명,평균 학점,평균 토익점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수
퓨트로닉,3.59,683.0,1.1622798634321962,2.5,1.2801133570574235,1.4810179328915491,1.0,1.0
프럼파스트,3.39,704.0,1.1279876922333112,2.4,1.2745965094575673,1.5669472108084617,1.7012084786223558,1.0
프로바이오닉,3.63,750.0,1.0,2.0,3.0,1.0,2.5,2.5
프로템,3.56,648.0,1.0,2.4,1.5,3.0,1.0,3.0
플레이스엠,3.66,723.0,1.0,2.5,1.3,2.0,1.0,2.3
마이크로테크,3.49,560.0,1.5,2.1,1.0,1.5239825718500053,1.7397006544531197,1.750470210634604
테라텍,3.45,575.0,1.0,1.9,1.2762515637375242,1.0,1.0,2.0
티모넷,3.37,732.0,1.0,2.6,1.2740448246975817,1.575540138600153,1.0,1.7123753405653714
베이스,3.74,510.0,1.0,1.4,1.0,1.4165709744538644,1.0,1.8298345232788389
픽소니어,3.8,780.0,1.1982866431910253,2.2,1.0,1.3907921910787906,3.0,1.848881958313455
하이로닉,3.67,777.0,1.0,2.5,1.1,2.5,2.0,1.1
태극제약,3.57,730.0,1.0,2.6,1.0,1.0,1.0,1.4
태연기계,3.61,718.0,1.5,1.9,1.3,1.4724250050998577,1.785891265450036,1.7885650807038367
필아이티,3.6,664.0,1.0,2.2,1.4,1.3,2.4,1.3
하나정보기술,3.61,775.9791938295922,1.0,2.7,1.280665041817409,1.0,1.0,1.0
하드램,3.49,655.0,1.0,1.7,1.4,2.0,3.5,2.0
한국산업기술기획평가원,3.62,739.0,1.1,2.3,1.3,2.1,2.2,4.5
벽산,3.61,824.0,1.0,2.6,1.1,1.0,2.5,1.8
한국공간정보통신,3.58,694.0,1.0,2.1,1.1,1.4853143967873947,1.7,2.0
한국기능공사,3.5,830.0,1.0,1.9,1.2,2.0,1.0,1.8
디아이비,3.43,700.0,1.3,2.0,1.3,1.0,2.0,1.7314227755999876
한국비즈넷,3.65,760.0,1.3,2.1,1.8,4.0,3.0,2.3
한국에어로테크,3.45,670.0,1.0,2.0,1.2762515637375242,2.0,1.7243037841208142,1.0
한국코러스,3.5,668.0,1.0,2.2,1.0,2.0,1.743549872036196,1.0
한길아이티,3.86,578.0,1.208574294550691,2.5,1.7,1.3650134077037168,1.5,3.0
한길바이오네트웍스,3.9,880.0,1.2154327287904678,2.8,1.2886644708372004,1.3478275521203342,1.8975185753592512,1.8806276833711488
한랩,3.58,772.5585147799,1.160565254872252,2.6,1.5,1.0,1.0,1.7790413631865285
한미엔텍,3.84,802.2043998772324,1.2051450774308023,3.0,1.2870094165572434,1.3736063354954082,1.874423269860793,1.0
한백전자,3.85,635.0,1.2068596859907466,2.9,1.0,1.0,2.5,2.0
한싹,3.52,765.7171566805156,1.1502776035125866,2.9,1.2781824603974739,2.0,3.0,2.0
한울로보틱스,3.79,615.0,1.0,1.7,1.0,1.3950886549746362,2.0,5.0
한일에스티엠,3.66,760.0,1.174282123351806,2.0,1.0,2.0,2.0,2.0
한중엔시에스,3.55,765.0,1.1554214291924192,1.9,1.0,2.0,1.762795959951578,2.0
한창시스템,3.63,550.0,1.169138297671973,2.0,1.0,3.0,1.793589700616189,2.0
한터기술,3.65,613.0,1.0,2.3,1.0,1.0,1.0,1.3
현대포리텍,3.35,746.3333087322598,1.1211292579935344,1.8,1.0,1.5841330663918443,1.6858116082900503,1.0
화인코리아,3.55,769.1378357302078,1.1554214291924192,2.5,1.279009987537452,1.0,1.762795959951578,1.0
환경과학기술,3.62,733.0,1.3,1.8,1.0,1.0,1.5,1.0
한국이엔씨,3.29,739.4919506328754,1.1108416066338689,1.7,1.0,1.0,1.0,1.6869787605192161
하이테콤시스템,3.51,764.5769303306181,1.1485629949526421,2.1,1.5,1.5153896440583143,1.7473990896192724,1.7568193556461427
한국금융공학컨설팅,3.4,788.0,1.1297023007932556,1.5,1.0,2.0,1.5,1.5
에이치코비,3.71,825.0,1.0,2.0,2.0,1.4294603661414014,1.0,1.8203108057615305
한국유니온제약,3.52,693.0,1.0,2.1,1.3,1.3,1.0,2.0
제이비케이파마슈티컬,3.63,725.0,1.169138297671973,1.8,1.2812167265773946,1.4638320773081666,1.793589700616189,1.0
한국정보인증,3.61,770.0,1.0,2.1,1.2,1.8,1.8,2.2
한국차체,3.78,795.3630417778479,1.1948574260711369,1.7,1.2853543622772867,1.399385118870482,1.8513279643623346,1.8425328133019163
한미스위스광학,3.56,675.0,1.0,2.2,1.0,1.0,1.0,4.0
한아에스에스,3.41,815.0,2.0,2.7,1.0,3.0,1.7089069137885087,2.0
한주금속,3.46,707.0,1.0,1.7,1.276527406117517,1.0,4.0,1.7409464931172958
현대요트,3.52,784.0,1.0,2.6,1.2,3.0,2.0,2.0
경보제약,3.79,828.0,1.3,2.4,2.6,1.0,1.8,1.5
국일방적,3.61,726.0,1.1657090805520847,2.3,2.0,2.0,3.0,2.6
남양인터내셔날,3.63,829.0,1.5,1.9,1.5,1.3,1.6,1.7
대승,3.46,668.0,1.0,1.8,1.4,1.5,5.0,1.5
디스플레이테크,3.49,720.0,1.0,1.7,1.4,3.0,1.0,1.0
방림,3.59,741.0,1.7,2.9,1.8,1.0,1.5,2.0
삼보모토스,3.6,695.0,1.1639944719921405,2.3,1.2803891994374161,1.4767214689957033,1.7820420478669599,1.7853905081980672
성도이엔지,3.63,813.0,1.169138297671973,2.2,1.2,1.0,1.793589700616189,1.0
성창인터패션,3.8,816.0,1.0,2.5,1.7,1.0,2.5,1.7
신영프레시젼,3.53,556.0,1.0,1.9,1.2,1.0,1.7,3.0
원일특강,3.55,769.1378357302078,1.1554214291924192,2.6,2.0,1.5,1.762795959951578,1.0
유니에스,3.6,668.0,1.2,2.2,1.3,1.9,1.5,1.6
케이씨,3.56,722.0,1.1,2.2,1.1,2.0,1.7,1.5
켐트로닉스,3.51,755.0,1.2,1.9,1.4,2.0,1.6,1.7
아비코테크,3.31,750.0,1.0,1.7,2.0,2.0,1.0,3.0
티에스피,3.51,707.0,1.1485629949526421,2.0,1.0,1.5153896440583143,1.7473990896192724,1.7568193556461427
파인디앤씨,3.45,640.0,1.5,2.1,1.6,1.5411684274333879,1.5,2.0
프라코,3.66,582.0,1.174282123351806,1.8,1.0,1.4509426856206296,4.0,1.8044379432326836
피씨디렉트,3.35,830.0,1.1211292579935344,2.3,1.0,1.0,1.0,3.0
하나로티앤에스,3.6,801.0,1.5,1.7,1.3,3.0,1.3,1.0
한국종합기술,3.81,758.0,2.0,3.4,1.2861818894172652,1.5,1.2,2.3
한농화성,3.59,680.0,1.5,2.6,1.2801133570574235,1.5,1.0,2.0
강산건설,3.49,750.0,1.1451337778327537,2.6,1.0,2.3,1.7,3.3
광림통상,3.54,820.0,1.0,2.1,1.4,1.3,1.3,2.0
대협철강,3.28,704.0,1.0,1.7,1.3,1.6142083136627638,1.6588670852085154,3.0
부산주공,3.71,787.3814573285663,1.0,1.7,1.5,1.0,1.8243834412808,1.0
삼창기업,3.44,738.0,1.0,2.2,1.5,1.5454648913292337,1.0,1.734597348105757
서울전선,3.49,715.0,1.0,2.3,2.0,1.5239825718500053,1.7397006544531197,1.750470210634604
세일철강,3.78,795.3630417778479,1.1948574260711369,2.6,1.0,2.0,1.8513279643623346,1.8425328133019163
세종기업,3.31,833.0,1.0,1.8,1.6,1.6013189219752268,2.7,1.693327905530755
아주베스틸,3.46,721.0,1.0,2.6,1.7,1.0,1.0,1.3
애드스테인리스,3.7,786.2412309786689,1.0,1.7,1.0,1.433756830037247,1.8205342236977238,1.8171362332557612
신비앤텍,3.48,700.0,1.0,2.3,1.2,2.0,2.3,1.3
원영건업,3.6,774.8389674796948,1.1639944719921405,2.2,1.0,1.4767214689957033,1.7820420478669599,1.7853905081980672
제신약품,3.01,580.0,1.0,3.0,1.2641144990178408,1.7302128388505962,1.5549382104654532,1.5980907303576732
니프코코리아,3.68,729.0,1.1,2.0,1.4,2.0,2.0,1.7
동화엔텍,3.67,728.0,1.0,2.3,1.8,1.0,1.0,1.7
우성엠엔피,3.44,756.5953458813364,1.0,1.9,1.2759757213575313,1.5454648913292337,1.0,1.0
평화드림,3.43,672.0,1.1348461264730885,1.8,1.3,1.0,2.0,2.0
천경해운,3.68,873.0,1.1777113404716943,1.9,1.0,1.4423497578289382,1.812835788531571,1.8107870882442225
초석건설산업,3.34,765.0,1.11941464943359,3.3,1.6,1.58842953028769,1.6819623907069738,2.0
코스맥스비티아이,3.7,835.0,1.0,2.0,1.2,1.3,2.0,3.1
폴라리스쉬핑,3.53,600.0,1.0,2.0,1.0,1.506796716266623,1.755097524785425,1.7631685006576814
한국다이요잉크,3.57,777.0,1.5,2.8,1.4,2.0,1.0,1.0
니덱모빌리티코리아,3.42,736.0,1.0,2.5,1.0,3.0,2.5,1.2
한국주철관공업,3.5,595.0,1.7,2.2,1.0,1.0,2.0,2.0
유진로지스틱스,3.7,597.0,2.0,2.3,1.5,1.7,3.0,2.0
한맥중공업,3.55,816.0,1.0,2.2,1.3,1.4982037884749317,2.0,1.7695176456692203
한일튜브,3.29,805.0,1.0,2.0,1.0,1.0,2.0,1.5
국동,3.61,832.0,1.2,1.7,1.4,1.4724250050998577,2.0,3.0
다이아벨,3.51,710.0,1.0,2.3,1.6,4.0,1.0,1.0
동방아그로,3.56,850.0,2.0,3.3,1.0,1.493907324579086,2.0,1.6
동성화학,3.31,770.0,2.0,1.8,4.0,1.0,1.6704147379577448,1.0
보미건설,3.54,679.0,1.0,2.4,1.4,1.5,1.8,1.0
삼송,3.62,717.0,1.0,2.9,1.0,1.0,1.0,1.0
성일홀딩스,3.47,669.0,1.0,2.1,1.8,1.5325754996416967,2.0,1.5
세대에너텍,3.59,710.0,1.3,2.2,1.2,1.0,1.0,1.7
수성엔지니어링,3.77,751.0,1.2,2.1,1.1,1.4036815827663276,1.5,1.0
에스폴리텍,3.59,835.0,1.1622798634321962,2.1,1.0,1.4810179328915491,2.0,1.0
한국코퍼레이션,3.55,773.0,1.2,2.1,1.2,1.4,1.4,1.4
원방테크,3.81,600.0,1.2000012517509697,1.6,1.0,2.0,1.862875617111564,2.0
코맥스,3.59,825.0,2.0,2.7,1.0,1.2,1.0,1.6
피제이전자,3.49,669.0,1.0,2.4,1.0,2.0,1.5,1.0
한국백신,3.56,754.0,1.5,1.9,1.0,1.493907324579086,1.7666451775346543,1.0
한유,3.57,870.0,1.1588506463123078,1.5,1.3,2.0,1.7704943951177305,2.0
한텍,3.46,750.0,1.1399899521529209,1.5,2.0,1.5368719635375423,1.7281530017038904,1.7409464931172958
제이앤티씨,3.46,640.0,1.5,1.8,1.0,1.0,1.0,1.0
경동제약,3.45,780.0,1.0,2.2,1.1,2.2,1.0,1.7
국제약품,3.63,746.0,1.169138297671973,2.2,1.3,1.0,1.0,1.5
기주산업,3.56,770.2780620801052,1.1571360377523634,2.4,1.0,1.493907324579086,1.7666451775346543,1.0
캐스코드,3.47,698.0,1.3,2.5,1.0,1.5325754996416967,1.7,1.7
대동기어,3.49,510.0,1.1451337778327537,1.8,1.0,1.5239825718500053,1.7397006544531197,1.750470210634604
동아화성,3.66,458.0,1.0,1.9,1.1,1.0,1.5,1.7
드림라인,3.67,863.0,1.1759967319117504,2.3,1.0,1.446646221724784,1.8089865709484945,1.807612515738453
삼능건설,3.5,763.4367039807207,1.1468483863926981,2.6,1.0,1.5196861079541597,1.743549872036196,1.7536447831403734
성지산업,3.48,748.0,1.0,2.4,1.4,2.5,1.7,1.8
성호전자,3.44,756.5953458813364,1.0,1.9,1.2759757213575313,1.5454648913292337,1.0,1.734597348105757
성화산업,3.71,841.0,1.0,2.0,1.4,1.0,2.0,1.3
신안건설산업,3.44,730.0,1.0,2.3,1.0,1.5454648913292337,1.7204545665377378,1.734597348105757
신한종합건설,3.43,705.0,1.0,2.0,1.0,2.0,1.7166053489546613,1.0
아남전자,3.49,817.0,1.0,2.5,1.5,1.5239825718500053,1.3,1.3
AJ 네트웍스,3.55,802.0,1.0,2.4,1.1,1.4,2.3,2.3
한탑,3.51,690.0,1.1485629949526421,2.1,1.0,1.0,1.7473990896192724,2.0
오제이씨,3.61,793.0,1.0,2.1,1.5,3.0,1.785891265450036,1.3
재영솔루텍,3.54,683.0,1.2,1.9,1.3,2.6,2.1,1.5
제이엔케이히터,3.44,875.0,1.1365607350330325,1.5,1.0,1.5454648913292337,3.5,1.7
중앙개발,3.38,515.0,1.1262730836733672,1.6,1.2743206670775744,1.5712436747043075,1.6973592610392794,1.7155499130711407
엘컴텍,3.53,789.0,1.4,1.7,1.2,1.7,1.0,1.6
한일단조공업,3.23,790.0,1.1005539552742034,2.2,1.2701830313776825,1.635690633141992,1.0,1.6679313254845998
해원엠에스씨,3.6,783.0,1.0,2.5,1.6,1.4767214689957033,4.0,4.0
해창개발,3.52,700.0,1.5,2.2,1.7,1.5110931801624685,1.7512483072023488,1.0
대현에스티,3.59,772.0,1.3,2.3,1.4,2.0,2.0,1.7
덴티움,3.45,763.0,1.1,2.3,1.3,1.3,2.9,1.4
딘텍,3.4,752.0344404817467,1.1297023007932556,3.4,1.2748723518375602,1.0,1.0,1.7218990580826794
마이스코,3.58,693.0,1.0,2.1,1.0,1.4853143967873947,1.7743436127008072,1.7790413631865285
모린스,3.62,725.0,1.0,1.7,1.2,1.7,2.5,2.0
미도,3.73,586.0,1.5,2.6,1.0,1.4208674383497102,1.8320818764469529,1.8266599507730694
삼보기술단,3.68,722.0,1.0,1.8,1.1,1.4423497578289382,1.0,2.0
삼홍사,3.32,638.0,1.5,1.8,1.0,1.5970224580793813,1.6742639555408212,1.6965024780365243
시공테크,3.79,761.0,1.2,2.0,1.2,2.0,1.9,2.5
신우,3.46,730.0,2.0,1.8,1.2,1.5368719635375423,3.0,1.7409464931172958
신일정밀,3.57,778.0,1.1588506463123078,1.4,1.279561672297438,1.4896108606832403,1.0,1.775866790680759
지스마트글로벌,3.79,760.0,2.0,1.6,1.0,1.0,1.7,1.5
에스코넥,3.45,823.0,1.5,2.0,1.0,1.5411684274333879,1.3,2.0
에스티아이,3.54,686.0,1.3,1.8,1.6,1.5025002523707771,1.2,1.0
케이씨이노베이션,3.4,645.0,1.0,1.9,2.0,1.5626507469126163,4.0,1.7218990580826794
서연탑메탈,3.69,762.0,1.7,2.2,2.0,1.0,1.8166850061146473,1.0
테스,3.82,545.0,1.201715860310914,1.4,1.2864577317972579,1.3821992632870994,1.8667248346946401,1.8552311033249937
티에스이,3.56,740.0,1.0,2.1,1.4,3.0,2.0,1.0
하이텍팜,3.74,490.0,1.0,1.5,1.2842509927573156,1.4165709744538644,1.8359310940300293,1.8298345232788389
트래닛,3.39,750.8942141318494,1.0,2.3,1.2745965094575673,1.5669472108084617,1.7012084786223558,1.7187244855769102
나노캠텍,3.53,785.0,1.0,1.9,1.3,1.7,3.7,2.2
명성공업,3.7,786.2412309786689,1.181140557591583,1.8,1.0,1.433756830037247,1.8205342236977238,1.8171362332557612
선보공업,3.56,708.0,1.0,1.7,2.2,1.0,1.5,1.0
성우전자,3.48,603.0,1.1434191692728095,1.8,1.0,1.528279035745851,1.7358514368700433,1.7472956381288345
세안이엔씨,3.37,610.0,1.0,2.0,2.0,1.5,1.2,1.7123753405653714
신한벽지,3.5,730.0,2.0,2.0,1.4,1.0,2.0,1.6
우림해운,3.56,905.0,1.1571360377523634,2.1,1.279285829917445,1.493907324579086,1.7666451775346543,1.7726922181749898
정우금속공업,3.58,908.0,1.0,2.2,1.0,1.5,1.0,1.1
성주음향,3.31,695.0,1.7,1.8,1.5,4.0,3.5,3.0
크린팩토메이션,3.4,642.0,1.1,2.1,1.2,1.7,1.5,1.6
TechWing,3.68,724.0,1.0,1.8,1.1,1.4423497578289382,1.3,2.0
거청,3.26,693.0,1.105697780954036,1.3,1.2710105585176608,1.6228012414544553,1.0,1.0
동우이앤씨건축사사무소,3.51,675.0,1.0,3.1,1.3,1.5153896440583143,2.0,1.0
디지털스트림테크놀로지,3.81,740.0,1.2000012517509697,2.9,1.0,1.386495727182945,1.862875617111564,1.5
범천정밀,3.63,830.0,1.3,1.9,1.5,1.4638320773081666,1.793589700616189,1.7949142257153754
새로닉스,3.56,763.0,1.1571360377523634,2.0,2.0,2.0,1.0,1.0
스마트에이스,3.62,735.0,1.0,1.8,1.2,1.0,1.0,1.3
원봉,3.48,790.0,1.0,2.1,1.0,2.0,2.8,1.0
모다이노칩,3.48,597.0,1.3,1.9,1.3,1.5,1.5,1.1
케이에스피,3.78,795.3630417778479,2.0,2.2,1.2853543622772867,1.399385118870482,1.8513279643623346,1.8425328133019163
티와이밸브,3.55,658.0,1.0,1.8,2.0,1.7,1.0,1.0
미래SCI,3.56,838.0,1.0,2.2,1.0,1.493907324579086,2.0,1.0
피엠씨프러덕션,3.5,716.0,1.1,1.8,1.2,1.0,2.0,2.0
대아이앤씨,3.5,695.0,1.0,2.2,1.2,1.0,1.0,2.4
삼영이엔씨,3.45,686.0,1.0,2.2,1.3,1.0,1.7243037841208142,1.8
수산인더스트리,3.42,680.0,1.3,2.6,1.0,3.0,1.5,1.0
씨월드고속훼리,3.44,485.0,1.1365607350330325,3.3,1.0,1.5454648913292337,1.7204545665377378,1.734597348105757
엘아이에스,3.55,965.0,1.1554214291924192,1.5,1.0,1.0,1.0,1.3
영일제약,3.59,650.0,1.1622798634321962,1.9,1.0,2.7,1.7781928302838834,2.0
유원산업,3.62,755.0,1.0,2.1,1.2809408841974017,1.4681285412040121,1.7897404830331127,1.7917396532096062
케이에스티이,3.46,860.0,1.1399899521529209,2.3,2.3,1.7,1.7281530017038904,2.7
코웰패션,3.4,730.0,1.0,1.6,2.0,1.5626507469126163,1.7050576962054322,1.0
한국프라마스,3.19,710.0,1.0936955210344264,2.4,1.0,1.0,1.5,1.0
헬러코리아,3.2,675.0,1.0954101295943706,1.7,1.4,1.0,1.0,1.6584076079672918
재단법인 경기콘텐츠진흥원,3.74,766.0,1.0,1.9,1.3,1.0,1.0,2.1
(재)경기테크노파크,4.12,880.0,2.0,2.8,1.3,1.25330534641173,1.0,3.0
경동엔지니어링,3.6,787.0,2.0,2.1,1.0,1.5,2.0,1.3
라인건설,3.6,895.0,1.1639944719921405,1.6,3.0,1.4767214689957033,4.5,1.5
넥스트아이,3.61,775.9791938295922,1.1657090805520847,2.3,1.280665041817409,2.0,1.785891265450036,1.0
뉴로스,3.73,716.0,1.0,2.9,1.7,1.0,2.5,1.7
딜리,3.52,863.0,1.1502776035125866,2.7,2.0,2.0,1.0,2.4
브리지텍,3.62,696.0,2.0,2.8,1.5,1.0,1.5,1.7
서울제약,3.49,615.0,1.0,1.9,1.4,1.0,2.0,1.0
신라정밀,3.52,800.0,1.1502776035125866,1.7,1.0,1.5110931801624685,2.0,1.5
엑스골프,3.75,893.0,1.189713600391304,1.9,1.0,1.4122745105580188,1.0,1.8330090957846081
에스피컴텍,3.45,757.7355722312338,1.1382753435929769,2.4,3.0,1.0,1.0,2.0
우리엔터프라이즈,3.83,718.0,2.0,1.7,1.3,2.0,5.0,2.2
웅남,3.6,735.0,1.1639944719921405,2.4,1.6,2.0,2.0,1.7853905081980672
이수엑사보드,3.55,769.0,1.1554214291924192,2.4,1.0,1.4982037884749317,3.0,1.5
이스타코,3.73,768.0,1.0,2.7,1.3,1.4208674383497102,1.8320818764469529,1.0
코람코자산신탁,3.41,753.1746668316441,1.0,1.8,1.0,1.0,1.7089069137885087,1.7250736305884489
티이씨앤코,3.51,771.0,1.0,2.3,1.3,2.3,1.0,1.8
한택,3.49,840.0,1.0,2.1,1.0,1.5239825718500053,3.0,1.750470210634604
서호전기,3.76,600.0,1.1914282089512485,2.3,1.0,2.0,1.843629529196182,1.0
툴코리아,3.6,760.0,1.0,2.0,1.4,1.0,2.0,2.0
신원종합개발,3.47,760.0160249310286,1.1417045607128653,3.5,1.2768032484975098,1.5325754996416967,1.0,1.7441210656230652
한국에너지공단,3.65,789.0,1.3,2.4,1.6,2.0,2.3,1.7
에이엠텔레콤,3.57,688.0,1.0,2.2,2.5,1.4896108606832403,1.7,2.0
오리엔텍,3.52,603.0,1.0,2.0,1.7,1.0,2.5,1.0
오릭스캐피탈코리아,3.59,778.0,1.1622798634321962,2.1,1.5,1.0,4.0,2.7
유성정밀,3.42,634.0,1.0,2.0,1.7,1.5540578191209249,1.7127561313715849,1.7282482030942181
화승공조,3.68,783.960778278874,1.1777113404716943,2.3,2.0,1.4423497578289382,1.812835788531571,1.8107870882442225
태창기업,3.59,520.0,1.1622798634321962,2.3,1.2801133570574235,1.4810179328915491,1.7781928302838834,1.7822159356922977
한국성전,3.52,668.0,1.0,2.3,1.5,1.0,1.0,1.0
삼성바이오에피스,3.66,820.0,2.0,2.2,1.3,1.0,3.4,7.7
SIMPAC,3.71,826.0,1.5,2.3,1.3,1.6,2.3,2.1
넥스토릭,3.74,818.0,1.7,1.8,1.0,2.0,1.6,1.5
(사)손해보험협회,3.61,798.0,1.0,1.9,1.0,1.4724250050998577,1.785891265450036,3.0
YG엔터테인먼트,3.59,892.0,1.0,1.8,1.2,2.4,1.3,2.0
국민건강보험공단일산병원,3.89,826.0,1.2137181202305236,2.7,1.1,1.1,1.0,1.9
테스콤,3.24,930.0,1.1022685638341476,2.0,1.2704588737576752,1.6313941692461462,1.0,1.0
골프존뉴딘홀딩스,3.62,724.0,1.2,2.4,1.0,1.0,1.0,2.0
서울메트로,3.58,794.0,1.2,2.2,1.2,1.4,1.5,2.1
신세계까사,3.62,746.0,1.2,1.8,1.3,1.2,1.9,1.9
메이필드,3.44,785.0,1.0,2.6,1.0,1.5454648913292337,1.7204545665377378,1.734597348105757
한라스택폴,3.7,694.0,1.0,2.2,1.0,1.8,1.8205342236977238,1.8171362332557612
현대하이라이프손해사정,3.6,776.0,1.0,2.6,1.3,1.5,1.3,1.4
귀뚜라미,3.52,782.0,2.0,2.1,2.0,1.5,2.2,3.0
명인제약,3.68,817.0,1.0,2.2,1.5,1.0,1.0,1.3
서울올림픽기념국민체육진흥공단,3.67,835.0,1.0,2.6,1.5,1.0,2.5,1.807612515738453
경기주택도시공사,3.59,778.0,1.2,2.2,1.3,1.5,3.3,2.6
화승네트웍스,3.69,877.0,1.0,2.6,1.3,1.0,3.0,2.5
도이치증권,3.75,883.0,1.8,2.1,1.0,2.0,1.0,1.5
엔엑스씨,3.65,842.0,1.1,2.0,1.3,1.4,1.6,1.9
시노펙스,3.55,780.0,1.0,2.0,1.4,1.0,1.7,2.3
넥상스코리아,3.35,827.0,1.0,2.7,1.4,1.5841330663918443,1.6858116082900503,1.7060261955538325
하이호경금속,3.61,763.0,1.1657090805520847,3.2,1.3,1.4724250050998577,1.5,5.0
한국에스엠씨공압,3.52,765.0,1.3,1.7,1.3,1.5,1.5,2.3
클라크,3.45,790.0,1.0,2.0,1.2,1.0,1.5,1.8
화승소재,3.56,965.0,1.0,1.6,1.0,1.0,1.0,1.0
토비스,3.62,777.0,1.4,2.0,1.3,1.0,1.0,2.0
씨티알모빌리티,3.8,805.0,1.0,1.6,1.5,1.0,1.8590263995284875,1.0
김포도시공사,3.66,870.0,1.0,2.5,1.282044253717373,3.0,1.5,1.8044379432326836
대구도시공사,3.52,796.0,1.1502776035125866,2.6,1.2781824603974739,1.5110931801624685,1.3,2.0
덴소코리아,3.57,778.0,1.4,2.5,1.5,1.0,2.1,2.2
세보엠이씨,3.48,723.0,1.0,1.9,1.4,1.528279035745851,1.0,1.4
공신테크노소닉,3.44,809.0,1.3,2.1,1.6,1.5,2.0,2.0
화천기계,3.72,710.0,1.0,2.6,1.0,1.0,1.0,1.8
파나소닉디바이스세일즈코리아,3.63,789.0,1.4,2.1,1.4,2.3,1.5,1.0
에어리퀴드코리아,3.69,847.0,1.0,2.6,1.3,1.4380532939330928,1.0,1.0
두산메카텍,3.71,738.0,1.0,3.1,1.6,1.4294603661414014,1.8243834412808,1.0
동양메이저,3.82,799.9239471774376,1.0,1.5,1.0,1.3821992632870994,1.8667248346946401,1.8552311033249937
삼양홀딩스,3.69,858.0,1.1,2.0,1.4,1.1,1.7,2.2
썬스타,3.49,817.0,1.3,2.0,1.2,1.0,3.0,2.0
에이치디엑스,3.48,703.0,1.1434191692728095,2.3,1.7,1.8,3.0,2.3
인크로스,3.63,763.0,1.5,2.0,1.3,1.5,2.2,1.9
론드,3.33,780.0,1.117700040873646,1.6,1.0,1.5927259941835357,4.0,1.6996770505422938
동국시스템즈,3.41,668.0,1.1314169093531998,1.9,1.5,1.5583542830167705,1.0,2.5
앰배서더즈,3.64,823.0,1.0,2.6,1.4,1.5,1.3,2.0
앰배스텔,3.5,785.0,1.0,1.8,1.5,1.0,1.0,1.7536447831403734
이마트에브리데이,3.5,765.0,1.0,2.2,1.2,1.8,1.3,1.9
코베아,3.55,675.0,1.0,2.4,1.3,1.5,1.8,2.3
페르노리카코리아임페리얼,3.73,830.0,1.1862843832714156,2.5,1.2,1.0,3.0,1.0
한맥기술,3.64,685.0,1.0,1.9,1.0,1.7,1.0,2.3
한국생산성본부,3.74,827.0,1.2,2.4,1.3,1.5,1.9,1.9
건일제약,3.5,701.0,1.0,2.6,1.7,1.5196861079541597,1.7,3.0
건국대학교건국유업건국햄,3.89,768.0,1.2,2.2,1.4,1.4,2.0,2.1
그린조이,3.76,695.0,1.1914282089512485,2.7,1.0,2.0,1.3,2.0
근로복지공단,3.7,793.0,1.1,2.4,1.2,1.5,1.4,2.2
애경화학,3.71,758.0,1.0,2.8,1.0,1.0,2.0,1.2
국순당,3.52,741.0,1.0,2.2,1.2,1.6,1.7,2.2
(재)한국과학창의재단,3.81,831.0,1.0,2.3,1.4,1.4,1.3,2.5
서울대학교,3.72,904.0,1.0,2.2,1.7,1.5,3.0,2.8
알피스페이스,3.73,730.0,1.1862843832714156,2.0,1.0,1.3,2.0,2.7
지디,3.52,765.7171566805156,1.1502776035125866,1.9,1.5,1.0,1.0,1.0
국민일보,3.44,789.0,1.2,2.1,1.2,1.0,1.0,1.8
한국원자력안전기술원,3.59,747.0,1.0,2.5,1.6,1.0,1.8,2.3
부산문화방송,3.77,763.0,1.0,1.9,1.4,1.0,1.5,2.0
한국마사회,3.55,745.0,1.2,2.0,1.2,1.3,2.2,1.7
머니투데이,3.55,803.0,1.2,2.2,1.4,1.3,1.4,1.6
단국대학교,3.9,716.0,1.4,2.0,1.2,1.8,2.0,1.9
경기관광공사,3.64,798.0,1.5,1.8,1.3,1.3,1.0,2.7
(학)영광학원,3.73,726.0,1.2,1.9,1.1,1.7,2.3,1.8
(학)포항공과대학교,3.82,812.0,1.1,2.4,1.5,1.1,2.0,2.3
춘천문화방송,3.54,750.0,1.0,2.8,1.2787341451574594,1.5025002523707771,1.7589467423685015,1.7663430731634508
티에이케이정보시스템,3.37,756.0,1.0,2.3,1.0,1.575540138600153,1.6935100434562032,1.0
웰크론,3.54,800.0,1.0,2.4,1.2,2.0,1.6,1.9
알보젠코리아,3.69,838.0,1.0,2.7,2.2,1.0,2.0,3.5
팔도,3.57,803.0,1.0,2.2,1.8,1.0,2.0,1.0
한국산업단지공단,3.7,814.0,2.0,2.4,1.2,1.0,1.8,2.2
디지털다임,3.65,796.0,1.2,2.0,1.1,1.6,1.9,2.4
한국산업안전보건공단,3.68,716.0,1.0,2.4,1.2,1.1,1.5,2.2
세화아이엠씨,3.7,783.0,1.2,2.5,1.2,1.6,1.5,1.8
삼화왕관,3.69,816.0,1.1794259490316388,2.2,1.0,1.0,1.0,1.0
인성,3.65,748.0,1.0,2.7,1.0,1.3,1.0,3.0
실크로드시앤티,3.49,824.0,1.0,2.0,1.0,1.0,2.0,2.0
텐바이텐,3.72,825.0,1.0,2.4,1.0,1.7,2.4,1.9
