회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜아데코코리아,[삼성역/외국계 비디오 플랫폼] 임원 비서 / Executive Assistant 채용,경력3년↑,대졸↑,서울 강남구 외,"임원비서, 모바일App",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335839?Oem_Code=C1&logpath=1&stext=&listno=112448
코어시비티㈜,용산 미군기지 업무관련 품질관리자(QCM) 모집,경력2년↑,학력무관,서울 용산구 외,아웃소싱,~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335821?Oem_Code=C1&logpath=1&stext=&listno=112449
㈜제니엘,[입사축하금100만/경력수당180만] 초보도 가능한 단순상담,경력무관,학력무관,부산 연제구,"해피콜, 금융상담, 콜센터, 민원상담, 단순안내",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335820?Oem_Code=C1&logpath=1&stext=&listno=112450
㈜코드스테이츠,교육후불제 오퍼레이션 매니저 채용(계약직),경력1년↑,학력무관,서울 강남구,"고객관리, 인터넷교육, 고객문의분석, 데이터분석, 분석모델링",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335780?Oem_Code=C1&logpath=1&stext=&listno=112451
코어시비티㈜,용산 미군기지 업무관련 계약관리자(Contract Manager) 모집,경력2년↑,학력무관,서울 용산구 외,"아웃소싱, 파견관리",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335695?Oem_Code=C1&logpath=1&stext=&listno=112452
㈜파라다이스큐,화장품 단순포장 아르바이트(백석공단),신입,학력무관,충남 천안시,"생활용품, 소비재",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335669?Oem_Code=C1&logpath=1&stext=&listno=112453
㈜케이,화장품 단순포장 아르바이트(백석공단),신입,학력무관,충남 천안시,화장품,~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335647?Oem_Code=C1&logpath=1&stext=&listno=112454
아트엠㈜,(전국) 프리랜서 디자이너 (마트전단 경력자 / 재택근무),경력무관,학력무관,인천 남동구 외,전단지디자인,~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335622?Oem_Code=C1&logpath=1&stext=&listno=112455
템프인㈜,[차고지-강남/연6000만/소속전환] 유명기업 수행기사,경력3년↑,고졸↑,서울 강남구,"수행기사, 헤드헌팅, 수행비서, 운전기사",~01/14(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43335592?Oem_Code=C1&logpath=1&stext=&listno=112456
㈜아데코코리아,[여의도/외국계소프트웨어] General Affairs 채용,경력1년↑,초대졸↑,서울 영등포구,"복리후생, 비품관리, 솔루션, 행정, 문서작성",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43332781?Oem_Code=C1&logpath=1&stext=&listno=112457
㈜엔스,"[성남 분당/JAVA] OO기관 프로젝트 분석, 설계, 개발",경력,초대졸↑,경기 성남시,"시스템분석, SI, SI개발, 시스템설계",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335501?Oem_Code=C1&logpath=1&stext=&listno=112458
키즈스피치마루지학원,스피치 마루지 김포아라센터(검단신도시)에서 선생님을 모십니다.,경력무관,대졸↑,인천 서구,"교사, 보습학원, 일반학원, 한국어",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335448?Oem_Code=C1&logpath=1&stext=&listno=112459
인트로맨㈜,[공공기관] 대한상공회의소 무역사무직 채용,신입·경력,학력무관,서울 중구 외,"무역, 수출입계약, 수출입관리, 수출입계약, 통관",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335350?Oem_Code=C1&logpath=1&stext=&listno=112460
데일리뉴스,데일리뉴스에서 간단사무업무와 TM을 모집합니다,경력무관,학력무관,서울 영등포구,"언론사, 잡지사, 사무, 신문사, 텔레마케팅",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328168?Oem_Code=C1&logpath=1&stext=&listno=112861
모두의잡,1차 단순 동의콜 스케줄접수 전국가능/재택자율근무/업무시간 자유롭게/영업X/환수X,경력무관,학력무관,경기 김포시,"콜센터, 해피콜, 텔레마케팅, 아웃소싱",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43328149?Oem_Code=C1&logpath=1&stext=&listno=112862
애드민,롯데캐피탈(인센有/정착지원금) 인바운드 직원채용,경력,학력무관,서울 강남구 외,"채권추심, 여신, 캐피탈, 저축은행, 채권",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43328096?Oem_Code=C1&logpath=1&stext=&listno=112863
엠큐네트웍스㈜,[엠큐그룹]듀라셀 영업담당 경력직 채용,경력5년↑,대졸↑,서울 강남구,"마트, 유통영업, 유통, 물류, 백화점",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43326618?Oem_Code=C1&logpath=1&stext=&listno=112864
엠큐네트웍스㈜,엠큐로지스틱스(주) 내촌센터 현장직 모집,경력무관,고졸↑,경기 이천시,"마트, 상품입출고, 창고관리, 재고관리, 물류센터",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43326423?Oem_Code=C1&logpath=1&stext=&listno=112865
㈜이슈광주전남,이슈 광주전남에서 보조 아르바이트 구합니다,경력무관,학력무관,전남 화순군,"문서관리, 신문배포, 납품기사",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327940?Oem_Code=C1&logpath=1&stext=&listno=112866
행복드림서비스,(주)동구바이오제약 의약품 포장 업무,경력무관,고졸↑,경기 화성시 외,"조립, 청소·미화, 경비, 시설관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327843?Oem_Code=C1&logpath=1&stext=&listno=112867
제이디컨설팅㈜,[압구정/정규직전환]-글로벌교육기업 기업체CS담당자 채용,경력무관,학력무관,서울 강남구 외,"서치펌, 헤드헌팅",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327663?Oem_Code=C1&logpath=1&stext=&listno=112868
㈜에스씨에이아카데미노원,"SBS아카데미 노원 교육부 웹학과(퍼블리셔, 웹포폴) 평일 저녁반 강사 모집",경력무관,학력무관,서울 노원구,"SVG, 학원강사, 자격증·기술, IT학원",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327652?Oem_Code=C1&logpath=1&stext=&listno=112869
와이키즈부천중동학원,"[부천] 와이키즈 부천중동센터 과학, 수학교사 정규직) 과학강사, 수학강사",경력무관,초대졸↑,경기 부천시 외,"입시학원, 학원강사, 입시학원, 보습학원, 파트강사",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327621?Oem_Code=C1&logpath=1&stext=&listno=112870
㈜다산소프트,농협 자금관리 개발 프로젝트,경력5년↑,초대졸↑,경기 의왕시,SI,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327457?Oem_Code=C1&logpath=1&stext=&listno=112871
㈜유안에이치알,[을지로/본사/대기업] SK텔레콤 임원비서 모집 (상여금/특별휴가/통신비/구내식당/카페테리아),경력무관,학력무관,서울 중구 외,"임원비서, IDC, VoIP, 더존, 행정",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327451?Oem_Code=C1&logpath=1&stext=&listno=112872
템프인㈜,[강남/월233-283만/신입가능/정규전환] 유명기업 영업지원 채용,경력무관,초대졸↑,서울 강남구,헤드헌팅,~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327446?Oem_Code=C1&logpath=1&stext=&listno=112873
㈜권민,영어회화 강사 채용,경력1년↑,대졸↑,충남 천안시,"어학원, 영어학원, 영어",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327430?Oem_Code=C1&logpath=1&stext=&listno=112874
힘찬부동산공인중개사사무소,자리좋고 일하기 편한 부동산에서 가족을 구합니다(상가),경력무관,학력무관,부산 수영구 외,"상가, 임대컨설팅, 부동산중개, 부동산컨설팅, 부동산컨설팅",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43327395?Oem_Code=C1&logpath=1&stext=&listno=112875
템프인㈜,[영등포/월236-245만/신입ㅇ/정규전환] 유명기업 영업지원 채용,신입,고졸↑,서울 영등포구,헤드헌팅,~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327378?Oem_Code=C1&logpath=1&stext=&listno=112876
메가 미래라이프,DB영업 전문조직 보험설계사 모집합니다.,경력무관,학력무관,대구 중구 외,"보험사고, 자동차보험, 보험상담, 생명보험, 보험영업",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43327365?Oem_Code=C1&logpath=1&stext=&listno=112877
㈜유앤미시스템,[LG스포츠][송파/유연근무제]사무지원 담당자 채용,경력,초대졸↑,서울 송파구 외,"행정, 비품관리, 행정, 문서작성, 수행비서",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43327308?Oem_Code=C1&logpath=1&stext=&listno=112878
티엘씨글로벌,[2023년 독점거래은행] 영업상품교육 및 영업관리자 모집,신입·경력,학력무관,서울 종로구 외,"거래처관리, 법인고객영업, 영업기획, 행정, 영업전략",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325467?Oem_Code=C1&logpath=1&stext=&listno=112879
㈜센추리21코리아,(주)센추리21부동산중개법인 소속 공인중개사 모집,경력무관,학력무관,서울 강남구 외,부동산영업,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327228?Oem_Code=C1&logpath=1&stext=&listno=112880
드림로지스㈜,1톤직영기사님 모집합니다,경력무관,학력무관,경기 평택시 외,"물류센터, 물류관리, 운전기사, 화물차운전, 물류",~01/12(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43309917?Oem_Code=C1&logpath=1&stext=&listno=113281
㈜이노스트,[세종시] 공공교육행정 운영 DBA  모집(24년1월 투입 장기근무),경력6년↑,학력무관,세종 전지역 외,"SM, 데이터관리, SI, 모델링, 데이터마이닝",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43310467?Oem_Code=C1&logpath=1&stext=&listno=113282
아이비에스인더스트리,[조리사/주방장] 파라다이스 부산 카지노 주방 조리사 채용,경력무관,학력무관,부산 해운대구,"카지노, 시설관리",~01/12(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43314079?Oem_Code=C1&logpath=1&stext=&listno=113283
㈜써포트라인,"공장 경비업무(군산 오식도동 , 출퇴근가능자)",경력무관,고졸↑,전북 군산시,"순찰, 생활용품, 보안, 소비재, 경비",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43312064?Oem_Code=C1&logpath=1&stext=&listno=113284
프리죤,[Maison21G] 조제관리사 및 판매사원 채용,경력무관,학력무관,서울 송파구 외,"화장품판매, 보안, 고객관리, 국내영업",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43319066?Oem_Code=C1&logpath=1&stext=&listno=113285
㈜에스텍세이프,"[연3,216만 이상/우송대학교] 보안 출동 요원 모집",신입·경력,학력무관,대전 동구 외,"순찰, 보안, 경비, 경비",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43310303?Oem_Code=C1&logpath=1&stext=&listno=113286
㈜아이비에스인더스트리,와이즈타워 전기3교대 근무자 구인,경력,학력무관,서울 중구,"매장·시설감시, 시설점검, 전기설비, 보안, 경비",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43318816?Oem_Code=C1&logpath=1&stext=&listno=113287
하이피플,효성ITX(쿠쿠전자)일반/렌탈/AS상담/문자지원,경력무관,학력무관,서울 강서구 외,"기술상담, 단순안내, 전화상담",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43318859?Oem_Code=C1&logpath=1&stext=&listno=113288
피엠에스인포,경매/공매 고객상담 신입/경력 직원을 모집합니다.,경력무관,고졸↑,서울 강서구,"해피콜, 분양, 전화상담, 상담, 고객지원",~01/12(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43307913?Oem_Code=C1&logpath=1&stext=&listno=113289
옐론서치,급여말해뭐해/부산 롯데카드대표번호업무/칼퇴당연/전화면접안비밀/정착지원금 100만실화야,경력무관,고졸↑,부산 연제구 외,"전산입력, 사이트관리, 행정, 문서관리, 캐피탈",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43313011?Oem_Code=C1&logpath=1&stext=&listno=113290
한길취업정보,"빌딩경비2명225만식사제공 논현역 사옥/빌딩경비3명256만 격일, 잠원역 사옥",경력무관,학력무관,서울 서초구 외,"경비, 보안, 시설관리, 공동주택관리, 경비",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43311677?Oem_Code=C1&logpath=1&stext=&listno=113291
한길취업정보,"기전기사 295만 격일제,기관실장340만 주5일 ,9시교대, 압구정역, 도보10분, 아파트",경력무관,학력무관,서울 강남구 외,"가스점검, 공조냉동, 소방·방재, 시설점검, 공동주택관리",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43319172?Oem_Code=C1&logpath=1&stext=&listno=113292
㈜비엠코리아,[인덕원] 영업 및 관리직 채용 경력무관,경력무관,고졸↑,경기 안양시,"채용대행, 거래처관리, 가맹점관리, 대리점관리, 인재관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43320065?Oem_Code=C1&logpath=1&stext=&listno=113293
프랭크버거 고덕비즈밸리점,프랭크버거 고덕비즈밸리점 창립멤버 모집,경력무관,학력무관,서울 강동구,"양식, 양식, 양식",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43320061?Oem_Code=C1&logpath=1&stext=&listno=113294
디비손해보험 주식회사,[주3일/4시간근무] 기존고객 보상처리업무 교육비지급/ 투잡가능,경력무관,학력무관,경기 용인시 외,"해피콜, 금융상담, 보험영업, 단순안내, 전화상담",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43320051?Oem_Code=C1&logpath=1&stext=&listno=113295
㈜스타에이치알,(신입가능/나이스그룹사/여의도본사)사무보조 업무/칼퇴근,신입·경력,학력무관,서울 영등포구 외,"인터넷게임, 전산입력, 사이트관리, 복리후생, 비품관리",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43317722?Oem_Code=C1&logpath=1&stext=&listno=113296
㈜넷세이프코리아,"전기차충전기 영업 직원 모집(서울,경기도)",경력무관,학력무관,경기 용인시 외,"네트워크보안, 장비영업, 국내영업",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43318430?Oem_Code=C1&logpath=1&stext=&listno=113297
제이앤비컨설팅,[정착지원금 100/교육비 추가지급] 광주 하나카드 정규직 상담사 모집,경력무관,학력무관,광주 서구 외,"하나카드, 광주 하나카드, 콜센터, 전화상담, 고객지원",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43313816?Oem_Code=C1&logpath=1&stext=&listno=113298
에이스휴먼파워㈜,[높은급여/유선상담만/신입환영] 현대카드 단기Collection 여의도 대규모 채용,경력무관,학력무관,서울 영등포구 외,"여신상담, 해피콜, 전화상담, 자산관리, 텔레마케팅",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43317496?Oem_Code=C1&logpath=1&stext=&listno=113299
㈜스카우트,"[스카우트에이치알 / 역삼역,선릉역] 잡매니저 (채용담당자) 모집",경력무관,학력무관,서울 강남구 외,"인재관리, 인재발굴, 파견관리",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43315322?Oem_Code=C1&logpath=1&stext=&listno=113300
샤이니 키즈(shiny kids)창의 놀이터,"[샤이니키즈]원데이 클래스 (쿠킹, 사이언스, 보드게임, 코딩) 선생님 모십니다.",경력무관,학력무관,대구 수성구,"놀이방, 유아교육, 유치원",~12/12(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43306724?Oem_Code=C1&logpath=1&stext=&listno=113701
AIA생명보험-본사,오전10시-오후4시[대구 반월당역]AIA생명 본사상담원모집/면접선물지급-신입/경력,신입·경력,학력무관,대구 중구 외,"금융상담, 보험사고, 자동차보험, 보험상담, 대출상담",~01/11(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43306635?Oem_Code=C1&logpath=1&stext=&listno=113702
AIA생명보험-본사,오전10시-오후5시[청주오픈]AIA생명 본사상담원모집/면접선물지급-신입/경력,신입·경력,학력무관,충북 청주시 외,"금융상담, 보험사고, 자동차보험, 보험상담, 대출상담",~01/11(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43306631?Oem_Code=C1&logpath=1&stext=&listno=113703
AIA생명보험-본사,오전10시-오후5시[대전 퍼미션센터]AIA생명 본사상담원모집/면접선물지급-신입/경력,신입·경력,학력무관,대전 서구 외,"금융상담, 보험사고, 자동차보험, 보험상담, 대출상담",~01/11(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43306625?Oem_Code=C1&logpath=1&stext=&listno=113704
AIA생명보험-본사,오전10시-오후4시[울산오픈]AIA생명 본사상담원모집/면접선물지급-신입/경력,신입·경력,학력무관,울산 남구 외,"금융상담, 보험사고, 자동차보험, 보험상담, 대출상담",~01/11(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43306618?Oem_Code=C1&logpath=1&stext=&listno=113705
㈜디블록,(주)디블록 2023년 하반기 경력직 모집(웹디자이너/광고디자이너/시각디자이너/현장관리직,신입·경력,학력무관,충북 청주시,"GUI, 실내건축, CI, 모바일디자인, 브랜드디자인",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43306308?Oem_Code=C1&logpath=1&stext=&listno=113706
지앤지자산관리㈜,전주 글로스터호텔 (OPEN) 파트별 직원 모집 안내,신입·경력,고졸↑,전북 전주시,"호텔 시설, 청소·미화, 공동주택관리, 호텔 관리, 보안",~01/10(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43305722?Oem_Code=C1&logpath=1&stext=&listno=113707
이상훈커피,"[진위]슬로 에서 샌드위치,브런치제조를 겸하는 제빵사 경력직 을 모집합니다",경력,학력무관,경기 평택시 외,"검사, 생산관리, LCD, 청주공단, 반도체",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305440?Oem_Code=C1&logpath=1&stext=&listno=113708
㈜대성,"청주 2조2교대,대기업협력 생산/품질 단순업무 대규모사원모집",경력무관,학력무관,충북 청주시 외,"A·S수리, 설치, 컴퓨터, AS, 유지보수",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43299147?Oem_Code=C1&logpath=1&stext=&listno=113709
컴퓨터수리,"[초보가능] 월350-500 경기도 화성시, 동탄 컴퓨터 수리기사님 모십니다.",경력무관,학력무관,경기 화성시 외,"청소·미화, 경비, 경비, 시설관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43306336?Oem_Code=C1&logpath=1&stext=&listno=113710
㈜코압섹,인천공항 AACT화물터미널 특수경비원 모집,신입·경력,고졸↑,인천 중구,"주차정산, 공동주택관리, 주차관리, 프런트, 발레파킹",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43306269?Oem_Code=C1&logpath=1&stext=&listno=113711
한길취업정보,"경비원5명256만 격일제, 화성 남양뉴타운 아파트( 안산 반월역 버스편리)",경력무관,학력무관,경기 화성시 외,"프랜차이즈, 한식, 한식, 한식, 서빙",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305957?Oem_Code=C1&logpath=1&stext=&listno=113712
조선갈비 실록 인천점,조선갈비실록 홀서버/주방보조/탕부/육부 급구모집,경력무관,학력무관,인천 미추홀구,건축,~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305688?Oem_Code=C1&logpath=1&stext=&listno=113713
㈜성심인력공사,건설인력사무소 건설일용 영업 및 관리 정규직 사원 모집합니다.,경력무관,학력무관,서울 용산구 외,"가스점검, 공조냉동, 시설점검, 전기점검, 시설관리",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305893?Oem_Code=C1&logpath=1&stext=&listno=113714
㈜비비에스퍼실리티,삼성역 인근 빌딩 시설팀장 모집,경력2년↑,학력무관,서울 강남구,"고객응대, 보안, 경비, 고객안내, 시설관리",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305769?Oem_Code=C1&logpath=1&stext=&listno=113715
㈜아이비에스인더스트리,"[강동역]강동ECT 타워 안내데스크 직원 모집(주5일근무,222만)",경력무관,고졸↑,서울 강동구,"A·S수리, 설치, 컴퓨터, AS, 유지보수",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43305538?Oem_Code=C1&logpath=1&stext=&listno=113716
컴퓨터수리,"월350-500 경기도 화성시, 동탄 컴퓨터 수리기사님 모십니다.",경력무관,학력무관,경기 화성시,"택배, 조립, 패턴사, 적재·하역, 설비",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43306330?Oem_Code=C1&logpath=1&stext=&listno=113717
코아티엠에스,[송파센터/장지역] GS리테일 물류센터 피킹업무 / 편의점 제품 출고준비 작업 / 중식제공 월230만,경력무관,고졸↑,서울 송파구 외,"4일근무2일휴무, 검사, 3조2교대, 생산관리, LCD",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43306242?Oem_Code=C1&logpath=1&stext=&listno=113718
㈜대성,"청주공단 3조2교대,LG디스플레이 생산/품질 단순업무 대규모사원모집",경력무관,학력무관,충북 청주시 외,"기능학원, 학원강사, 일반학원",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43299151?Oem_Code=C1&logpath=1&stext=&listno=113719
㈜피플인비즈,LG 계열사 N-ERP 프로젝트(SAP BW),경력10년↑,학력무관,서울 영등포구 외,"SI, BW 분석/설계",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298506?Oem_Code=C1&logpath=1&stext=&listno=114101
㈜메타엠,[메타엠] 콜센터 팀장/교육강사 채용,경력무관,고졸↑,서울 중구 외,"해피콜, 콜센터, 전화상담, 파트장, QA강사",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298504?Oem_Code=C1&logpath=1&stext=&listno=114102
㈜아데코코리아,[정규직/루이비통] 서울권 매장 Field Coach Trainer / 강사 채용 (12/4 입사),경력6년↑,학력무관,서울 중구 외,"고객안내, 남성의류, 패션, 명품브랜드, CS교육",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298377?Oem_Code=C1&logpath=1&stext=&listno=114103
에스씨케이㈜,테크로스 기흥.동탄 현장 안전감시단 모집,경력무관,학력무관,경기 용인시,"수질환경, 안전평가, 폐기물처리, 시설점검, 에너지",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297380?Oem_Code=C1&logpath=1&stext=&listno=114104
㈜아데코코리아,[광화문/IT컨설팅기업] 마이크로소프트 본사근무 Admin 채용,경력무관,대졸↑,서울 종로구,"전산입력, 행정, 자료조사, 비품관리, 행정",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298263?Oem_Code=C1&logpath=1&stext=&listno=114105
㈜동양이엠에스,[격주4.5일제/MBC] 뉴스촬영보조/카메라보조/장비관리 사원 채용,경력무관,학력무관,서울 마포구 외,"방송송출·송신, 방송제작, 촬영보조, 영상취재, 영사기사",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298223?Oem_Code=C1&logpath=1&stext=&listno=114106
㈜잡위드,[시청역/월15일근무/입사축하금] 보람상조 상황실 장례접수 상담원,경력무관,학력무관,서울 중구,"전화상담, 상조서비스",~01/09(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43298190?Oem_Code=C1&logpath=1&stext=&listno=114107
희망나눔컨설팅,(업무체험영상준비되어있어요) 재택근무/ 1건당 2만 / TM동의콜,경력무관,고졸↑,서울 광진구 외,"종합금융, 여신, 캐피탈, 텔러, 저축은행",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298184?Oem_Code=C1&logpath=1&stext=&listno=114108
희망나눔컨설팅,재택근무/ 기존고객1차 동의콜/ 건당 2만 (평균250만/상위400만),경력무관,고졸↑,서울 광진구 외,"종합금융, 여신, 캐피탈, 텔러, 저축은행",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298170?Oem_Code=C1&logpath=1&stext=&listno=114109
다인 프랜차이즈,[여수/순천/광양] 지역에서 출장 산전산후마사지 관리사 모집,신입·경력,학력무관,전남 여수시 외,"피부관리, 출장 산전마사지, 산후마사지, 출장 산후마사지, 산전마사지",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298122?Oem_Code=C1&logpath=1&stext=&listno=114110
퍼솔켈리코리아 유한회사,[화성/7개월프로젝트] 배관 설계도면 CAD 업무 (연장가능),경력2년↑,초대졸↑,경기 화성시 외,"폐수처리, 환경, 건축설계, 캐드원, 설비",~01/09(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43298026?Oem_Code=C1&logpath=1&stext=&listno=114111
퍼솔켈리코리아 유한회사,[평택/7개월프로젝트] 배관 설계도면 CAD 업무 (연장가능),경력2년↑,초대졸↑,경기 평택시 외,"폐수처리, 환경, 건축설계, 캐드원, 설비",~01/09(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43298095?Oem_Code=C1&logpath=1&stext=&listno=114112
모두부동산공인중개사사무소,"소속공인중개사 / 신입 , 경력 모집 (주택, 상가 / 임대, 매매)",신입·경력,학력무관,경기 평택시,"부동산, 상가, 부동산중개, 상담, 부동산컨설팅",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298049?Oem_Code=C1&logpath=1&stext=&listno=114113
㈜삼구아이앤씨,[전북] 아웃소싱 사업장 현장소장(현장관리자),신입·경력,학력무관,전북 전주시 외,"전산입력, 사이트관리, 피부관리, 메이크업, 문서관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43297987?Oem_Code=C1&logpath=1&stext=&listno=114114
피엔에이링크,[역삼 연봉UP] 닥터자르트 CS 상담원 채용 [콜수적음/야근없음],경력무관,초대졸↑,서울 강남구 외,"고객안내, 프런트, 호텔, 진열관리, 재고관리",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298000?Oem_Code=C1&logpath=1&stext=&listno=114115
㈜맨파워코리아,[영종도/주5일] 파라다이스 호텔 레저파트 사원(오락/놀이시설) 모집,경력무관,학력무관,인천 중구,BigData,~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297947?Oem_Code=C1&logpath=1&stext=&listno=114116
크라우드웍스,힌디어/인도네시아어 통번역 경력자(인공지능 학습용 데이터 정확성 검사 프로젝트),경력무관,학력무관,서울 강남구,"키워드광고, 온라인영업, 바이럴마케팅, 온라인광고, 키워드광고",~01/09(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43297860?Oem_Code=C1&logpath=1&stext=&listno=114117
동화세상에듀코,동화세상에듀코 인천교육센터 마케팅팀채용 [주2일 재택근무/주3일출근/꿀직장],신입·경력,학력무관,인천 남동구 외,"자료조사, 사이트관리, 모바일App, 서무, 시장조사",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297828?Oem_Code=C1&logpath=1&stext=&listno=114118
㈜아데코코리아,[삼성역/글로벌IT기업] Ad Policy 담당자 채용 (Junior),경력무관,대졸↑,서울 강남구,"인포직원, 고객응대, 고객안내",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297762?Oem_Code=C1&logpath=1&stext=&listno=114119
㈜아이피시,(광나루/단기미납상담/대규모채용) 롯데그룹 단기 미납 상담 / 입금 유도,경력무관,학력무관,서울 광진구 외,"해피콜, 고객경험관리, 단순안내, 전화상담, 고객지원",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43287072?Oem_Code=C1&logpath=1&stext=&listno=114501
