회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
아프리카티비,"[아프리카TV] Global 서비스 Back-end 개발 (Node.js, Nest.js, PHP)",경력3년↑,학력무관,경기 성남시,"인터넷방송, JavaScript, Typescript, NestJs, 시스템분석",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43372528?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1266
아프리카티비,[아프리카TV] Global 서비스 모바일 앱 개발 (iOS),경력3년↑,학력무관,경기 성남시,"인터넷방송, 어플리케이션, 모바일앱개발, 시스템분석, 아이폰",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43372518?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1267
㈜해커스어학원,[신입/경력] 어학원 교육상담직 채용(서울),신입·경력,학력무관,서울 강남구,"고객관리, 전산입력, 교육상담, 고객지원, 어학원",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43342432?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1268
이너버스,IT B2B 마케팅 및 영업지원(신입/경력,경력,학력무관,서울 영등포구,"보안소프트웨어, 보안컨설팅, 정보보안",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43371909?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1269
㈜타이드스퀘어,Backend Developer (3년 이상),경력3년↑,초대졸↑,서울 중구,여행사,~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43371885?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1270
㈜타이드스퀘어,결제 서비스 기획,경력5년↑,초대졸↑,서울 중구,"여행사, 서비스기획",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43371870?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1271
E1,2023년 경력사원 채용 (EV 사업부문)-영업/사업개발,경력,대졸↑,서울 용산구,"영업기획, 사업개발, 영업전략, 기술영업",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43372119?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1272
E1,2023년 경력사원 채용 (EV 사업부문),경력,대졸↑,서울 용산구,"영업기획, 사업개발, 영업전략, 기술영업",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43372073?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1273
㈜아이온커뮤니케이션즈,[I-ON] DT사업본부 제안/PM/기획자 채용,경력3년↑,학력무관,서울 강남구,"솔루션, PM, UI·UX기획, 콘텐츠기획, 서비스기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43371690?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1274
이컴라인,"9.[여의도] 증권, 금융, 퇴직연금, 자바, java,공통, 영업관리 분석, 설계, 개발, 계약파트 분석, 설계, 개발",경력10년↑,학력무관,서울 영등포구,"SI개발, 설계, 시스템분석, SI, 시스템분석",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43371534?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1275
㈜메디젠휴먼케어,메디젠휴먼케어 연구개발팀,경력2년↑,석사↑,서울 송파구,"연구·실험·기술, 미생물, 바이오, 제조·공정, 생명공학",~01/19(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43371451?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1276
㈜아프리카TV,[아프리카TV] 검색 시스템 개발/운영 및 품질관리,경력5년↑,학력무관,경기 성남시,"검색개발, ElasticSearch, kafka, Redis, php",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43371419?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1277
티맥스그룹,[TmaxTibero] 관리/마케팅/영업 채용,경력무관,대졸↑,경기 성남시,"BigData, 솔루션영업, 재무회계, DataWarehouse, 솔루션",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43370964?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1278
티맥스그룹,[TmaxTibero] 서비스/제품 기획 및 컨설팅 직군 채용,경력무관,대졸↑,경기 성남시,"BigData, DataWarehouse, 솔루션, PL, 신사업기획",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43370951?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1279
나이스평가정보㈜,[NICE평가정보] 온라인 광고 마케터(퍼포먼스 마케터 시니어급) 채용,경력6년↑,대졸↑,서울 영등포구,디지털마케팅,~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43370448?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1280
㈜애드이피션시,디지털광고 영업제휴 및 미디어 채널관리 담당자 채용 [경력 2년이상],경력2년↑,대졸↑,서울 서초구,"SNS마케팅, 온라인광고, 키워드광고, 광고기획, 매체관리",~12/02(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43237052?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1681
동국제약㈜,생산본부-충북 각 부문 신입/경력 채용,신입·경력,학력무관,서울 강남구 외,"상품입출고, 전산입력, 창고관리, 가스점검, 에너지",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43201857?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1682
에스케이브로드밴드㈜,Headend개발 분야 전문가,경력,대졸↑,서울 중구,"서비스 개발, 서비스 운영, 시스템설계",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43236445?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1683
㈜한화비앤비,[한화계열사](주)한화비앤비 본사 경영/영업기획 경력직 채용,경력3년↑,대졸↑,서울 성동구,"사업기획, 프랜차이즈, 전략기획, 경영기획",~12/02(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43236327?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1684
㈜액토즈소프트,[기술지원본부] 기술지원팀 DBA 경력직 채용,경력3년↑,학력무관,서울 중구,데이터관리,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43235975?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1685
나무기술㈜,[경력]가상화(Citrix VDI/DaaS) 엔지니어 모집,경력8년↑,학력무관,서울 강서구,"네트워크관리, SI개발, 펌웨어, 솔루션, 솔루션스아키텍트",~12/02(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43235903?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1686
㈜티맥스소프트,금융부문 아키텍트파트 프리세일즈/컨설팅 담당자,경력무관,대졸↑,경기 성남시,"BigData, 솔루션, SI, ERP, 소프트웨어개발",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43235152?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1687
㈜더에스엠씨그룹,[The SMC] 경영전략본부 총무팀 경력 채용,경력3년↑,학력무관,서울 강남구,"복리후생, 행정, 홍보대행, 자료조사, 자료조사",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43234900?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1688
카카오뱅크,연구전략 담당자,경력,대졸↑,경기 성남시,"시스템분석, 연구전략",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43234995?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1689
㈜티맥스소프트,[TmaxSoft] F/W 엔진 개발,경력3년↑,대졸↑,경기 성남시,"BigData, 솔루션, SI, ERP, 소프트웨어개발",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43233764?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1690
백금티앤에이,"해외영업 7-12년 경력직 (영어우수자, 과/차장급)",경력7년↑,대졸↑,경기 군포시,"해외마케팅, 수출입계약, 영어, Firmware, 제어",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43234565?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1691
백금티앤에이,"해외영업 경력직(일본어상급, 대리급)",경력3년↑,학력무관,경기 군포시,"해외마케팅, 수출입계약, 바이어개발, Firmware, 제어",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43234463?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1692
㈜엔씨소프트,[엔씨소프트][Project G] 엔진 프로그래머 모집,경력3년↑,초대졸↑,경기 성남시,"게임소프트웨어, 유지보수, C++, 콘솔게임, 아케이드게임",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43234277?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1693
㈜케이씨에스,영업지원 채용,신입·경력,학력무관,서울 광진구,매출관리,~12/02(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43233855?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1694
카카오뱅크,뱅킹 아키텍트,경력,학력무관,경기 성남시,"시스템 개발, 아키텍트 업무, 시스템운영",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43233750?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1695
더오름,[더오름 : 기획제작팀] 기획 잘하는 영상&디자이너 SBN 어디 계세요,경력3년↑,고졸↑,경기 부천시 외,"정보디자인, 폰트디자인, CI, 기업홍보, 인하우스",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43233408?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1696
㈜트리플하이엠,식품브랜드 상품기획/개발/운영 채용,경력1년↑,학력무관,서울 금천구,"B2B, B2C, 상품기획, 시장조사, 식품MD",~12/02(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43231387?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1697
카카오뱅크,가계여신 신용리스크정책 담당자,경력,초대졸↑,경기 성남시,"대출심사, 리스크 분석, 전략기획, 정책 변경",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43230245?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1698
용평리조트,2023년 신입/경력사원 모집(인사/급여),신입·경력,학력무관,강원 평창군,"양식, 시설점검, 유통영업, 시스템운영, ERP개발",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43230068?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1699
용평리조트,2023년 신입/경력사원 모집(PB유통영업),신입·경력,고졸↑,강원 평창군,"양식, 시설점검, 유통영업, 시스템운영, ERP개발",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43230046?Oem_Code=C1&logpath=1&stext=데이터분석&listno=1700
새늘 인터내셔널,마케팅사업부 신입/경력 직원채용[경력이 없어도 할 수 있어요],경력무관,학력무관,서울 영등포구 외,"데이터분석, 브랜드기획, 시장조사, 자료조사, 광고기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43438895?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2101
㈜지어소프트,Web/Server 개발자 및 웹서비스 설계/프로토 타입 구축 담당 채용,경력,학력무관,서울 종로구,"데이터분석, 모바일앱개발, BigData, 검증, 솔루션",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43438696?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2102
㈜메디앱솔,의료기기 마케팅팀 신입/경력 채용 (영어 가능자),신입·경력3년↑,초대졸↑,경기 고양시 외,"데이터분석, 시장조사, 영업기획, 의료기기, 시장분석",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43438659?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2103
㈜지오인포테크이노베이션,[마이크로킥보드] 영업담당자 채용,신입·경력,학력무관,서울 서초구 외,"데이터분석, B2B, 거래처관리, 상품기획, 영업기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43438584?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2104
와이에스인터내셔널,함께할 마케팅팀 직원채용,경력무관,학력무관,서울 중구 외,"데이터분석, 분양대행, 시장조사, 프로모션, 부동산컨설팅",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43438517?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2105
㈜엘아이엠 컴퍼니,"여성의류 온라인 패션MD,포토그래퍼 팀장급 채용",신입·경력,고졸↑,인천 부평구 외,"데이터분석, 정보디자인, 시장사입, UI·UX기획, 시장조사",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43437854?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2106
㈜마루에이치알,[현대카드/PRODUCT팀] 현대카드 온라인 결제 서비스 운영 담당자 채용,경력무관,대졸↑,서울 영등포구 외,"데이터분석, 헤드헌팅, 앱기획, 콘텐츠기획, 서비스기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43438281?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2107
㈜파인디지털,[파인뷰] 해외영업 부문 경력 채용,경력3년↑,대졸↑,경기 성남시 외,"데이터분석, 거래처관리, 영업기획, 수출입계약, 영업전략",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43437998?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2108
(주)아로마라이프,(주)아로마라이프 본점 지점 관리 담당자 채용공고,신입·경력,고졸↑,서울 강남구 외,"데이터분석, 거래처관리, 판매, 영업전략, 가맹점관리",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43437971?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2109
㈜미스고,[취업축하금100] 미스고부동산 총괄관리 비서 채용,경력무관,학력무관,서울 강남구,"데이터분석, 시장조사, 제안·컨설팅, 모바일App, 앱기획",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43437931?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2110
한국타지마㈜,"한국타지마㈜ 하반기 각 분야 신입 채용 (무역관리, 영업관리, 기술관리)",신입,초대졸↑,서울 성동구 외,"데이터분석, 거래처관리, A·S수리, 기술지원, 영업기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43432019?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2111
㈜넥스젠파이낸스대부,[넥스젠파트너스그룹] 각 부문 신입 정규직 사원 모집,신입·경력2년↑,고졸↑,서울 구로구 외,"데이터분석, 종합금융, 채권추심, 여신, 영업기획",~12/05(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43437593?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2112
㈜옳은일,운영/제휴팀 모집,경력무관,고졸↑,경기 하남시 외,"데이터분석, 모바일앱개발, 거래처관리, 솔루션, 영업기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43437575?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2113
클 커뮤니케이션,[ 클 커뮤니케이션 ] 신입사원 채용공고,신입·경력1년↑,초대졸↑,경기 광명시 외,"데이터분석, 시장조사, 영상제작, 방송기획, 영상제작",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43433390?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2114
㈜브랜드홀더,퍼포먼스 마케터 (경력사원),경력5년↑,학력무관,서울 서초구 외,"데이터분석, IMC, 시장조사, 바이럴마케팅, 소비재",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43437128?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2115
에이드코리아컴퍼니㈜,마케팅부/BM팀/스킨케어/브랜딩/상품개발지원/ABM포지션 채용,경력3년↑,대졸↑,서울 송파구,"데이터분석, 시장조사, 영상제작, 브랜딩, 생활용품",~01/27(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43437023?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2116
에이드코리아컴퍼니㈜,마케팅부/BM팀/스킨케어/브랜딩/상품개발/브랜드매니저/BM포지션,경력3년↑,대졸↑,서울 송파구,"데이터분석, 시장조사, 영상제작, 브랜딩, 생활용품",~01/27(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43437015?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2117
㈜또바기애드,광고대행사 사무보조 및 영업관리 직원을 채용합니다.,경력무관,학력무관,서울 마포구 외,"데이터분석, 거래처관리, 시장조사, 홍보대행, 문서관리",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43436928?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2118
아파트너,[아파트너/구로] 방문주차 운영관리 담당자 채용,신입·경력,초대졸↑,서울 구로구,"데이터분석, 콜통계분석, 민원상담, 단순안내, 고객지원",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43436661?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2119
쿠팡 주식회사,[쿠팡] 로켓그로스 브랜드/셀러 영입 및 성장관리 (아동용품/장난감/자동차 악세사리),경력5년↑,대졸↑,서울 송파구,"데이터분석, 거래처관리, 영업기획, 전자상거래, 영업전략",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43436568?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2120
㈜스펙트라,㈜스펙트라 소프트웨어 영업관리 경력직,경력3년↑,초대졸↑,서울 서초구,"데이터분석, 거래처관리, 솔루션영업, 솔루션, 시스템영업",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43399207?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2521
㈜킨다그로스,[킨다G] 크리에이티브 디렉터 (팀장/AE),경력6년↑,학력무관,서울 마포구,"데이터분석, 광고기획, 광고대행, 광고제작, 온라인광고",~01/22(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43399109?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2522
㈜한국공교육원,[한국공교육원] 교육운영 담당직원 채용,경력3년↑,대졸↑,서울 송파구,"데이터분석, 시장조사, 외주관리, 교육행정, 교육기획",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398988?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2523
㈜케빈스룸,[굿즈제작전문기업] `브랜드 마케팅팀 마케팅 팀원` 채용,경력2년↑,학력무관,경기 광명시 외,"데이터분석, 브랜드기획, 시장조사, SNS마케팅, 카페·블로그관리",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398827?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2524
신성통상㈜,신성통상(주) OLZEN사업부 영업MD 신입/경력 채용,신입·경력1년↑,대졸↑,서울 강동구,"데이터분석, 거래처관리, 남성의류, 영업기획, 브랜드기획",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43398797?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2525
㈜인로그,주식회사 인로그 마케터 담당자 모집 공고,신입·경력,고졸↑,부산 사상구,"데이터분석, 시장조사, 카페·블로그관리, SNS마케팅, 텔레마케팅",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398795?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2526
㈜직방,[직방파트너스] 제휴중개사 QC 및 VOC관리 매니저,경력,학력무관,서울 서대문구 외,"데이터분석, 거래처관리, 영업기획, 콜통계분석, 영업전략",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398436?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2527
㈜브레이브모바일,[숨고] Product Owner (신규 BM),경력3년↑,학력무관,서울 강남구 외,"데이터분석, PM, 모바일, PO, 서비스기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43398419?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2528
㈜라이브웍스컴퍼니,(주)라이브웍스컴퍼니 뉴미디어 마케팅 채용 공고,경력2년↑,초대졸↑,서울 용산구 외,"데이터분석, 시장조사, 엔터테인먼트사, 카페·블로그관리, 연예기획",~01/22(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43398288?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2529
주식회사 엠브이엠,"브랜드 마케팅 신입, 경력 채용합니다. - (주)판도",신입·경력,학력무관,경기 성남시,"데이터분석, 스포츠센터, 레저, 휘트니스센터, 콘텐츠기획",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398161?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2530
자이언트블랙,넥슨등의 마케팅을 담당할 광고기획자 모집 중 by 자이언트블랙,신입·경력,학력무관,서울 강남구,"데이터분석, 브랜드기획, 시장조사, 광고기획, 온라인광고",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43398034?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2531
㈜다나플레이,"(주)다나플레이, 온라인 쇼핑몰 관리 및 홍보 담당자 구인",신입·경력,학력무관,경기 용인시 외,"데이터분석, 시장조사, 프로모션, 키워드광고, 카페·블로그관리",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43397862?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2532
에이비에이금융서비스(유),"[ABL생명 자회사] ABA 금융서비스 본사 직원 채용(교육/영업지원, 디지털마케팅)",경력1년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 시장조사, 프로모션, GUI",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397439?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2533
㈜이지세이브,제휴 마케팅/기획 (다이렉트 장기보험),신입·경력,대졸↑,서울 영등포구 외,"데이터분석, 데이터분석, 데이터분석, 시장조사, 자동차보험",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43396162?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2534
비앤빛 강남밝은세상안과,(주4.5일) 비앤빛 강남밝은세상안과 기획 담당자 채용,경력3년↑,초대졸↑,서울 서초구 외,"데이터분석, 데이터분석, 시장조사, 키워드광고, 제휴마케팅",~01/22(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43378511?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2535
㈜아이디어오디션,아이디어오디션 마케팅 담당자 경력 채용,경력1년↑,대졸↑,서울 영등포구 외,"데이터분석, 시장조사, SNS마케팅, 키워드광고, 카페·블로그관리",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397357?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2536
디케이비즈니스센터㈜,광고마케팅 영업사원 채용,경력2년↑,학력무관,서울 송파구,"데이터분석, 거래처관리, 시장조사, 온라인영업, 온라인광고",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397333?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2537
㈜크린토피아,크린토피아 본사 영업팀 채용공고,경력2년↑,초대졸↑,경기 성남시,"데이터분석, 물류센터, 거래처관리, 물류관리, 납품영업",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43396973?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2538
호야 & 피플,"(주)호야앤피플 영업팀장 채용합니다.(면세매장, 굿즈매장, 팝업매장 관리구축 경험자)",경력5년↑,초대졸↑,서울 중구 외,"데이터분석, 거래처관리, 판매, 영업기획, 영업전략",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397133?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2539
㈜피플서브,[피플서브] 물류기획담당자 모집/경력직 채용(정규직),경력,초대졸↑,경기 이천시,"데이터분석, 물류, 물류관리, 물류센터, 입출고관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43397024?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2540
엠엔비(주),[넷마블계열사] MNB 신입 및 경력 마케팅 기획자(AE) 채용,신입·경력,학력무관,서울 구로구 외,"데이터분석, IMC, 프로모션, 프로모션대행, 온라인광고",~01/15(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43345440?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2941
㈜도비즈,[바디블루] 코스트코 국내 및 해외영업 인재,경력무관,학력무관,서울 강동구,"데이터분석, 거래처관리, 영어, 매출관리, 이너웨어",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43345240?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2942
주식회사 아트앤매니지먼트,브랜드 인하우스 기획 마케팅 / 온라인 광고 디지털 데이터 퍼포먼스,신입·경력,대졸↑,서울 강남구 외,"데이터분석, 라이센싱, 시장조사, SNS마케팅, 브랜딩",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43345186?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2943
㈜프로그레스미디어,"[프로그레스미디어] 전문 마케터 채용 (신입가능, 경력무관)",신입·경력,학력무관,대전 서구 외,"데이터분석, 기업홍보, 배너광고, 브랜드기획, 광고기획",~01/15(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43345134?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2944
㈜로즈맘,[여성의류쇼핑몰] SNS콘텐츠 마케팅 담당자 모집,신입·경력,고졸↑,서울 서대문구 외,"데이터분석, 상품기획, 소셜커머스, 쇼핑몰, 오픈마켓",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43343890?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2945
㈜로즈맘,2023 ㈜로즈맘 여성의류쇼핑몰 패션MD총괄/기획MD/보조MD/외부몰관리MD모집,신입·경력,고졸↑,서울 서대문구 외,"데이터분석, 상품기획, 소셜커머스, 쇼핑몰, 오픈마켓",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43343922?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2946
㈜트라이씨클,[LF 계열사] 트라이씨클 보리보리마케팅팀 편성 담당자 채용,신입·경력2년↑,초대졸↑,서울 서초구,"데이터분석, 온사이트마케팅, 프로모션, 편성, 프로모션",~01/15(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43345093?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2947
㈜메디랩스,[면접기프트콘 제공] 웹서비스기획 및 마케팅 경력직 채용,경력2년↑,초대졸↑,서울 강남구,"데이터분석, 키워드광고, 프로모션, 인터넷교육, 앱기획",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43344924?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2948
㈜인이지,[INEEJI] (주)인이지 채용 공고(SW 솔루션/서비스 전략 기획 - 분당/강남),신입·경력3년↑,대졸↑,경기 성남시 외,"데이터분석, 시장조사, 솔루션, 사업기획, 전략기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43344780?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2949
㈜라이프이에스티,한샘 디자인파크 상봉 영업전문IC 정규직 채용(매장근무),경력무관,고졸↑,서울 중랑구 외,"데이터분석, 가구매장, 가구영업, 한샘, 판매",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43344576?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2950
성시메디칼㈜,[성시메디칼] 구매 및 회계 관리 직원모집,경력1년↑,고졸↑,서울 송파구,"데이터분석, 납품영업, 유통영업, 가맹점관리, 거래선개발관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43344699?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2951
㈜오벨리베이커리까페,카페 마케팅 기획담당 경력자,경력,학력무관,서울 종로구,"데이터분석, 콘텐츠기획, 카페, 전략기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43344575?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2952
아트매틱컴퍼니,"[즉시채용] 홍보, 마케팅 (신입/경력) 모집 공고",신입·경력1년↑,초대졸↑,서울 성동구 외,"데이터분석, 영상제작, 키워드광고, 바이럴마케팅, 콘텐츠기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43344315?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2953
