회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜디엠 코퍼레이션,디엠코퍼레이션 SCM팀 팀장 채용 (로켓배송 운영 경험 우대),경력2년↑,대졸↑,서울 성동구,"B2B, 재고관리, 전자상거래, 쇼핑몰, 오픈마켓",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408918?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5041
㈜에티버스이비티,IT쇼핑몰 PC부품 영업담당자 모집,경력2년↑,초대졸↑,서울 중구,"스토리지, 거래처관리, 영업기획, 영업전략, 하드웨어",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43408901?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5042
㈜마켓에이,(주)마켓에이 SCM 팀장급 채용(쿠팡 로켓배송 운영 경험 우대),경력2년↑,대졸↑,서울 성동구 외,"B2B, B2C, 전자상거래, 납품, 재고관리",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408845?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5043
㈜티사이언티픽,[티사이언티픽] 웹방화벽 및 네트워크 보안 운영(주간) 채용,경력3년↑,초대졸↑,서울 서초구,"솔루션, 보안관제, 소프트웨어개발",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408783?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5044
아이티컨버젼,인공지능 기반 영상분석 소프트웨어 신입 개발자 채용,신입,대졸↑,서울 송파구,"GUI, SI개발, 솔루션, 딥러닝, SI",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408758?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5045
㈜디지토피아,[마곡]  시뮬레이션 모델 개발과제,경력무관,초대졸↑,서울 금천구 외,"SI, 시스템설계",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43408718?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5046
㈜알고리즘코리아,[외국계기업] 치과용 SW 개발 채용,신입·경력2년↑,학력무관,서울 금천구 외,"QC, 소프트웨어개발",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408649?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5047
㈜신성씨앤티,삼성협력사 인도현지 영업관리 경력,경력4년↑,학력무관,서울 금천구 외,"반도체, LCD, 디스플레이, LED, 회로설계",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408346?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5048
㈜청년농부들,[식품 온라인쇼핑몰] 마케팅사업팀 쥬니어 여러분 함께 성장하고 이익도 나눠요,경력2년↑,학력무관,서울 강서구,"상품기획, 카페·블로그관리, 게시판관리, SNS마케팅, 쇼핑몰",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43408583?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5049
㈜청년농부들,[식품 온라인쇼핑몰] 식품 MD 경력직 여러분 함께 성장하고 이익도 나눠요,경력5년↑,학력무관,서울 강서구,"상품기획, 식품MD, AMD, 리테일MD, VMD",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43408266?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5050
리버스랩,[리버스랩] CS/CX 매니저(정규직채용),경력,학력무관,서울 서초구,"안드로이드, NFC, 모바일App, 고객문의분석, 서비스 운영",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408533?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5051
마인드리더,[마인드리더] 퍼포먼스 / 바이럴 마케팅 AE 모집,신입·경력,초대졸↑,서울 마포구,"키워드광고, 광고기획, 바이럴마케팅, 광고대행",~01/23(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43408531?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5052
㈜더캐리,(주)더캐리 영업MD 모집,경력3년↑,대졸↑,서울 용산구 외,"거래처관리, 패션, 가맹점관리, 대리점관리, 거래선개발관리",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408466?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5053
㈜케이엔코리아,[케이엔코리아] 온라인MD(팀장급) 경력 채용,경력5년↑,초대졸↑,서울 서초구,"패션, 키워드광고, 리테일MD, 제휴마케팅, 바이럴마케팅",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408420?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5054
다봄 크리에이티브,바이럴 온라인광고 마케터 AE 신입 및 경력 채용 (블로그/SNS),경력무관,고졸↑,대전 서구,"IMC, 브랜드기획, 홍보대행, 키워드광고, 광고기획",~01/23(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43408360?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5055
시프트원㈜,[시프트원] 경영지원 (회계/인사/총무) 정규직 채용,경력2년↑,학력무관,서울 강남구,소프트웨어개발,~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408242?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5056
농업회사법인㈜이엔푸드,온라인 MD 채용,경력무관,학력무관,전북 김제시,"식품MD, 식품가공",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408222?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5057
㈜텐,인공지능 MLOps 플랫폼 프론트엔드 개발자 (7년 이상),경력7년↑,학력무관,서울 강남구,"할인점, 리테일MD, 유통, 백화점, 의류매장",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43408150?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5058
㈜중동텍스타일,오가닉맘 영업MD 경력자 채용,경력무관,학력무관,서울 금천구,"여신상담, 법인고객영업, 보험영업, 재무상담, 전화상담",~01/23(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43408042?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5059
㈜인디폼,[서울역]ㅇㅇ사 온라인쇼핑몰 기능검증(SQA),경력1년↑,초대졸↑,서울 용산구,테스터,~01/20(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43383392?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5441
뉴로핏㈜,[의료AI기업] 영상기반 AI 연구원 모집 (강원지점),경력2년↑,대졸↑,강원 원주시,"연구·실험·기술, 딥러닝, 이미지프로세싱, 인공지능, 정보통신·IT",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43383299?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5442
뉴로핏㈜,[의료AI기업] 뇌공학 연구원 모집 (강원지점),신입·경력1년↑,석사↑,강원 원주시,"역학, 뇌과학, R&D, 보건통계, 연구과제",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43383296?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5443
㈜프리즘,(주)프리즘 영업관리 채용,신입,초대졸↑,인천 부평구,"거래처관리, 국내영업",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43367969?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5444
㈜멕시카나,(주)멕시카나 마케팅 (광고/홍보) 채용,경력2년↑,초대졸↑,서울 송파구,"옥외광고, 패스트푸드, 프로모션, 치킨전문점, 오프라인마케팅",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43383263?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5445
맥브레인즈,C/S 및 주문 수주 (사원) / 수입 뷰티 브랜드 경력 MD 채용,경력무관,학력무관,서울 강남구,"전산입력, 창고관리, 고객경험관리, 상품기획, 식품MD",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43383169?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5446
㈜야놀자,"[아파트테크] Senior Back-end, ERP Service",경력10년↑,학력무관,서울 강남구,"기업홍보, 브랜드기획, 광고기획, 온라인영업, 프로모션",~01/20(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43383156?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5447
㈜야야,(주)야야 온라인 MD 경력 모집,경력1년↑,학력무관,부산 사하구,"BigData, 소프트웨어개발",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43383129?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5448
㈜제이슨,[안랩-제이슨] Python 파이썬 개발자 영입,경력5년↑,대졸↑,서울 마포구,"원격상담, 솔루션, 고객지원, CS교육, 고객문의분석",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43382722?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5449
어베어,[윈들리] CS Manager 채용,경력1년↑,초대졸↑,서울 강남구,"컨설팅, PM, PL, PO",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43382662?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5450
베리워즈,[IT개발팀] 서비스 기획 PM 모집,경력4년↑,학력무관,경기 용인시,"allegro or-cad, 회로설계",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43382569?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5451
㈜네오셈,HW / SW 개발 경력직 채용,신입·경력3년↑,학력무관,경기 안양시 외,"물류센터, 물류관리, 물류, 입출고관리",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43382536?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5452
쿠팡풀필먼트서비스,[쿠팡CFS]쿠팡인천청라센터 HR 채용 담당자 채용 [육아휴직대체],경력무관,학력무관,인천 서구 외,"서비스기획, 소프트웨어개발",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43382515?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5453
㈜하이,(주)하이 - 서비스 기획 및 운영 [R&D1팀 - 디어],경력1년↑,학력무관,서울 종로구,"PM, 사업기획, 콘텐츠기획, 전략기획, 스토리보드",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43382476?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5454
㈜미리디,[미리캔버스] 시니어 프로덕트 매니저 (Sr.PM/PO),경력6년↑,학력무관,서울 구로구,"사이트관리, 상품등록, 쿠팡, 네이버쇼핑, 쇼핑몰",~01/19(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43382464?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5455
㈜케이씨원,온라인쇼핑몰 C/S 고객센터 상품전송 확인,신입·경력,학력무관,경기 양주시 외,"광고기획, 온라인광고, 시장조사, 광고제작",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43382359?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5456
㈜크리앤서,온라인마케터 채용,경력무관,학력무관,서울 구로구 외,"SM, springboot",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43380865?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5457
㈜이커머스테크,"[상암/경력] 마이데이터 운영,유지보수 SWA/AA 모집",경력10년↑,학력무관,서울 마포구,"솔루션영업, 네트워크보안, 영업기획, 기술영업, 매출관리",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43382227?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5458
㈜테르텐,보안솔루션 영업본부 기술영업 경력직 채용,경력3년↑,초대졸↑,서울 구로구 외,"온라인광고, 광고디자인, 콘텐츠기획, 플랫폼운영, 광고기획",~01/20(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43382178?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5459
㈜볼드나인,[BOLD9]  풀필먼트 CX팀 채용,경력무관,학력무관,인천 서구 외,"물류센터, 물류관리, 물류센터, 고객문의분석, 출하",~01/16(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43355892?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5841
쿠팡풀필먼트서비스 유한회사,[쿠팡CFS] 부천신선센터 주간조 채용담당자(Direct Sourcing) 모집,경력무관,학력무관,경기 부천시 외,"물류관리, 문서관리, 문서작성, 면접·채용, 급여관리",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355834?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5842
㈜오하임앤컴퍼니,"[레이디가구 본사] 물류센터 물류운영직, CS센터, 현장관리직 모집",신입·경력,고졸↑,경기 용인시,"품질관리, 상품기획, 물류센터, 전자상거래, 상품입출고",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355827?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5843
㈜에이지,"AZ PLAYER, 개발 팀장(Tech Lead) 모십니다.",경력6년↑,대졸↑,서울 영등포구,전자상거래,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43355740?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5844
쿠팡 주식회사,[쿠팡] 회계 경력직 채용,경력무관,대졸↑,서울 송파구 외,"부가세신고, 재무회계, 더존, 부가세신고, 영림원",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43355666?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5845
㈜디엠씨미디어,[태영그룹-DMC미디어] 재무회계팀 팀원 채용 (비상장 대기업),경력4년↑,대졸↑,서울 강남구,"시장조사, 브랜드기획, 사업기획, 전략기획, 콘텐츠기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43355617?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5846
㈜디엠씨미디어,[태영그룹-DMC미디어] DMC리포트 콘텐츠 마케터 경력 채용,경력3년↑,대졸↑,서울 강남구,"시스템분석, 시스템설계",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43355602?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5847
대아티아이㈜,"[상장사] 소프트웨어 개발직 채용 (신입, 경력)",신입·경력2년↑,초대졸↑,서울 영등포구,"상품기획, 가구, 매출관리",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355559?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5848
㈜프리코,가구 온라인 쇼핑몰 MD 채용(스마트스토어·오픈마켓),경력2년↑,학력무관,서울 성동구,"모바일, 모바일App, 스마트폰, 아이폰, 안드로이드",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43355463?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5849
㈜모젯,서버 개발자,경력3년↑,학력무관,서울 강남구,"안드로이드, 스마트폰, 모바일App, 클라이언트, 아이폰",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355091?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5850
㈜모젯,iOS 개발자,경력3년↑,학력무관,서울 강남구,"거래처관리, 가맹점관리, 프랜차이즈, 고객관리",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355085?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5851
㈜바이한,맥주 프랜차이즈 설맥에서 SV/OV 모집합니다.,경력1년↑,학력무관,서울 광진구 외,"공중파방송, 위성방송, 인터넷방송, 케이블방송, 프로덕션",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43355265?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5852
성생님,유튜브 채널 출연자 및 구성작가 모집,경력무관,학력무관,대전 유성구 외,"모바일앱개발, BigData, 솔루션, DataMining, 소프트웨어개발",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43330055?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5853
㈜휴머스온,[휴머스온] 디지털 마케터 채용 (5년 이상),경력5년↑,대졸↑,서울 강남구,"CSS, HTML, 생활용품, 소비재, GUI",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43355060?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5854
㈜데일리앤코,"[클럭, 몽제] 프로덕트(UX) 디자이너 채용",신입·경력,초대졸↑,서울 강남구,"상품입출고, 창고관리, 재고관리, 물류센터, 상품입출고",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43354397?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5855
브리지테일,반려동물 스타트업 SCM 물류 담당 모집,경력,학력무관,서울 서초구,"모바일앱개발, BigData, 솔루션, DataMining, 소프트웨어개발",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43354864?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5856
㈜휴머스온,[휴머스온] 콘텐츠 마케터 채용 (5년 이상),경력5년↑,대졸↑,서울 강남구,"하드웨어, 유지보수",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43354848?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5857
㈜이스턴네트웍스,영업지원 (데이터관리) 정규직 채용,신입·경력1년↑,초대졸↑,서울 강남구,"모바일앱개발, 네트워크관리, 시스템분석, 서버관리, 서버구축",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43354821?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5858
㈜쉐도우이티(Shadow ET,[부산근무] 플랫폼과 함께 성장할 백엔드 개발자 모집,경력2년↑,학력무관,서울 강남구 외,"하드웨어, 유지보수",~01/16(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43354776?Oem_Code=C1&logpath=1&stext=데이터분석&listno=5859
삼신상사,[ 해피팩 ]  일회용품전문 온라인 쇼핑몰 MD 채용,경력무관,초대졸↑,경기 안양시,상품기획,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43327609?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6241
퍼폼어스,(주)퍼폼어스 퍼포먼스팀 채용,신입·경력3년↑,학력무관,서울 구로구,"광고기획, 광고제작, 시장분석, 광고대행",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43327284?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6242
퍼폼어스,(주)퍼폼어스 바이럴팀 채용,경력무관,학력무관,서울 구로구,"브랜드기획, 키워드광고, 광고기획, 바이럴마케팅, 광고기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43327264?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6243
㈜유와이텔,AOS/iOS 어플개발자 (5년이상),경력5년↑,학력무관,경기 안양시,"별정통신, 웹호스팅, 네트웍구축, 통신, 인터넷전화",~01/13(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43327189?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6244
비토플러스㈜,"PLM 및 ALM 시스템 설계, 구현 및 유지보수 엔지니어 모집",신입·경력,대졸↑,서울 강남구,"네트워크보안, 보안소프트웨어, 보안컨설팅, 정보보안",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327029?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6245
㈜경우시스테크,2팀 Linux시스템 개발 신입 및 경력자,경력무관,초대졸↑,서울 금천구 외,"SI개발, 펌웨어, 솔루션, SI, 시스템설계",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43326753?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6246
㈜경우시스테크,1팀 Linux시스템 개발 신입 및 경력자,경력무관,초대졸↑,서울 금천구 외,"SI개발, 펌웨어, 솔루션, SI, 시스템설계",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43326749?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6247
㈜비브릭스 코퍼레이션,"[비브릭스코퍼레이션] 세일즈, 콘텐츠 마케터 채용",경력,학력무관,서울 송파구,"B2C, 상품기획, 전자상거래, 쇼핑몰, SNS마케팅",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326803?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6248
마카롱팩토리,차량관리 1위 앱 `마이클` 퍼포먼스 마케터,경력3년↑,대졸↑,경기 성남시,"안드로이드, 스마트폰, 모바일App, 아이폰",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326183?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6249
㈜언더독,아마존 이커머스 해외영업 B2C,경력무관,학력무관,서울 용산구,"B2C, 전자상거래, 영어, 오픈마켓",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43325583?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6250
㈜비브릭스 코퍼레이션,"[비브릭스코퍼레이션] 상품기획, 온라인 MD  채용",경력,학력무관,서울 송파구,"B2C, 상품기획, 전자상거래, 리테일MD, 상품기획",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326774?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6251
예스이십사㈜,[YES24] 경영 관리/경영 지원 업무 담당 채용(경력직),경력5년↑,대졸↑,서울 영등포구,"부가세신고, 4대보험, 급여관리, 재무회계, B2C",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326772?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6252
㈜브레스커뮤니케이션즈,PHP 웹개발자,경력5년↑,학력무관,경기 남양주시,"모바일앱개발, 솔루션, SI, 소프트웨어개발",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43323504?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6253
㈜맨파워코리아,[성남] GEHC System Engineer 인턴 (-5/31 / 신입가능),경력무관,학력무관,경기 성남시 외,의료기기,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326588?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6254
엔지유무역상사㈜,쇼핑몰 관리 및 온라인 마케팅 채용,경력무관,학력무관,부산 기장군 외,"네트워크보안, 정보보안",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43314871?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6255
㈜이든티앤에스,기술연구소 분야별 신입/경력 채용공고,신입·경력2년↑,대졸↑,서울 영등포구,"네트워크관리, 시스템운영, 보안ASP, 서버구축, 시스템분석",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43322412?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6256
㈜씨티아이랩,보안분석가/보안전문가 채용공고,경력10년↑,학력무관,서울 서초구 외,"기업홍보, 배너광고, 온라인영업, 키워드광고, 프로모션",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326288?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6257
㈜만나플래닛,(주)만나플래닛 보안본부 경력채용 [시스템운영 IT보안본부],경력,학력무관,서울 구로구,"물류센터, 창고관리, 보관, 물류, 입출고관리",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43326194?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6258
㈜시선아이티,(대전) WEB 개발자(SI · SM) 경력 인재 채용[정규직],경력3년↑,대졸↑,대전 서구,"SM, 전자정부프레임워크, SI, 소프트웨어개발",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43296054?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6621
스퀘어네트 ㈜,[정규직]java개발 유지보수 PM (8년이상 경력자),경력8년↑,초대졸↑,서울 강남구,"SM, SI, 소프트웨어개발",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43295630?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6622
스퀘어네트 ㈜,[정규직]java개발자  경력사원 모집 (경력 2년이상),경력2년↑,학력무관,경기 성남시 외,"SM, SI, 소프트웨어개발",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43295609?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6623
엠에이티플러스㈜,반도체 연구소 스크러버 실험/개발분석 인원 채용,경력무관,대졸↑,경기 안성시,"딥러닝, 시스템분석, 이미지프로세싱, 인공지능, SI개발",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43295275?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6624
㈜데이타이음,웹프로그래머 신입/경력 채용,경력무관,학력무관,경기 성남시,"시스템분석, 시스템설계",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43295218?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6625
에프디스플레이㈜,[에프디스플레이]-선행개발팀 비전 알고리즘 개발자 채용,경력무관,초대졸↑,서울 금천구 외,"고객안내, 고객경험관리, B2C, 상품기획, 배송상담",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43295216?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6626
㈜엔시스코리아,금융권 데이터센터 이전 - 시스템 TA,경력,학력무관,경기 용인시 외,"BigData, GUI, SI개발, 솔루션, 시스템분석",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43294946?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6627
온오퍼,"온라인 몰 중심 CS 응대, 고객지원팀 채용",경력,학력무관,서울 성동구 외,"GUI, 모바일디자인, UI·UX기획, 조사분석",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43294767?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6628
㈜이투온,C++ 개발자 경력직 모십니다 (인공지능 솔루션),경력3년↑,초대졸↑,서울 영등포구 외,"기술지원, 소프트웨어개발",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43294872?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6629
(주)와이즈인컴퍼니,웹/앱 디자인 채용(자사 솔루션 개발),경력2년↑,학력무관,서울 강남구,"솔루션, 행정, 매출관리, 문서관리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43294704?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6630
올거나이즈코리아,Customer Success  Manager,경력3년↑,학력무관,서울 강남구,"판매, 자료조사, 브랜딩, 패션, 사이트관리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43288208?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6631
피플앤드테크놀러지,[솔루션 영업팀] 영업지원 및 솔루션 영업 모집,경력무관,학력무관,서울 강남구,"온라인광고, 키워드광고, 광고기획, 광고대행",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43280107?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6632
㈜스탭포유,[잠실/롯데e커머스] AMD,신입·경력,학력무관,서울 송파구 외,"한식당, 프랜차이즈",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43293594?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6633
㈜엠아이디파트너스,[MIDP] 디지털 마케팅 대행사 [SA 퍼포먼스마케터] 경력 채용,경력1년↑,학력무관,서울 금천구,"시스템분석, PM, 클라이언트, 시스템설계, 소프트웨어개발",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43294529?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6634
㈜청와옥푸드,청와옥 매장의 점장님 모십니다. 고연봉 / 고성장 / 20년 이상의 안정된 회사,경력3년↑,학력무관,서울 송파구 외,"식품MD, 프로모션, 키워드광고, 리테일MD, 바이럴마케팅",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43294493?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6635
자이온소프트,자이온소프트 채용공고(SW 프로그래머),신입·경력,대졸↑,충남 천안시 외,"인플루언서, SNS마케팅, 온라인광고, 광고기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43294171?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6636
루에랑,[루에랑] 해외 이커머스(아마존) 신입/경력 채용,신입·경력,초대졸↑,서울 강남구,"이커머스, 온라인광고, 광고기획",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43294153?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6637
