date, 회사명, 직무, URL, 경력,위치,지원방식in2023-11-30,㈜아워홈,2023년 하반기 아워홈 신입사원 공개채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43352265?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=1,신입,서울,홈페이지 지원
2023-11-30,㈜애드이피션시,[글로벌] 디지털 퍼포먼스 광고 경력 & 인턴 AE 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43038272?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=47,경력,서울,즉시지원
2023-11-30,㈜제우인터내셔날,[리드미컬 플래닛] Y2K 걸리쉬 캐주얼 패션브랜드 마케팅 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43442386?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=48,경력3년↑,서울,즉시지원
2023-11-30,㈜조인스엠,(주)조인스엠 마케팅팀 신입사원 채용공고,https://www.jobkorea.co.kr /Recruit/GI_Read/43438324?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=49,신입,서울,즉시지원
2023-11-30,㈜키오스킨,2023년 글로벌 뷰티 기업 키오스킨 부문별 경력/신입 공개채용 - MD 해외영업 SNS콘텐츠 영업지원,https://www.jobkorea.co.kr /Recruit/GI_Read/43435788?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=50,신입·경력,서울,즉시지원
2023-11-30,㈜중앙애드넷아이엔씨,광고 마케팅 운영자 신입 정규직 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43420857?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=51,신입,서울,즉시지원
2023-11-30,㈜인라이플,[주4.5일근무] IT 광고 전략 기획자 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43388959?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=52,경력3년↑,서울,즉시지원
2023-11-30,㈜제우인터내셔날,[디자이너브랜드 - 르메메] 마케팅팀 담당자 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43393843?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=53,경력3년↑,서울,즉시지원
2023-11-30,㈜케이지에듀원,[KG에듀원] B2C 플랫폼 콘텐츠 상품 기획 / 마케팅 담당자 경력직(팀장/팀원),https://www.jobkorea.co.kr /Recruit/GI_Read/43378338?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=54,경력3년↑,서울,즉시지원
2023-11-30,오상자이엘 ㈜,각 부문별 신입 및 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43364733?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=55,신입·경력,인천,즉시지원
2023-11-30,㈜닷밀,[닷밀] 브랜드 마케터 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43298069?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=56,경력2년↑,서울,즉시지원
2023-11-30,㈜차이커뮤니케이션,차이커뮤니케이션 컬쳐팀 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43247669?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=57,경력무관,서울,즉시지원
2023-11-30,㈜에이엠피엠글로벌,연 3000만성과급 별도 11월 마케터 신입 공개채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43265857?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=58,신입,서울,즉시지원
2023-11-30,㈜DYB최선어학원,[직영] 23년 신학기 각 부문 STAFF 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43246599?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=59,신입·경력,서울,즉시지원
