회사명,직무,상황,지역,작성일,총점,승진 기회 및 가능성,복지 및 급여,업무와 삶의 균형,사내문화,경영진,총평,장점,단점,바라는점
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 06,80%,100%,100%,80%,100%,60%,"
BEST
      ""다니기 좋은 회사이며, 배울점도 분명함.""
    ","일단 복지가 외국계, 대기업의 장점이 모아져있음. 분위기도 이정도면 상대적으로 우수하며, 반도체특수가스 분야에서 입지를 다져가고 있음",오래된 사람들이 많다보니 뭔가 새로운 아이디어나 참신함이 부족한 것 같음. 외부는 변하는데 회사내부는 변하지 않는...아직 10년전 회사같음.,신규사업 투자좀 적극적으로 했으면 좋겠습니다. 새로운 사람들이 많이 들어올 수 잇는 환경을 만들어주세요
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2023. 01,80%,80%,60%,60%,60%,60%,"
BEST
      ""그냥 한마디로 지금은 회사 어수선하고 아이템 3개로 버티고 잇는회사""
    ",장점은 그냥 사람들 좋고 편안하고 좋은게 장점입니다 그거말고는,단점은 발전 가능성 반도체라서 잇는데 기술 연구진 너무 부족,전문 경영진 삼성이나 이런데서 와서 화사 제대로 경영 햇으면 함
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 01,80%,80%,80%,60%,20%,20%,"
BEST
      ""솔베이코리아에서 플루오린으로 바뀐 뒤 방향성을 잃은 회사""
    ","1.하루 세끼 식사 지원 (조식 천원)2.노조 설립 후 처우 개선 진행 중 (성과금, 근무개선)3.복지가 준수함 (의료비, 자기계발비, 리프레쉬 등)",(장점이자 단점)1.다른 사람들 뒷담화가 즐비한 곳2.자기가 아부 잘하고 비위 잘맞춰주는 성격 아니면 힘들다3.통근버스 없음,"회사 매각 이슈도 있고, 노조와 협상도 있고 여러 방면에서 고군분투 중이신데 화이팅입니다."
플루오린코리아(주),연구개발,"
          전직원
      ",서울,2022. 08,80%,80%,80%,100%,80%,80%,"
BEST
      ""외국계다운 삶과 일의 발란스를 중요하게 여기며, 괴국계다운 기업문화를 가지고 있음""
    ","외국계, 팀바팀이겠지만 팀 분위기나, 상하관계가 좋은 편. 다양한 복지와 교육을 제공하려고 노력함","채용이 많지 않음업무적인 능력향상이 매우 한정적임. 한국기업에서 일하다 오면 편하기는 하겠지만 능력적인 측면에서 자기 개발이 없음.",많은 최용기회가 있었으면 좋겠습니다.
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2022. 08,80%,60%,80%,80%,60%,60%,"
BEST
      ""성장성이 있지만 잘 활용하지 못하고 기업 규모는 작지만 의사결정이 빠르지 않고 뭔가 무거운 회사.""
    ",일반 연차 외 정기휴가.기업 성장성 좋은 편. 제조기업의 강점이 있음.,"기본급 낮고 각종 수당으로 급여 나눠놨음. 경영진의 의사결정이 둔하고 느림. 공격적으로 투자, 운영하는 회사에 밀리는 느낌.",의사결정 단계를 줄이고 때가 왔을 때 과감한 결정을 해주시길.
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 06,80%,100%,100%,80%,100%,60%,"
BEST
      ""다니기 좋은 회사이며, 배울점도 분명함.""
    ","일단 복지가 외국계, 대기업의 장점이 모아져있음. 분위기도 이정도면 상대적으로 우수하며, 반도체특수가스 분야에서 입지를 다져가고 있음",오래된 사람들이 많다보니 뭔가 새로운 아이디어나 참신함이 부족한 것 같음. 외부는 변하는데 회사내부는 변하지 않는...아직 10년전 회사같음.,신규사업 투자좀 적극적으로 했으면 좋겠습니다. 새로운 사람들이 많이 들어올 수 잇는 환경을 만들어주세요
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2023. 01,80%,80%,60%,60%,60%,60%,"
BEST
      ""그냥 한마디로 지금은 회사 어수선하고 아이템 3개로 버티고 잇는회사""
    ",장점은 그냥 사람들 좋고 편안하고 좋은게 장점입니다 그거말고는,단점은 발전 가능성 반도체라서 잇는데 기술 연구진 너무 부족,전문 경영진 삼성이나 이런데서 와서 화사 제대로 경영 햇으면 함
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 01,80%,80%,80%,60%,20%,20%,"
BEST
      ""솔베이코리아에서 플루오린으로 바뀐 뒤 방향성을 잃은 회사""
    ","1.하루 세끼 식사 지원 (조식 천원)2.노조 설립 후 처우 개선 진행 중 (성과금, 근무개선)3.복지가 준수함 (의료비, 자기계발비, 리프레쉬 등)",(장점이자 단점)1.다른 사람들 뒷담화가 즐비한 곳2.자기가 아부 잘하고 비위 잘맞춰주는 성격 아니면 힘들다3.통근버스 없음,"회사 매각 이슈도 있고, 노조와 협상도 있고 여러 방면에서 고군분투 중이신데 화이팅입니다."
플루오린코리아(주),연구개발,"
          전직원
      ",서울,2022. 08,80%,80%,80%,100%,80%,80%,"
BEST
      ""외국계다운 삶과 일의 발란스를 중요하게 여기며, 괴국계다운 기업문화를 가지고 있음""
    ","외국계, 팀바팀이겠지만 팀 분위기나, 상하관계가 좋은 편. 다양한 복지와 교육을 제공하려고 노력함","채용이 많지 않음업무적인 능력향상이 매우 한정적임. 한국기업에서 일하다 오면 편하기는 하겠지만 능력적인 측면에서 자기 개발이 없음.",많은 최용기회가 있었으면 좋겠습니다.
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2022. 08,80%,60%,80%,80%,60%,60%,"
BEST
      ""성장성이 있지만 잘 활용하지 못하고 기업 규모는 작지만 의사결정이 빠르지 않고 뭔가 무거운 회사.""
    ",일반 연차 외 정기휴가.기업 성장성 좋은 편. 제조기업의 강점이 있음.,"기본급 낮고 각종 수당으로 급여 나눠놨음. 경영진의 의사결정이 둔하고 느림. 공격적으로 투자, 운영하는 회사에 밀리는 느낌.",의사결정 단계를 줄이고 때가 왔을 때 과감한 결정을 해주시길.
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 06,80%,100%,100%,80%,100%,60%,"
BEST
      ""다니기 좋은 회사이며, 배울점도 분명함.""
    ","일단 복지가 외국계, 대기업의 장점이 모아져있음. 분위기도 이정도면 상대적으로 우수하며, 반도체특수가스 분야에서 입지를 다져가고 있음",오래된 사람들이 많다보니 뭔가 새로운 아이디어나 참신함이 부족한 것 같음. 외부는 변하는데 회사내부는 변하지 않는...아직 10년전 회사같음.,신규사업 투자좀 적극적으로 했으면 좋겠습니다. 새로운 사람들이 많이 들어올 수 잇는 환경을 만들어주세요
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2023. 01,80%,80%,60%,60%,60%,60%,"
BEST
      ""그냥 한마디로 지금은 회사 어수선하고 아이템 3개로 버티고 잇는회사""
    ",장점은 그냥 사람들 좋고 편안하고 좋은게 장점입니다 그거말고는,단점은 발전 가능성 반도체라서 잇는데 기술 연구진 너무 부족,전문 경영진 삼성이나 이런데서 와서 화사 제대로 경영 햇으면 함
플루오린코리아(주),생산/제조,"
          전직원
      ",울산,2023. 01,80%,80%,80%,60%,20%,20%,"
BEST
      ""솔베이코리아에서 플루오린으로 바뀐 뒤 방향성을 잃은 회사""
    ","1.하루 세끼 식사 지원 (조식 천원)2.노조 설립 후 처우 개선 진행 중 (성과금, 근무개선)3.복지가 준수함 (의료비, 자기계발비, 리프레쉬 등)",(장점이자 단점)1.다른 사람들 뒷담화가 즐비한 곳2.자기가 아부 잘하고 비위 잘맞춰주는 성격 아니면 힘들다3.통근버스 없음,"회사 매각 이슈도 있고, 노조와 협상도 있고 여러 방면에서 고군분투 중이신데 화이팅입니다."
플루오린코리아(주),연구개발,"
          전직원
      ",서울,2022. 08,80%,80%,80%,100%,80%,80%,"
BEST
      ""외국계다운 삶과 일의 발란스를 중요하게 여기며, 괴국계다운 기업문화를 가지고 있음""
    ","외국계, 팀바팀이겠지만 팀 분위기나, 상하관계가 좋은 편. 다양한 복지와 교육을 제공하려고 노력함","채용이 많지 않음업무적인 능력향상이 매우 한정적임. 한국기업에서 일하다 오면 편하기는 하겠지만 능력적인 측면에서 자기 개발이 없음.",많은 최용기회가 있었으면 좋겠습니다.
플루오린코리아(주),생산/제조,"
          현직원
      ",울산,2022. 08,80%,60%,80%,80%,60%,60%,"
BEST
      ""성장성이 있지만 잘 활용하지 못하고 기업 규모는 작지만 의사결정이 빠르지 않고 뭔가 무거운 회사.""
    ",일반 연차 외 정기휴가.기업 성장성 좋은 편. 제조기업의 강점이 있음.,"기본급 낮고 각종 수당으로 급여 나눠놨음. 경영진의 의사결정이 둔하고 느림. 공격적으로 투자, 운영하는 회사에 밀리는 느낌.",의사결정 단계를 줄이고 때가 왔을 때 과감한 결정을 해주시길.
솔베이실리카코리아(주),생산/제조,"
          현직원
      ",전북,2023. 11,60%,60%,80%,60%,60%,60%,"
BEST
      ""급여와 복지기 좋지만 미래는…?성장성과 미래는?""
    ",적지않은 급여와 보너스가 괜찮음.그리고 상여금이 연봉에 포함되어 있지 않아 연봉보다 실수령액이 더 많음,미래에도 계속 성장할 수 있을지는 미지수임.그리고 벨기에 본사의 간섭이 많음,미래를 생각하면서 현재의 업무를 진행할 필요가 있어보임
솔베이실리카코리아(주),생산/제조,"
          전직원
      ",전북,2023. 10,40%,40%,60%,40%,20%,20%,"
BEST
      ""노조와회사와 짝짝쿵잘하는회사 고인물.""
    ",장점 돈잘주는거 말곤 없음단점이 많은회신답이없음..,노조 고인물 위원장 오래해먹어서 썩을대로썩음 인사과 이사와 노조짝짝쿵잘함일잘하는 사람 갈구는회사..자기맘에 안들면 팽하는회사.돈 주는거외에 답없음안전안전하는데 겉치레만 그렇고꼰대들 위험하게 자주일시킴,포장및 그외파트하는데니들이직접해바라 차트만보고 이렇네저렇네 하지말고고혈을짜라 답없다.
솔베이실리카코리아(주),생산/제조,"
          전직원
      ",전북,2023. 03,60%,60%,60%,80%,40%,20%,"
BEST
      ""엔지니어의 실력을 신뢰하지 않는 회사, 모든 것을 프랑스 허가 필요""
    ","연차를 마음껏 사용할 수 있음, 육아휴직 사용가능, 야근 거의 없음","엔지니어의 실력을 신뢰하지 않는 회사, 모든 것을 프랑스 본사 허가 후 진행",한국 엔지니어 의견을 경청하는 경연진이 였으면 함
솔베이실리카코리아(주),기획/경영,"
          전직원
      ",서울,2022. 09,60%,60%,60%,60%,40%,20%,"
BEST
      ""회사는 커서 그냥저냥 괜찮다. 뭐 크게 워라벨 문제 없다 부서바이부서""
    ",복지가 괜찮다 외국계다 뭐 다니는 동안은 고용이 나름 안정적,왜 하는지 모르는 절차 가득하다. 철수하는 분위기다 등등,눈에 보이는 뭔가 보여주기식 말고 실제 변화좀.. 이루어지길
솔베이실리카코리아(주),생산/제조,"
          현직원
      ",전북,2022. 07,60%,60%,80%,40%,40%,40%,"
BEST
      ""외국계 기업이라고 하지만 한국 문화가 많음.시스템은 선진화 되어있지만 문화가 한국회사에 가까움""
    ",국내회사에 비해서 연차 사용에 제약이 없습니다. 그리고 기본 연봉에 포함되지 않은 상여가 많이 있습니다.,의사 결정권이 한국에는 거의 없습니다. 본사에서 내려오는 지시사항은 절대 복종해야 하는 명령과 같아 반대를 할 수 없습니다.,본사에서 내려오는 지시사항을 지키는 것을 따르는 것을 비판하진 않습니다. 하지만 일정과 예산을 고려하지 않고 무조건 빨리 무조건 싸게 하라는 부분은 경영진이 본사와 협의를 할 필요가 있다고 생각합니다.
솔베이실리카코리아(주),생산/제조,"
          현직원
      ",전북,2023. 11,60%,60%,80%,60%,60%,60%,"
BEST
      ""급여와 복지기 좋지만 미래는…?성장성과 미래는?""
    ",적지않은 급여와 보너스가 괜찮음.그리고 상여금이 연봉에 포함되어 있지 않아 연봉보다 실수령액이 더 많음,미래에도 계속 성장할 수 있을지는 미지수임.그리고 벨기에 본사의 간섭이 많음,미래를 생각하면서 현재의 업무를 진행할 필요가 있어보임
솔베이실리카코리아(주),생산/제조,"
          전직원
      ",전북,2023. 10,40%,40%,60%,40%,20%,20%,"
BEST
      ""노조와회사와 짝짝쿵잘하는회사 고인물.""
    ",장점 돈잘주는거 말곤 없음단점이 많은회신답이없음..,노조 고인물 위원장 오래해먹어서 썩을대로썩음 인사과 이사와 노조짝짝쿵잘함일잘하는 사람 갈구는회사..자기맘에 안들면 팽하는회사.돈 주는거외에 답없음안전안전하는데 겉치레만 그렇고꼰대들 위험하게 자주일시킴,포장및 그외파트하는데니들이직접해바라 차트만보고 이렇네저렇네 하지말고고혈을짜라 답없다.
솔베이실리카코리아(주),생산/제조,"
          전직원
      ",전북,2023. 03,60%,60%,60%,80%,40%,20%,"
BEST
      ""엔지니어의 실력을 신뢰하지 않는 회사, 모든 것을 프랑스 허가 필요""
    ","연차를 마음껏 사용할 수 있음, 육아휴직 사용가능, 야근 거의 없음","엔지니어의 실력을 신뢰하지 않는 회사, 모든 것을 프랑스 본사 허가 후 진행",한국 엔지니어 의견을 경청하는 경연진이 였으면 함
솔베이실리카코리아(주),기획/경영,"
          전직원
      ",서울,2022. 09,60%,60%,60%,60%,40%,20%,"
BEST
      ""회사는 커서 그냥저냥 괜찮다. 뭐 크게 워라벨 문제 없다 부서바이부서""
    ",복지가 괜찮다 외국계다 뭐 다니는 동안은 고용이 나름 안정적,왜 하는지 모르는 절차 가득하다. 철수하는 분위기다 등등,눈에 보이는 뭔가 보여주기식 말고 실제 변화좀.. 이루어지길
솔베이실리카코리아(주),생산/제조,"
          현직원
      ",전북,2022. 07,60%,60%,80%,40%,40%,40%,"
BEST
      ""외국계 기업이라고 하지만 한국 문화가 많음.시스템은 선진화 되어있지만 문화가 한국회사에 가까움""
    ",국내회사에 비해서 연차 사용에 제약이 없습니다. 그리고 기본 연봉에 포함되지 않은 상여가 많이 있습니다.,의사 결정권이 한국에는 거의 없습니다. 본사에서 내려오는 지시사항은 절대 복종해야 하는 명령과 같아 반대를 할 수 없습니다.,본사에서 내려오는 지시사항을 지키는 것을 따르는 것을 비판하진 않습니다. 하지만 일정과 예산을 고려하지 않고 무조건 빨리 무조건 싸게 하라는 부분은 경영진이 본사와 협의를 할 필요가 있다고 생각합니다.
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 07,60%,60%,60%,40%,80%,60%,"
BEST
      ""대기업의 다양한 작업물을 경험할수 있어서 좋지만 노동강도가 빡세다""
    ",전체적인 직원들과 사무실 분위기 자체가 좋고 나름 화기애애하다,모든 포스트가 그렇듯 야근이 기본이고 이게 야근의 개념에서 벗어난 새벽 5시 넘은 퇴근도 보아서 건강이 염려됨,좋습니다 앞으로 이렇게만 계속 경영된다면 딱히 불만은 없음
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 06,40%,80%,100%,20%,40%,60%,"
BEST
      ""업계 대비 연봉이 괜찮고, 잘 버틴다면 수준급의 실력과 포폴을 쌓을 수 있다. 하지만 그만큼 주어진 기간 내에 본인 실력을 제대로 보여주지 못한다면 잘릴 수 있다. 한마디로 마음 굳세게 먹고 들어가야 한다""
    ","확실히 복지 좋고, 돈 꽤 주고, 다같이 고생하기에 사람들 사이의 끈끈함이 있다. 눈이 높아지고, 실력을 엄청 키울 수 있다. 출퇴근이 유동적이다. 조식이 맛있다. 야근을 많이 하기 때문에 평소 체력을 키워 몸이 좋으신 분들이 꽤 있다","계획을 전혀 미리 짤 수 없다. 퇴근 30분 전에 갑자기 일이 들어올 때가 있다. 상사가 본인 뒷담화 하는 것을 본의 아니게 듣게 될 수 있다. 간혹 인신공격이나 가벼운 터치가 있을 수 있다(참을만한데, 상대에 대한 감정이 쌓일 수 있음). 자신의 성격과 정말 안맞는 팀에 간다면 최악일 수 있다.","스스로 그만두는 사람보단, 잘리는 사람이 더 많은 것 같다. 처음에 뽑을 때 이 사람이 정말 맞는 사람인지, 확실하게 판단하고 뽑아야할 것 같다. 뽑는 사람이나 뽑히는 사람이나 모두 손해다. 나머지는 다 만족스럽다"
(주)솔리드,미디어/홍보,"
          전직원
      ",서울,2023. 05,20%,40%,80%,20%,20%,20%,"
BEST
      ""포스트 갈거면 여기 솔리드가 최고다!!! 복지만""
    ","회사 광고애 대한 퀄리티도 너무 좋고, 복지도 터 포스트에 비해서 굉장히 좋습니다!!! 월급도 많아주고요. 사람들도 굉장히 친절해요","고인물들이 많아서 그런지 신입의 실수를 알려주지 않고, 욕을 해요. 뒤에서요. 그리고 나중에 돌아서 그 뒷담화를 듣게 됩니다.",제발 내부에 신경좀 써주세요. 굉장히 힘들었어요
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 03,80%,100%,60%,20%,60%,60%,"
BEST
      ""좋아요 너무나도 가족적이고 붙어있는시간 많습니다""
    ","음료수가 무제한입니다. 또한 탄력근무제로 바쁘지 않을 때 자유도가 높습니다사람들이 좋습니다","전날에도 다음날의 계획을 세우기가 힘듭니다. 한치앞을 모릅니다. 야근대비 보상이 좀 적습니다","신규사업 그만 추진하시고, 내부 탄탄하게 해주시면 감사하겠습니다이 외에는 바라는 불만은 없습니다 다 만족합니다"
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 02,80%,80%,60%,40%,100%,80%,"
BEST
      ""작업자들의 실력이 매우 우수하고 작업자들끼리는 매우 돈독하다""
    ",사람들의 화기애애함이 있고 대표님이 아직도 작업을 하시는거에 실력들이 다른곳에비해 좋은듯 하다 배울것이 많은 곳이라 생각함,빌런이 있다면 어디든지 있겠지만 여기역시 빌런이 하나쯤은 있는데 그게 참 그 빌런만 조심하면 회사다니는데는 큰 문제 없다,경영진에게 크게 바라는 점은 없는데 오히려 내가 퇴직했을때 상황보다 더 좋아진거 같음
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 07,60%,60%,60%,40%,80%,60%,"
BEST
      ""대기업의 다양한 작업물을 경험할수 있어서 좋지만 노동강도가 빡세다""
    ",전체적인 직원들과 사무실 분위기 자체가 좋고 나름 화기애애하다,모든 포스트가 그렇듯 야근이 기본이고 이게 야근의 개념에서 벗어난 새벽 5시 넘은 퇴근도 보아서 건강이 염려됨,좋습니다 앞으로 이렇게만 계속 경영된다면 딱히 불만은 없음
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 06,40%,80%,100%,20%,40%,60%,"
BEST
      ""업계 대비 연봉이 괜찮고, 잘 버틴다면 수준급의 실력과 포폴을 쌓을 수 있다. 하지만 그만큼 주어진 기간 내에 본인 실력을 제대로 보여주지 못한다면 잘릴 수 있다. 한마디로 마음 굳세게 먹고 들어가야 한다""
    ","확실히 복지 좋고, 돈 꽤 주고, 다같이 고생하기에 사람들 사이의 끈끈함이 있다. 눈이 높아지고, 실력을 엄청 키울 수 있다. 출퇴근이 유동적이다. 조식이 맛있다. 야근을 많이 하기 때문에 평소 체력을 키워 몸이 좋으신 분들이 꽤 있다","계획을 전혀 미리 짤 수 없다. 퇴근 30분 전에 갑자기 일이 들어올 때가 있다. 상사가 본인 뒷담화 하는 것을 본의 아니게 듣게 될 수 있다. 간혹 인신공격이나 가벼운 터치가 있을 수 있다(참을만한데, 상대에 대한 감정이 쌓일 수 있음). 자신의 성격과 정말 안맞는 팀에 간다면 최악일 수 있다.","스스로 그만두는 사람보단, 잘리는 사람이 더 많은 것 같다. 처음에 뽑을 때 이 사람이 정말 맞는 사람인지, 확실하게 판단하고 뽑아야할 것 같다. 뽑는 사람이나 뽑히는 사람이나 모두 손해다. 나머지는 다 만족스럽다"
(주)솔리드,미디어/홍보,"
          전직원
      ",서울,2023. 05,20%,40%,80%,20%,20%,20%,"
BEST
      ""포스트 갈거면 여기 솔리드가 최고다!!! 복지만""
    ","회사 광고애 대한 퀄리티도 너무 좋고, 복지도 터 포스트에 비해서 굉장히 좋습니다!!! 월급도 많아주고요. 사람들도 굉장히 친절해요","고인물들이 많아서 그런지 신입의 실수를 알려주지 않고, 욕을 해요. 뒤에서요. 그리고 나중에 돌아서 그 뒷담화를 듣게 됩니다.",제발 내부에 신경좀 써주세요. 굉장히 힘들었어요
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 03,80%,100%,60%,20%,60%,60%,"
BEST
      ""좋아요 너무나도 가족적이고 붙어있는시간 많습니다""
    ","음료수가 무제한입니다. 또한 탄력근무제로 바쁘지 않을 때 자유도가 높습니다사람들이 좋습니다","전날에도 다음날의 계획을 세우기가 힘듭니다. 한치앞을 모릅니다. 야근대비 보상이 좀 적습니다","신규사업 그만 추진하시고, 내부 탄탄하게 해주시면 감사하겠습니다이 외에는 바라는 불만은 없습니다 다 만족합니다"
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 02,80%,80%,60%,40%,100%,80%,"
BEST
      ""작업자들의 실력이 매우 우수하고 작업자들끼리는 매우 돈독하다""
    ",사람들의 화기애애함이 있고 대표님이 아직도 작업을 하시는거에 실력들이 다른곳에비해 좋은듯 하다 배울것이 많은 곳이라 생각함,빌런이 있다면 어디든지 있겠지만 여기역시 빌런이 하나쯤은 있는데 그게 참 그 빌런만 조심하면 회사다니는데는 큰 문제 없다,경영진에게 크게 바라는 점은 없는데 오히려 내가 퇴직했을때 상황보다 더 좋아진거 같음
(주)솔리드,디자인,"
          전직원
      ",서울,2023. 07,60%,60%,60%,40%,80%,60%,"
BEST
      ""대기업의 다양한 작업물을 경험할수 있어서 좋지만 노동강도가 빡세다""
    ",전체적인 직원들과 사무실 분위기 자체가 좋고 나름 화기애애하다,모든 포스트가 그렇듯 야근이 기본이고 이게 야근의 개념에서 벗어난 새벽 5시 넘은 퇴근도 보아서 건강이 염려됨,좋습니다 앞으로 이렇게만 계속 경영된다면 딱히 불만은 없음
