,회사명,총점,"직무, 지역"
0,CJ씨푸드,60.0,"기획/경영, 경기"
1,CJ씨푸드,70.0,"생산/제조, 경기"
2,CJ씨푸드,40.0,"생산/제조, 충북"
3,JW중외제약,40.0,"생산관리/품질관리, 경기"
4,JW중외제약,40.0,"연구개발, 경기"
5,JW중외제약,100.0,"연구개발, 충남"
6,JW중외제약,20.0,"영업/제휴, 대구"
7,JW중외제약,60.0,"영업/제휴, 서울"
8,LG전자,100.0,"개발, 서울"
9,LG전자,60.0,"생산/제조, 경남"
10,LG전자,40.0,"연구개발, 경기"
11,LG전자,80.0,"영업/제휴, 서울"
12,SDL,40.0,"개발, 서울"
13,SDL,20.0,"기획/경영, 서울"
14,SDL,60.0,"생산관리/품질관리, 서울"
15,SDL,40.0,"서비스/고객지원, 서울"
16,SDL,100.0,"전문직, 서울"
17,SEAFIRST,60.0,"생산/제조, 경남"
18,SEAFIRST,20.0,"연구개발, 경남"
19,SEAFIRST,40.0,"영업/제휴, 경남"
20,SK네트웍스,60.0,"기획/경영, 서울"
21,SK네트웍스,60.0,"마케팅/시장조사, 서울"
22,SK네트웍스,60.0,"미디어/홍보, 서울"
23,SK네트웍스,80.0,"영업/제휴, 서울"
24,SK네트웍스,60.0,"전문직, 인천"
25,가레트모션코리아,60.0,"개발, 서울"
26,가레트모션코리아,60.0,"금융/재무, 서울"
27,가레트모션코리아,80.0,"생산/제조, 경기"
28,가레트모션코리아,20.0,"유통/무역, 경기"
29,가톨릭대학교,52.0,"의약, 대전"
30,강릉동인병원,60.0,"서비스/고객지원, 강원"
31,강릉동인병원,50.0,"의약, 강원"
32,공항철도,80.0,"생산관리/품질관리, 인천"
33,공항철도,40.0,"서비스/고객지원, 인천"
34,공항철도,80.0,"엔지니어링, 인천"
35,구,80.0,"금융/재무, 서울"
36,구,60.0,"기타, 서울"
37,구,60.0,"기획/경영, 2014. 05"
38,구,60.0,"기획/경영, 서울"
39,그린생명과학,60.0,"금융/재무, 전남"
40,그린생명과학,40.0,"기획/경영, 전남"
41,그린생명과학,60.0,"생산/제조, 전남"
42,그린생명과학,20.0,"연구개발, 전남"
43,농심태경,80.0,"개발, 경북"
44,농심태경,40.0,"생산/제조, 대구"
45,농심태경,60.0,"생산/제조, 서울"
46,농심태경,60.0,"생산관리/품질관리, 경기"
47,농심태경,40.0,"유통/무역, 서울"
48,농협하나로마트,80.0,"서비스/고객지원, 전북"
49,농협하나로마트,80.0,"유통/무역, 경기"
50,농협하나로마트,100.0,"유통/무역, 경남"
51,농협하나로마트,60.0,"유통/무역, 서울"
52,농협하나로마트,80.0,"유통/무역, 인천"
53,니덱모빌리티코리아,30.0,"개발, 서울"
54,니덱모빌리티코리아,40.0,"생산/제조, 경기"
55,니덱모빌리티코리아,100.0,"연구개발, 서울"
56,니덱모빌리티코리아,20.0,"영업/제휴, 서울"
57,님블뉴런,80.0,"개발, 경기"
58,님블뉴런,60.0,"디자인, 경기"
59,다올자산운용,68.0,"금융/재무, 서울"
60,다올투자증권,80.0,"금융/재무, 대전"
61,다올투자증권,60.0,"금융/재무, 서울"
62,더핑크퐁컴퍼니,60.0,"디자인, 서울"
63,더핑크퐁컴퍼니,20.0,"마케팅/시장조사, 서울"
64,더핑크퐁컴퍼니,60.0,"미디어/홍보, 서울"
65,독립문,60.0,"금융/재무, 서울"
66,독립문,40.0,"기획/경영, 서울"
67,독립문,60.0,"디자인, 서울"
68,디만트코리아,20.0,"서비스/고객지원, 서울"
69,디만트코리아,30.0,"영업/제휴, 서울"
70,디만트코리아,20.0,"유통/무역, 서울"
71,디에스브이솔루션스,60.0,"서비스/고객지원, 서울"
72,디에스브이솔루션스,60.0,"유통/무역, 서울"
73,디와이씨,100.0,"기획/경영, 경북"
74,디와이씨,60.0,"생산/제조, 경북"
75,롯데네슬레코리아,40.0,"개발, 서울"
76,롯데네슬레코리아,100.0,"법률/법무, 서울"
77,롯데네슬레코리아,20.0,"생산/제조, 충북"
78,롯데네슬레코리아,20.0,"생산관리/품질관리, 충북"
79,롯데네슬레코리아,20.0,"영업/제휴, 서울"
80,롯데씨브이에스711,40.0,"디자인, 서울"
81,롯데씨브이에스711,100.0,"서비스/고객지원, 전남"
82,롯데씨브이에스711,60.0,"영업/제휴, 대전"
83,롯데씨브이에스711,60.0,"영업/제휴, 서울"
84,롯데씨브이에스711,60.0,"영업/제휴, 인천"
85,리젠시아시아,20.0,"마케팅/시장조사, 서울"
86,리젠시아시아,60.0,"서비스/고객지원, 서울"
87,리젠시아시아,73.333,"유통/무역, 서울"
88,리텍,100.0,"생산/제조, 세종"
89,리텍,60.0,"연구개발, 대전"
90,리텍,70.0,"연구개발, 세종"
91,리텍,60.0,"인사/총무, 세종"
92,린데코리아,60.0,"금융/재무, 경기"
93,린데코리아,100.0,"생산/제조, 경기"
94,린데코리아,80.0,"생산관리/품질관리, 충남"
95,린데코리아,80.0,"인사/총무, 전북"
96,마이크로로봇,40.0,"개발, 경기"
97,마이크로로봇,20.0,"생산/제조, 충북"
98,마이크로로봇,60.0,"엔지니어링, 충북"
99,마이크로로봇,60.0,"연구개발, 경기"
100,마이크로로봇,100.0,"영업/제휴, 충북"
101,마인드원,40.0,"개발, 경기"
102,마인드원,20.0,"개발, 서울"
103,마인드원,40.0,"엔지니어링, 서울"
104,메디앙스,20.0,"마케팅/시장조사, 서울"
105,메디앙스,40.0,"연구개발, 서울"
106,메디앙스,40.0,"영업/제휴, 서울"
107,메타넷글로벌,66.667,"개발, 서울"
108,메타넷글로벌,70.0,"기획/경영, 서울"
109,무림에스피,80.0,"생산/제조, 대구"
110,무림에스피,20.0,"생산관리/품질관리, 대구"
111,무림피앤피,80.0,"기획/경영, 서울"
112,무림피앤피,80.0,"생산/제조, 울산"
113,무림피앤피,20.0,"엔지니어링, 울산"
114,무인양품,70.0,"서비스/고객지원, 경기"
115,무인양품,60.0,"서비스/고객지원, 서울"
116,무인양품,40.0,"유통/무역, 부산"
117,문엔지니어링,60.0,"기획/경영, 서울"
118,문엔지니어링,33.333,"엔지니어링, 서울"
119,문엔지니어링,80.0,"인사/총무, 경기"
120,미디어젠,50.0,"개발, 서울"
121,미디어젠,60.0,"기획/경영, 서울"
122,미래나노텍,40.0,"미디어/홍보, 충북"
123,미래나노텍,70.0,"생산/제조, 충북"
124,미래나노텍,40.0,"생산관리/품질관리, 충북"
125,미래나노텍,100.0,"엔지니어링, 충북"
126,미래로21병원,56.0,"의약, 광주"
127,미래산업,60.0,"개발, 충남"
128,미래산업,50.0,"생산/제조, 충남"
129,미래산업,30.0,"연구개발, 충남"
130,미래손해사정,40.0,"금융/재무, 부산"
131,미래손해사정,55.0,"금융/재무, 서울"
132,미래솔한의원,60.0,"기획/경영, 서울"
133,미래솔한의원,53.333,"마케팅/시장조사, 서울"
134,미래솔한의원,60.0,"서비스/고객지원, 서울"
135,미래에셋자산운용,64.0,"금융/재무, 서울"
136,미래에셋캐피탈,80.0,"개발, 서울"
137,미래에셋캐피탈,40.0,"금융/재무, 서울"
138,미래에셋캐피탈,46.667,"기획/경영, 서울"
139,미래오토스,20.0,"기획/경영, 서울"
140,미래오토스,20.0,"연구개발, 경기"
141,미래오토스,40.0,"연구개발, 서울"
142,미래인더스트리,20.0,"기획/경영, 경남"
143,미래인더스트리,20.0,"생산/제조, 경남"
144,미래인더스트리,20.0,"생산관리/품질관리, 경남"
145,미래종합기술,80.0,"엔지니어링, 서울"
146,미래종합기술,35.0,"엔지니어링, 울산"
147,미래테크,60.0,"디자인, 대구"
148,미래테크,60.0,"생산/제조, 대구"
149,미래테크,20.0,"전문직, 대구"
150,미르치과병원,80.0,"의약, 경남"
151,미르치과병원,20.0,"의약, 경북"
152,미르치과병원,80.0,"의약, 광주"
153,미르치과병원,20.0,"의약, 대구"
154,미미라이팅,20.0,"금융/재무, 인천"
155,미미라이팅,30.0,"생산/제조, 인천"
156,미미라이팅,20.0,"생산관리/품질관리, 인천"
157,미미라이팅,40.0,"인사/총무, 인천"
158,미승씨앤에스검사,40.0,"개발, 부산"
159,미승씨앤에스검사,46.667,"엔지니어링, 부산"
160,미쓰비시다나베파마코리아,20.0,"마케팅/시장조사, 서울"
161,미쓰비시다나베파마코리아,80.0,"생산/제조, 경기"
162,미쓰비시다나베파마코리아,80.0,"연구개발, 경기"
163,미쓰비시다나베파마코리아,20.0,"영업/제휴, 부산"
164,미쓰비시다나베파마코리아,20.0,"영업/제휴, 서울"
165,미쓰이스미토모해상화재보험한국지점,93.333,"금융/재무, 서울"
166,미쓰이스미토모해상화재보험한국지점,90.0,"마케팅/시장조사, 서울"
167,미원상사,80.0,"금융/재무, 경기"
168,미원상사,20.0,"생산/제조, 경기"
169,미원상사,20.0,"생산/제조, 전북"
170,미원상사,40.0,"생산관리/품질관리, 전북"
171,미원스페셜티케미칼,60.0,"기획/경영, 경기"
172,미원스페셜티케미칼,80.0,"생산/제조, 충남"
173,미원스페셜티케미칼,60.0,"생산/제조, 충북"
174,미원스페셜티케미칼,60.0,"인사/총무, 전북"
175,미원화학,100.0,"생산/제조, 강원"
176,미원화학,40.0,"생산/제조, 울산"
177,미원화학,80.0,"생산/제조, 충남"
178,미원화학,80.0,"서비스/고객지원, 충남"
179,미창석유공업,40.0,"금융/재무, 부산"
180,미창석유공업,40.0,"기획/경영, 부산"
181,미창석유공업,60.0,"생산/제조, 부산"
182,미창석유공업,20.0,"생산관리/품질관리, 울산"
183,미창석유공업,80.0,"영업/제휴, 부산"
184,미창조,30.0,"기획/경영, 서울"
185,미창조,20.0,"디자인, 서울"
186,미창조,20.0,"영업/제휴, 서울"
187,미추홀병원,60.0,"기획/경영, 인천"
188,미추홀병원,60.0,"의약, 서울"
189,미추홀병원,60.0,"의약, 인천"
190,믹시스템,36.0,"개발, 서울"
191,민병원,60.0,"기획/경영, 서울"
192,민병원,20.0,"의약, 서울"
193,밀레시스텍,80.0,"기획/경영, 경기"
194,밀레시스텍,20.0,"생산관리/품질관리, 경기"
195,밀레시스텍,60.0,"연구개발, 경기"
196,밀레시스텍,20.0,"영업/제휴, 경기"
197,바다중공업,80.0,"기획/경영, 경남"
198,바다중공업,70.0,"생산/제조, 경남"
199,바다중공업,20.0,"생산관리/품질관리, 경남"
200,바다중공업,20.0,"엔지니어링, 경남"
201,바디텍메드,60.0,"개발, 강원"
202,바디텍메드,40.0,"생산/제조, 강원"
203,바디텍메드,100.0,"연구개발, 강원"
204,바디텍메드,100.0,"영업/제휴, 강원"
205,바디텍메드,60.0,"영업/제휴, 서울"
206,바로병원,60.0,"서비스/고객지원, 인천"
207,바로병원,50.0,"의약, 인천"
208,바로병원,60.0,"인사/총무, 인천"
209,바르질라코리아,80.0,"금융/재무, 부산"
210,바르질라코리아,60.0,"기획/경영, 부산"
211,바르질라코리아,80.0,"서비스/고객지원, 부산"
212,바르질라코리아,70.0,"엔지니어링, 부산"
213,바른손팬시,20.0,"기획/경영, 서울"
214,바른손팬시,60.0,"디자인, 경기"
215,바른손팬시,50.0,"디자인, 서울"
216,바른손팬시,40.0,"영업/제휴, 서울"
217,바른화재특종손해사정,50.0,"금융/재무, 대전"
218,바른화재특종손해사정,60.0,"금융/재무, 서울"
219,바른화재특종손해사정,60.0,"전문직, 서울"
220,바이드뮬러코리아,20.0,"마케팅/시장조사, 서울"
221,바이드뮬러코리아,65.0,"영업/제휴, 서울"
222,바이스트로닉코리아,60.0,"서비스/고객지원, 인천"
223,바이스트로닉코리아,60.0,"엔지니어링, 경기"
224,바이스트로닉코리아,40.0,"엔지니어링, 인천"
225,바이스트로닉코리아,40.0,"영업/제휴, 경기"
226,바이스트로닉코리아,60.0,"영업/제휴, 인천"
227,바이엘코리아,100.0,"교육, 서울"
228,바이엘코리아,90.0,"기획/경영, 서울"
229,바이엘코리아,40.0,"영업/제휴, 서울"
230,바이엘코리아,100.0,"의약, 서울"
231,바이엘크롭사이언스,40.0,"마케팅/시장조사, 서울"
232,바이엘크롭사이언스,40.0,"생산/제조, 대전"
233,바이엘크롭사이언스,60.0,"생산관리/품질관리, 대전"
234,바이엘크롭사이언스,80.0,"연구개발, 경기"
235,바이오뷰텍,20.0,"개발, 경기"
236,바이오뷰텍,20.0,"생산/제조, 경기"
237,바이오뷰텍,26.667,"연구개발, 경기"
238,바이오스펙트럼,60.0,"생산/제조, 경기"
239,바이오스펙트럼,40.0,"생산관리/품질관리, 경기"
240,바이오스펙트럼,60.0,"연구개발, 경기"
241,바이오스펙트럼,80.0,"영업/제휴, 경기"
242,바이탈에어코리아,60.0,"기획/경영, 서울"
243,바이탈에어코리아,60.0,"서비스/고객지원, 부산"
244,바이탈에어코리아,80.0,"엔지니어링, 서울"
245,바이탈에어코리아,60.0,"의약, 서울"
246,바텍코리아,20.0,"서비스/고객지원, 서울"
247,바텍코리아,20.0,"엔지니어링, 서울"
248,바텍코리아,20.0,"영업/제휴, 경기"
249,바텍코리아,50.0,"영업/제휴, 서울"
250,반다이남코엔터테인먼트코리아,40.0,"마케팅/시장조사, 서울"
251,반다이남코엔터테인먼트코리아,60.0,"미디어/홍보, 서울"
252,반다이남코엔터테인먼트코리아,86.667,"전문직, 서울"
253,반다이코리아,20.0,"기획/경영, 경기"
254,반다이코리아,20.0,"기획/경영, 서울"
255,반다이코리아,80.0,"서비스/고객지원, 부산"
256,반다이코리아,60.0,"영업/제휴, 기타"
257,반다이코리아,20.0,"유통/무역, 서울"
258,반도코리아,60.0,"생산/제조, 경남"
259,반도코리아,50.0,"생산관리/품질관리, 경남"
260,발레오오토모티브코리아,40.0,"기획/경영, 경기"
261,발레오오토모티브코리아,66.667,"연구개발, 경기"
262,발레오오토모티브코리아,60.0,"영업/제휴, 경기"
263,발레오전장시스템스코리아,60.0,"개발, 경북"
264,발레오전장시스템스코리아,60.0,"기획/경영, 경북"
265,발레오전장시스템스코리아,40.0,"생산관리/품질관리, 경북"
266,발레오전장시스템스코리아,60.0,"연구개발, 경북"
267,발보일플루이드파워코리아,60.0,"생산/제조, 경기"
268,발보일플루이드파워코리아,60.0,"생산관리/품질관리, 경기"
269,발보일플루이드파워코리아,20.0,"서비스/고객지원, 경기"
270,방주광학,40.0,"개발, 경기"
271,방주광학,60.0,"금융/재무, 경기"
272,방주광학,50.0,"생산/제조, 경기"
273,방주광학,40.0,"생산관리/품질관리, 경기"
274,백광,30.0,"기획/경영, 서울"
275,백광,40.0,"디자인, 서울"
276,백광,20.0,"영업/제휴, 서울"
277,백호식품,20.0,"금융/재무, 서울"
278,백호식품,20.0,"디자인, 경기"
279,백호식품,20.0,"생산/제조, 경기"
280,백호식품,40.0,"생산관리/품질관리, 경기"
281,뱅크오브아메리카,60.0,"금융/재무, 서울"
282,뱅크오브아메리카,90.0,"금융/재무, 해외"
283,뱅크오브아메리카,80.0,"기획/경영, 해외"
284,버버리코리아,60.0,"교육, 인천"
285,버버리코리아,40.0,"서비스/고객지원, 경기"
286,버버리코리아,80.0,"서비스/고객지원, 서울"
287,버버리코리아,60.0,"영업/제휴, 대구"
288,버슘머트리얼즈코리아,60.0,"생산/제조, 서울"
289,버슘머트리얼즈코리아,100.0,"생산관리/품질관리, 경기"
290,버슘머트리얼즈코리아,80.0,"엔지니어링, 서울"
291,버슘머트리얼즈코리아,80.0,"영업/제휴, 경기"
292,버슘머트리얼즈코리아,80.0,"유통/무역, 경기"
293,버츄얼빌더스,60.0,"개발, 서울"
294,버츄얼빌더스,53.333,"기획/경영, 서울"
295,버츄얼빌더스,60.0,"연구개발, 서울"
296,버커트코리아,55.0,"영업/제휴, 경기"
297,범우화학공업,20.0,"기획/경영, 서울"
298,범우화학공업,60.0,"생산관리/품질관리, 경기"
299,범우화학공업,80.0,"연구개발, 경남"
300,범우화학공업,40.0,"영업/제휴, 경남"
301,범우화학공업,60.0,"영업/제휴, 서울"
302,법무법인하나,60.0,"법률/법무, 서울"
303,법무법인하나,20.0,"생산/제조, 경기"
304,법무법인하나,40.0,"엔지니어링, 경기"
305,법무법인하나,60.0,"영업/제휴, 경기"
306,법무법인하나,40.0,"인사/총무, 경기"
307,베네피트코스메틱스코리아,60.0,"디자인, 서울"
308,베네피트코스메틱스코리아,50.0,"서비스/고객지원, 경기"
309,베네피트코스메틱스코리아,50.0,"서비스/고객지원, 서울"
310,베링거인겔하임동물약품,100.0,"마케팅/시장조사, 서울"
311,베링거인겔하임동물약품,80.0,"서비스/고객지원, 서울"
312,베링거인겔하임동물약품,100.0,"영업/제휴, 서울"
313,베링거인겔하임동물약품,80.0,"의약, 기타"
314,베베데코,60.0,"디자인, 서울"
315,베베데코,20.0,"마케팅/시장조사, 서울"
316,베베데코,80.0,"유통/무역, 서울"
317,베수비우스유케이리미티드,20.0,"생산/제조, 충남"
318,베수비우스유케이리미티드,20.0,"엔지니어링, 충남"
319,베수비우스유케이리미티드,40.0,"영업/제휴, 기타"
320,베수비우스유케이리미티드,20.0,"영업/제휴, 충남"
321,베스티안병원,40.0,"서비스/고객지원, 부산"
322,베스티안병원,60.0,"서비스/고객지원, 서울"
323,베스티안병원,40.0,"연구개발, 충북"
324,베스티안병원,50.0,"의약, 서울"
325,베인앤드컴퍼니코리아인크,100.0,"금융/재무, 서울"
326,베인앤드컴퍼니코리아인크,80.0,"기획/경영, 서울"
327,베커코리아,40.0,"금융/재무, 경기"
328,베커코리아,40.0,"기획/경영, 경기"
329,베커코리아,20.0,"영업/제휴, 경기"
330,베커코리아,30.0,"영업/제휴, 서울"
331,베페사징크코리아,32.0,"생산/제조, 경북"
332,벡톤디킨슨코리아,40.0,"마케팅/시장조사, 서울"
333,벡톤디킨슨코리아,60.0,"서비스/고객지원, 서울"
334,벡톤디킨슨코리아,80.0,"영업/제휴, 서울"
335,벤큐코리아,60.0,"마케팅/시장조사, 서울"
336,벤큐코리아,73.333,"영업/제휴, 서울"
337,벤텍스,20.0,"기획/경영, 경기"
338,벤텍스,80.0,"생산/제조, 서울"
339,벤텍스,20.0,"연구개발, 경기"
340,벤텍스,40.0,"연구개발, 서울"
341,벤텍스,40.0,"영업/제휴, 서울"
342,벽산건설,100.0,"금융/재무, 서울"
343,벽산건설,100.0,"기획/경영, 서울"
344,벽산건설,100.0,"엔지니어링, 서울"
345,벽산건설,60.0,"인사/총무, 부산"
346,벽산엔지니어링,60.0,"금융/재무, 서울"
347,벽산엔지니어링,55.0,"엔지니어링, 서울"
348,벽산페인트,40.0,"금융/재무, 서울"
349,벽산페인트,60.0,"법률/법무, 서울"
350,벽산페인트,20.0,"연구개발, 부산"
351,벽산페인트,60.0,"영업/제휴, 부산"
352,벽산페인트,40.0,"영업/제휴, 서울"
353,보국전기공업,26.667,"엔지니어링, 대구"
354,보국전기공업,20.0,"엔지니어링, 서울"
355,보국전기공업,40.0,"전문직, 대구"
356,보나뱅크,60.0,"개발, 서울"
357,보나뱅크,40.0,"영업/제휴, 서울"
358,보람정보산업,20.0,"기획/경영, 서울"
359,보람정보산업,20.0,"인사/총무, 서울"
360,보령,80.0,"교육, 대구"
361,보령,80.0,"기획/경영, 광주"
362,보령,40.0,"기획/경영, 서울"
363,보령,80.0,"영업/제휴, 경기"
364,보령,80.0,"영업/제휴, 부산"
365,보성정보통신,35.0,"생산/제조, 경기"
366,보성정보통신,40.0,"생산관리/품질관리, 경기"
367,보스톤사이언티픽코리아,76.0,"영업/제휴, 서울"
368,보은전자방송통신,80.0,"기획/경영, 서울"
369,보은전자방송통신,60.0,"생산관리/품질관리, 서울"
370,보은전자방송통신,40.0,"영업/제휴, 서울"
371,보은전자방송통신,60.0,"유통/무역, 서울"
372,보이스커뮤니케이션,20.0,"마케팅/시장조사, 서울"
373,보이스커뮤니케이션,35.0,"미디어/홍보, 서울"
374,보테가베네타코리아,60.0,"기획/경영, 서울"
375,보테가베네타코리아,40.0,"마케팅/시장조사, 서울"
376,보테가베네타코리아,60.0,"서비스/고객지원, 경기"
377,보테가베네타코리아,60.0,"유통/무역, 서울"
378,보테가베네타코리아,60.0,"인사/총무, 서울"
379,보해양조,60.0,"마케팅/시장조사, 서울"
380,보해양조,40.0,"생산/제조, 광주"
381,보해양조,60.0,"생산관리/품질관리, 전남"
382,보해양조,40.0,"영업/제휴, 기타"
383,본애드컴,40.0,"개발, 서울"
384,본애드컴,20.0,"기획/경영, 서울"
385,본애드컴,80.0,"마케팅/시장조사, 경기"
386,본애드컴,40.0,"마케팅/시장조사, 서울"
387,볼보그룹코리아,60.0,"생산/제조, 경남"
388,볼보그룹코리아,80.0,"생산관리/품질관리, 경남"
389,볼보그룹코리아,60.0,"연구개발, 경남"
390,봄빛병원,20.0,"서비스/고객지원, 경기"
391,봄빛병원,26.667,"의약, 경기"
392,봄빛병원,40.0,"전문직, 경기"
393,봄텍전자,40.0,"생산관리/품질관리, 서울"
394,부광약품,60.0,"교육, 서울"
395,부광약품,20.0,"생산/제조, 경기"
396,부광약품,40.0,"영업/제휴, 경기"
397,부광약품,40.0,"영업/제휴, 서울"
398,부광약품,80.0,"의약, 서울"
399,부광정밀공업,35.0,"생산/제조, 경남"
400,부광정밀공업,60.0,"엔지니어링, 경남"
401,부국산업,60.0,"개발, 충남"
402,부국산업,40.0,"금융/재무, 전남"
403,부국산업,100.0,"생산/제조, 울산"
404,부국산업,40.0,"생산/제조, 전남"
405,부국산업,60.0,"연구개발, 충남"
406,부국증권,44.0,"금융/재무, 서울"
407,부루벨코리아,60.0,"마케팅/시장조사, 서울"
408,부루벨코리아,60.0,"서비스/고객지원, 서울"
409,부루벨코리아,80.0,"서비스/고객지원, 인천"
410,부루벨코리아,60.0,"영업/제휴, 서울"
411,부루벨코리아,80.0,"인사/총무, 서울"
412,부산경남우유협동조합,73.333,"생산/제조, 경남"
413,부산경남우유협동조합,80.0,"생산/제조, 부산"
414,부산경남우유협동조합,80.0,"생산관리/품질관리, 경남"
415,부산교통공사,80.0,"서비스/고객지원, 부산"
416,부산교통공사,90.0,"엔지니어링, 부산"
417,부산교통공사,100.0,"유통/무역, 부산"
418,부산교통공사,80.0,"특수계층/공공, 부산"
419,부산도시공사,60.0,"기획/경영, 부산"
420,부산도시공사,70.0,"서비스/고객지원, 부산"
421,부산도시공사,60.0,"엔지니어링, 부산"
422,부산본병원,20.0,"서비스/고객지원, 부산"
423,부산본병원,55.0,"의약, 부산"
424,부산신용보증재단,80.0,"금융/재무, 부산"
425,부산신용보증재단,100.0,"기획/경영, 부산"
426,부산신항국제터미널,70.0,"기획/경영, 부산"
427,부산신항국제터미널,20.0,"생산관리/품질관리, 부산"
428,부산신항국제터미널,80.0,"엔지니어링, 부산"
429,부산신항국제터미널,80.0,"유통/무역, 부산"
430,부산신항만,40.0,"서비스/고객지원, 부산"
431,부산신항만,40.0,"엔지니어링, 부산"
432,부산신항만,40.0,"영업/제휴, 부산"
433,부산신항만,80.0,"유통/무역, 부산"
434,부산신항만,20.0,"특수계층/공공, 부산"
435,부산주공,20.0,"생산/제조, 부산"
436,부산주공,60.0,"생산/제조, 울산"
437,부산주공,33.333,"엔지니어링, 울산"
438,부전전자,40.0,"디자인, 경기"
439,부전전자,33.333,"연구개발, 경기"
440,부전전자,40.0,"유통/무역, 해외"
441,부천대성병원,20.0,"미디어/홍보, 경기"
442,부천대성병원,20.0,"서비스/고객지원, 경기"
443,부천대성병원,20.0,"의약, 경기"
444,부천대성병원,40.0,"전문직, 경기"
445,브래덤기념병원,40.0,"의약, 인천"
446,브래덤기념병원,60.0,"인사/총무, 인천"
447,브래덤기념병원,60.0,"전문직, 인천"
448,브랜드메디칼,53.333,"마케팅/시장조사, 서울"
449,브랜드메디칼,60.0,"마케팅/시장조사, 인천"
450,브랜드메디칼,60.0,"미디어/홍보, 경기"
451,브랜드앤컴퍼니,75.0,"기획/경영, 서울"
452,브랜드앤컴퍼니,60.0,"디자인, 서울"
453,브랜디드라이프스타일코리아,60.0,"디자인, 서울"
454,브랜디드라이프스타일코리아,40.0,"생산/제조, 서울"
455,브랜디드라이프스타일코리아,46.667,"영업/제휴, 서울"
456,브로드컴커뮤니케이션즈코리아,73.333,"개발, 서울"
457,브로드컴커뮤니케이션즈코리아,60.0,"생산/제조, 경기"
458,브로드컴커뮤니케이션즈코리아,100.0,"연구개발, 서울"
459,브룩스오토메이션아시아,80.0,"금융/재무, 경기"
460,브룩스오토메이션아시아,80.0,"기획/경영, 경기"
461,브룩스오토메이션아시아,50.0,"생산/제조, 경기"
462,브룩스오토메이션아시아,60.0,"생산관리/품질관리, 경기"
463,브룩스인스트루먼트코리아,20.0,"생산/제조, 경기"
464,브룩스인스트루먼트코리아,60.0,"생산관리/품질관리, 경기"
465,브룩스인스트루먼트코리아,60.0,"서비스/고객지원, 경기"
466,브룩스인스트루먼트코리아,20.0,"엔지니어링, 경기"
467,브룩스인스트루먼트코리아,80.0,"영업/제휴, 경기"
468,브리지스톤타이어세일즈코리아,80.0,"마케팅/시장조사, 서울"
469,브리지스톤타이어세일즈코리아,60.0,"영업/제휴, 서울"
470,브리티쉬아메리칸토바코코리아제조,66.667,"생산/제조, 경남"
471,브리티쉬아메리칸토바코코리아제조,40.0,"생산/제조, 경북"
472,브리티쉬아메리칸토바코코리아제조,60.0,"유통/무역, 경남"
473,브이아이자산운용,40.0,"금융/재무, 서울"
474,브이아이자산운용,60.0,"서비스/고객지원, 서울"
475,브이테크놀로지코리아,80.0,"개발, 충남"
476,브이테크놀로지코리아,50.0,"생산/제조, 충남"
477,브이테크놀로지코리아,20.0,"생산관리/품질관리, 충남"
478,브이테크놀로지코리아,60.0,"엔지니어링, 충남"
479,브이피,80.0,"개발, 서울"
480,브이피,20.0,"기획/경영, 서울"
481,브이피,60.0,"데이터, 서울"
482,브이피,100.0,"마케팅/시장조사, 서울"
483,브이피,80.0,"영업/제휴, 서울"
484,블루앤트리,20.0,"금융/재무, 서울"
485,블루앤트리,20.0,"디자인, 서울"
486,블루앤트리,20.0,"서비스/고객지원, 서울"
487,블리자드엔터테인먼트,56.0,"서비스/고객지원, 서울"
488,비나텍,70.0,"생산/제조, 전북"
489,비나텍,40.0,"생산관리/품질관리, 전북"
490,비나텍,60.0,"영업/제휴, 경기"
491,비나텍,40.0,"유통/무역, 전북"
492,비룡전자,25.0,"생산/제조, 경기"
493,비룡전자,40.0,"서비스/고객지원, 경기"
494,비바스튜디오,100.0,"금융/재무, 서울"
495,비바스튜디오,60.0,"디자인, 서울"
496,비바스튜디오,20.0,"마케팅/시장조사, 경기"
497,비바스튜디오,20.0,"영업/제휴, 경기"
498,비바스튜디오,80.0,"인사/총무, 서울"
499,비브라운코리아,40.0,"마케팅/시장조사, 서울"
500,비브라운코리아,70.0,"생산관리/품질관리, 서울"
501,비브라운코리아,60.0,"영업/제휴, 서울"
502,비비엠씨,45.0,"개발, 서울"
503,비비엠씨,80.0,"기획/경영, 서울"
504,비손메디칼,50.0,"생산/제조, 서울"
505,비손메디칼,40.0,"서비스/고객지원, 서울"
506,비스티온일렉트로닉스코리아,80.0,"생산/제조, 충남"
507,비스티온일렉트로닉스코리아,45.0,"연구개발, 서울"
508,비스프로컨설팅,26.667,"개발, 서울"
509,비스프로컨설팅,30.0,"데이터, 서울"
510,비씨꾸뜨르,48.0,"디자인, 서울"
511,비씨카드,60.0,"금융/재무, 서울"
512,비씨카드,60.0,"마케팅/시장조사, 서울"
513,비씨카드,60.0,"법률/법무, 서울"
514,비씨카드,60.0,"서비스/고객지원, 서울"
515,비알코리아,100.0,"마케팅/시장조사, 서울"
516,비알코리아,80.0,"서비스/고객지원, 부산"
517,비알코리아,60.0,"서비스/고객지원, 서울"
518,비알코리아,40.0,"유통/무역, 충북"
519,비앤빛강남밝은세상안과,60.0,"서비스/고객지원, 서울"
520,비앤빛강남밝은세상안과,60.0,"의약, 서울"
521,비앤에프테크놀로지,73.333,"개발, 대전"
