,회사명,총점,"직무, 지역"
4933,태창기계공업,40.0,"영업/제휴, 인천"
4934,태창기업,33.333,"생산/제조, 경남"
4935,태창기업,80.0,"생산/제조, 부산"
4936,태창기업,40.0,"생산관리/품질관리, 경남"
4937,태평양물산,60.0,"기획/경영, 서울"
4938,태평양물산,70.0,"디자인, 서울"
4939,태평양물산,80.0,"생산관리/품질관리, 서울"
4940,태평양물산,60.0,"영업/제휴, 서울"
4941,태평양에어콘트롤공업,60.0,"생산/제조, 충남"
4942,태평양에어콘트롤공업,50.0,"생산관리/품질관리, 충남"
4943,태평양에어콘트롤공업,20.0,"인사/총무, 충남"
4944,태화국제운송,40.0,"금융/재무, 서울"
4945,태화국제운송,35.0,"유통/무역, 서울"
4946,탱크테크,60.0,"개발, 부산"
4947,탱크테크,80.0,"생산관리/품질관리, 부산"
4948,탱크테크,40.0,"영업/제휴, 부산"
4949,테고사이언스,20.0,"생산관리/품질관리, 서울"
4950,테고사이언스,40.0,"연구개발, 서울"
4951,테고사이언스,40.0,"인사/총무, 서울"
4952,테네코코리아,70.0,"생산/제조, 경기"
4953,테네코코리아,80.0,"유통/무역, 경기"
4954,테라다인코리아,60.0,"개발, 경기"
4955,테라다인코리아,100.0,"서비스/고객지원, 경기"
4956,테라다인코리아,66.667,"엔지니어링, 서울"
4957,테라코코리아,60.0,"생산/제조, 서울"
4958,테라코코리아,80.0,"생산관리/품질관리, 경기"
4959,테라코코리아,53.333,"영업/제휴, 서울"
4960,테사테이프코리아,70.0,"영업/제휴, 서울"
4961,테사테이프코리아,66.667,"유통/무역, 서울"
4962,테스토코리아,80.0,"마케팅/시장조사, 서울"
4963,테스토코리아,60.0,"영업/제휴, 서울"
4964,테코스,20.0,"기획/경영, 경기"
4965,테코스,40.0,"생산/제조, 경기"
4966,테코스,20.0,"생산/제조, 충북"
4967,테코스,20.0,"생산관리/품질관리, 경기"
4968,테크메이트코리아대부,55.0,"금융/재무, 서울"
4969,테트라팩,80.0,"기획/경영, 서울"
4970,테트라팩,80.0,"생산/제조, 서울"
4971,테트라팩,80.0,"서비스/고객지원, 서울"
4972,테트라팩,80.0,"엔지니어링, 경기"
4973,텍사스인스트루먼트코리아,60.0,"서비스/고객지원, 서울"
4974,텍사스인스트루먼트코리아,60.0,"영업/제휴, 경기"
4975,텍사스인스트루먼트코리아,80.0,"영업/제휴, 서울"
4976,텐센트코리아,70.0,"개발, 서울"
4977,텐센트코리아,100.0,"기획/경영, 서울"
4978,텐센트코리아,80.0,"디자인, 서울"
4979,텐센트코리아,40.0,"마케팅/시장조사, 서울"
4980,텔코웨어,60.0,"개발, 서울"
4981,텔콤인터내쇼날,100.0,"개발, 서울"
4982,텔콤인터내쇼날,40.0,"영업/제휴, 서울"
4983,토요코인코리아,40.0,"금융/재무, 기타"
4984,토요코인코리아,66.667,"서비스/고객지원, 부산"
4985,토요코인코리아,40.0,"서비스/고객지원, 울산"
4986,토즈코리아,100.0,"기획/경영, 서울"
4987,토즈코리아,60.0,"서비스/고객지원, 경기"
4988,토즈코리아,40.0,"서비스/고객지원, 대전"
4989,토즈코리아,20.0,"영업/제휴, 서울"
4990,토즈코리아,60.0,"유통/무역, 서울"
4991,토판포토마스크,66.667,"생산/제조, 경기"
4992,토판포토마스크,40.0,"엔지니어링, 경기"
4993,토판포토마스크,60.0,"인사/총무, 경기"
4994,토피아에듀케이션,60.0,"교육, 서울"
4995,토피아에듀케이션,60.0,"금융/재무, 경기"
4996,토피아정보기술,60.0,"개발, 기타"
4997,토피아정보기술,50.0,"개발, 서울"
4998,톨글로벌로지스틱스코리아,40.0,"영업/제휴, 서울"
4999,톨글로벌로지스틱스코리아,60.0,"유통/무역, 경기"
5000,톨글로벌로지스틱스코리아,60.0,"유통/무역, 기타"
5001,톨글로벌로지스틱스코리아,50.0,"유통/무역, 서울"
5002,트라이콤텍,30.0,"개발, 서울"
5003,트라이콤텍,20.0,"생산/제조, 서울"
5004,트라이콤텍,40.0,"연구개발, 서울"
5005,트라이콤텍,80.0,"영업/제휴, 서울"
5006,트러스톤자산운용,65.0,"금융/재무, 서울"
5007,트러스톤자산운용,40.0,"마케팅/시장조사, 서울"
5008,트레인코리아,80.0,"기획/경영, 서울"
5009,트레인코리아,80.0,"서비스/고객지원, 서울"
5010,트레인코리아,20.0,"엔지니어링, 서울"
5011,트레인코리아,80.0,"영업/제휴, 서울"
5012,트렉바이시클코리아,20.0,"기획/경영, 서울"
5013,트렉바이시클코리아,100.0,"마케팅/시장조사, 서울"
5014,트렉바이시클코리아,80.0,"서비스/고객지원, 광주"
5015,트렉바이시클코리아,80.0,"서비스/고객지원, 기타"
5016,트렉바이시클코리아,80.0,"서비스/고객지원, 서울"
5017,트릭아이미술관,100.0,"기획/경영, 서울"
5018,트릭아이미술관,60.0,"디자인, 서울"
5019,트릭아이미술관,20.0,"마케팅/시장조사, 서울"
5020,트릭아이미술관,100.0,"서비스/고객지원, 서울"
5021,티디케이한국,60.0,"생산/제조, 경기"
5022,티디케이한국,60.0,"생산관리/품질관리, 경기"
5023,티디케이한국,60.0,"엔지니어링, 경기"
5024,티브이로직,60.0,"생산관리/품질관리, 경기"
5025,티브이로직,33.333,"생산관리/품질관리, 서울"
5026,티브이로직,20.0,"연구개발, 서울"
5027,티비더블유에이코리아,73.333,"마케팅/시장조사, 서울"
5028,티비더블유에이코리아,80.0,"미디어/홍보, 서울"
5029,티비티,80.0,"기획/경영, 인천"
5030,티비티,40.0,"생산/제조, 경기"
5031,티비티,40.0,"생산관리/품질관리, 경기"
5032,티센크루프머티리얼코리아,20.0,"금융/재무, 서울"
5033,티센크루프머티리얼코리아,40.0,"기획/경영, 서울"
5034,티센크루프머티리얼코리아,60.0,"생산/제조, 인천"
5035,티센크루프머티리얼코리아,40.0,"영업/제휴, 서울"
5036,티센크루프엘리베이터코리아,60.0,"개발, 충남"
5037,티센크루프엘리베이터코리아,60.0,"생산/제조, 충남"
5038,티센크루프엘리베이터코리아,80.0,"생산관리/품질관리, 충남"
5039,티센크루프엘리베이터코리아,40.0,"서비스/고객지원, 서울"
5040,티센크루프엘리베이터코리아,80.0,"인사/총무, 서울"
5041,티아이씨,30.0,"생산/제조, 경남"
5042,티아이씨,40.0,"서비스/고객지원, 경남"
5043,티아이씨,40.0,"영업/제휴, 경남"
5044,티에고,46.667,"디자인, 서울"
5045,티에고,80.0,"서비스/고객지원, 서울"
5046,티에고,60.0,"영업/제휴, 서울"
5047,티에스인터내셔날코리아,20.0,"디자인, 서울"
5048,티에스인터내셔날코리아,20.0,"생산/제조, 서울"
5049,티에스인터내셔날코리아,26.667,"영업/제휴, 서울"
5050,티엔엠에스,26.667,"개발, 서울"
5051,티엔엠에스,40.0,"마케팅/시장조사, 서울"
5052,티엔오디앤씨,40.0,"기획/경영, 울산"
5053,티엔오디앤씨,60.0,"생산/제조, 울산"
5054,티엔오디앤씨,20.0,"생산관리/품질관리, 울산"
5055,티오엠,20.0,"디자인, 경기"
5056,티오엠,20.0,"마케팅/시장조사, 경기"
5057,티오엠,40.0,"유통/무역, 경기"
5058,팅크웨어,50.0,"개발, 경기"
5059,팅크웨어,60.0,"금융/재무, 경기"
5060,팅크웨어,60.0,"마케팅/시장조사, 경기"
5061,팅크웨어,60.0,"영업/제휴, 경기"
5062,파나소닉디바이스세일즈코리아,20.0,"마케팅/시장조사, 서울"
5063,파나소닉디바이스세일즈코리아,46.667,"영업/제휴, 서울"
5064,파나소닉디바이스세일즈코리아,40.0,"인사/총무, 서울"
5065,파미셀,40.0,"마케팅/시장조사, 경기"
5066,파미셀,20.0,"생산/제조, 세종"
5067,파미셀,40.0,"생산관리/품질관리, 경기"
5068,파미셀,60.0,"생산관리/품질관리, 인천"
5069,파워렉스,20.0,"금융/재무, 경기"
5070,파워렉스,80.0,"기획/경영, 경기"
5071,파워렉스,20.0,"생산/제조, 경기"
5072,파워렉스,60.0,"유통/무역, 경기"
5073,파이언넷,68.0,"개발, 서울"
5074,파이오락스,60.0,"생산/제조, 인천"
5075,파이오락스,70.0,"생산관리/품질관리, 인천"
5076,파이오락스,60.0,"연구개발, 인천"
5077,파이오락스,60.0,"유통/무역, 인천"
5078,파주연천축산업협동조합,20.0,"금융/재무, 경기"
5079,파카코리아,80.0,"개발, 경기"
5080,파카코리아,80.0,"생산관리/품질관리, 경기"
5081,파카코리아,60.0,"서비스/고객지원, 경기"
5082,파카코리아,20.0,"연구개발, 경기"
5083,팍스코이앤아이,40.0,"개발, 서울"
5084,팍스코이앤아이,20.0,"미디어/홍보, 서울"
5085,팍스코이앤아이,20.0,"영업/제휴, 서울"
5086,팍스코이앤아이,40.0,"유통/무역, 서울"
5087,판알피나코리아,60.0,"서비스/고객지원, 서울"
5088,판알피나코리아,55.0,"유통/무역, 서울"
5089,팜스코,80.0,"기획/경영, 서울"
5090,팜스코,60.0,"법률/법무, 서울"
5091,팜스코,100.0,"생산관리/품질관리, 경북"
5092,팜스코,80.0,"엔지니어링, 경기"
5093,팜스코,80.0,"유통/무역, 충북"
5094,패션그룹형지,40.0,"금융/재무, 인천"
5095,패션그룹형지,40.0,"디자인, 서울"
5096,패션그룹형지,40.0,"영업/제휴, 인천"
5097,패션그룹형지,20.0,"유통/무역, 경남"
5098,패션그룹형지,20.0,"인사/총무, 인천"
5099,패숀팩토리,20.0,"기획/경영, 서울"
5100,패숀팩토리,100.0,"생산/제조, 서울"
5101,패숀팩토리,53.333,"영업/제휴, 서울"
5102,패스트퓨처브랜즈코리아,40.0,"금융/재무, 서울"
5103,패스트퓨처브랜즈코리아,80.0,"기획/경영, 서울"
5104,패스트퓨처브랜즈코리아,30.0,"디자인, 서울"
5105,패스트퓨처브랜즈코리아,60.0,"마케팅/시장조사, 서울"
5106,패시픽바이잉앤드마켓팅서비스리미티드,40.0,"기획/경영, 서울"
5107,패시픽바이잉앤드마켓팅서비스리미티드,60.0,"생산/제조, 서울"
5108,패시픽바이잉앤드마켓팅서비스리미티드,80.0,"생산관리/품질관리, 서울"
5109,패시픽바이잉앤드마켓팅서비스리미티드,50.0,"유통/무역, 서울"
5110,퍼스텍,40.0,"개발, 경남"
5111,퍼스텍,30.0,"기획/경영, 경남"
5112,퍼스텍,60.0,"생산관리/품질관리, 경남"
5113,퍼스텍,60.0,"영업/제휴, 경기"
5114,퍼스트어드밴티지재팬,40.0,"서비스/고객지원, 서울"
5115,퍼스트어드밴티지재팬,60.0,"인사/총무, 서울"
5116,펄라코리아,40.0,"마케팅/시장조사, 서울"
5117,펄라코리아,40.0,"서비스/고객지원, 서울"
5118,펄라코리아,20.0,"영업/제휴, 서울"
5119,펄라코리아,40.0,"유통/무역, 서울"
5120,펑션베이,80.0,"기획/경영, 경기"
5121,펑션베이,80.0,"마케팅/시장조사, 경기"
5122,펑션베이,100.0,"엔지니어링, 경기"
5123,펑션베이,90.0,"연구개발, 경기"
5124,페라가모코리아,20.0,"기획/경영, 서울"
5125,페라가모코리아,40.0,"마케팅/시장조사, 서울"
5126,페라가모코리아,60.0,"서비스/고객지원, 서울"
5127,페라가모코리아,50.0,"유통/무역, 서울"
5128,페르노리카코리아임페리얼,70.0,"기획/경영, 서울"
5129,페르노리카코리아임페리얼,60.0,"법률/법무, 서울"
5130,페르노리카코리아임페리얼,20.0,"영업/제휴, 서울"
5131,페르노리카코리아임페리얼,80.0,"유통/무역, 서울"
5132,페이레터,55.0,"개발, 서울"
5133,페이레터,60.0,"금융/재무, 서울"
5134,페펄앤드푹스코리아,40.0,"마케팅/시장조사, 서울"
5135,페펄앤드푹스코리아,53.333,"영업/제휴, 서울"
5136,페펄앤드푹스코리아,60.0,"유통/무역, 서울"
5137,펜실베니아주정부한국사무소,20.0,"기획/경영, 서울"
5138,펜타시스템테크놀러지,73.333,"개발, 서울"
5139,펜타시스템테크놀러지,70.0,"데이터, 서울"
5140,펜타시큐리티,45.0,"개발, 서울"
5141,펜타시큐리티,40.0,"기획/경영, 서울"
5142,펠리체골드,60.0,"디자인, 서울"
5143,펠리체골드,50.0,"마케팅/시장조사, 서울"
5144,펠리체골드,60.0,"생산관리/품질관리, 서울"
5145,펠리체골드,60.0,"서비스/고객지원, 서울"
5146,평화산업,40.0,"생산/제조, 대구"
5147,평화산업,30.0,"생산관리/품질관리, 대구"
5148,평화산업,40.0,"연구개발, 대구"
5149,평화오일씰공업,20.0,"생산/제조, 경북"
5150,평화오일씰공업,50.0,"생산/제조, 대구"
5151,평화오일씰공업,60.0,"엔지니어링, 대구"
5152,평화오일씰공업,60.0,"인사/총무, 대구"
5153,평화정공,70.0,"생산/제조, 대구"
5154,평화정공,100.0,"생산관리/품질관리, 대구"
5155,평화정공,60.0,"생산관리/품질관리, 해외"
5156,평화정공,60.0,"연구개발, 경기"
5157,평화홀딩스,60.0,"개발, 대구"
5158,평화홀딩스,60.0,"금융/재무, 대구"
5159,평화홀딩스,40.0,"기획/경영, 대구"
5160,평화홀딩스,40.0,"생산관리/품질관리, 대구"
5161,평화홀딩스,60.0,"유통/무역, 대구"
5162,포도재무설계,53.333,"영업/제휴, 서울"
5163,포도재무설계,100.0,"인사/총무, 서울"
5164,포레시아배기컨트롤시스템코리아,20.0,"생산관리/품질관리, 경기"
5165,포레시아배기컨트롤시스템코리아,30.0,"연구개발, 경기"
5166,포레시아배기컨트롤시스템코리아,40.0,"유통/무역, 경기"
5167,포레시아배기컨트롤시스템코리아,20.0,"인사/총무, 경기"
5168,포스코스틸리온,60.0,"금융/재무, 기타"
5169,포스코스틸리온,40.0,"생산/제조, 경북"
5170,포스코스틸리온,60.0,"영업/제휴, 서울"
5171,포스코에너지,20.0,"기획/경영, 경북"
5172,포스코에너지,80.0,"기획/경영, 서울"
5173,포스코에너지,80.0,"마케팅/시장조사, 서울"
5174,포스코에너지,60.0,"생산/제조, 경북"
5175,포스코에너지,60.0,"엔지니어링, 경기"
5176,포스코터미날,60.0,"금융/재무, 서울"
5177,포스코터미날,60.0,"엔지니어링, 전남"
5178,포스코터미날,60.0,"영업/제휴, 서울"
5179,포스코터미날,100.0,"유통/무역, 서울"
5180,포스코터미날,100.0,"인사/총무, 서울"
5181,포스텍전자,44.0,"생산/제조, 경남"
5182,포에버의원,30.0,"서비스/고객지원, 경기"
5183,포에버의원,20.0,"서비스/고객지원, 서울"
5184,포에버의원,20.0,"의약, 서울"
5185,포에버의원,40.0,"의약, 인천"
5186,포웨이브소프트,48.0,"개발, 서울"
5187,포인트아이,68.0,"개발, 서울"
5188,포포레,100.0,"기획/경영, 서울"
5189,포포레,20.0,"디자인, 서울"
5190,포포레,20.0,"마케팅/시장조사, 서울"
5191,폭스바겐그룹코리아,60.0,"기획/경영, 서울"
5192,폭스바겐그룹코리아,40.0,"마케팅/시장조사, 서울"
5193,폭스바겐그룹코리아,80.0,"서비스/고객지원, 서울"
5194,폭스바겐그룹코리아,60.0,"유통/무역, 서울"
5195,폭스바겐파이낸셜서비스코리아,30.0,"기획/경영, 서울"
5196,폭스바겐파이낸셜서비스코리아,60.0,"마케팅/시장조사, 서울"
5197,폴라리스세원,40.0,"생산/제조, 경기"
5198,폴라리스세원,100.0,"생산관리/품질관리, 강원"
5199,폴라리스세원,60.0,"연구개발, 경기"
5200,폴라리스세원,20.0,"영업/제휴, 경기"
5201,폴라리스세원,60.0,"유통/무역, 경기"
5202,폴라리스쉬핑,80.0,"영업/제휴, 서울"
5203,폴라리스쉬핑,60.0,"유통/무역, 부산"
5204,폴라리스쉬핑,90.0,"유통/무역, 서울"
5205,폴라리스쉬핑,60.0,"전문직, 부산"
5206,폴라리스웍스,33.333,"생산/제조, 충북"
5207,폴라리스웍스,20.0,"생산관리/품질관리, 충북"
5208,폴라리스웍스,40.0,"영업/제휴, 충북"
5209,푸드원텍,70.0,"교육, 서울"
5210,푸드원텍,80.0,"기획/경영, 서울"
5211,푸드원텍,60.0,"연구개발, 서울"
5212,푸마코리아,60.0,"마케팅/시장조사, 서울"
5213,푸마코리아,60.0,"법률/법무, 서울"
5214,푸마코리아,40.0,"전문직, 서울"
5215,풀무원녹즙,60.0,"기획/경영, 서울"
5216,풀무원녹즙,40.0,"마케팅/시장조사, 서울"
5217,풀무원녹즙,60.0,"생산관리/품질관리, 충북"
5218,풀무원녹즙,60.0,"영업/제휴, 서울"
5219,풍국주정공업,40.0,"마케팅/시장조사, 서울"
5220,풍국주정공업,30.0,"생산/제조, 대구"
5221,풍국주정공업,60.0,"생산관리/품질관리, 대구"
5222,풍림산업,60.0,"기획/경영, 서울"
5223,풍림산업,20.0,"엔지니어링, 기타"
5224,풍림산업,60.0,"엔지니어링, 서울"
5225,풍림산업,20.0,"엔지니어링, 충북"
5226,풍림산업,60.0,"인사/총무, 서울"
5227,풍산,100.0,"개발, 울산"
5228,풍산,50.0,"생산/제조, 부산"
5229,풍산,60.0,"엔지니어링, 울산"
5230,풍산,80.0,"연구개발, 울산"
5231,퓨릿,80.0,"생산/제조, 경북"
5232,퓨릿,60.0,"생산관리/품질관리, 경북"
5233,퓨어플러스,50.0,"생산/제조, 경남"
5234,퓨어플러스,50.0,"생산관리/품질관리, 경남"
5235,퓨어플러스,100.0,"유통/무역, 인천"
5236,프라임코포레이션,60.0,"금융/재무, 서울"
5237,프라임코포레이션,60.0,"생산/제조, 서울"
5238,프라임코포레이션,60.0,"엔지니어링, 서울"
5239,프레스토라이트아시아,70.0,"생산/제조, 경기"
5240,프레스토라이트아시아,66.667,"연구개발, 경기"
5241,프로미넌트코리아,24.0,"영업/제휴, 경기"
5242,프롬투정보통신,46.667,"개발, 대전"
5243,프롬투정보통신,60.0,"생산/제조, 대전"
5244,프롬투정보통신,80.0,"연구개발, 대전"
5245,프뢰벨엔터프라이즈,20.0,"기획/경영, 서울"
5246,프뢰벨엔터프라이즈,20.0,"마케팅/시장조사, 서울"
5247,프뢰벨엔터프라이즈,20.0,"영업/제휴, 서울"
5248,프리닉스,20.0,"기획/경영, 경기"
5249,프리닉스,20.0,"디자인, 경기"
5250,프리닉스,20.0,"서비스/고객지원, 경기"
5251,프리닉스,80.0,"영업/제휴, 경기"
5252,프리닉스,20.0,"인사/총무, 경기"
5253,프리스트커뮤니케이션즈,52.0,"미디어/홍보, 서울"
5254,플러스자산운용,36.0,"금융/재무, 서울"
5255,플루오린코리아,80.0,"생산/제조, 울산"
5256,플루오린코리아,80.0,"연구개발, 서울"
5257,피닉스컨택트,46.667,"영업/제휴, 경기"
5258,피닉스컨택트,60.0,"영업/제휴, 부산"
5259,피닉스컨택트,40.0,"인사/총무, 경기"
5260,피씨에이생명보험,60.0,"개발, 서울"
5261,피씨에이생명보험,60.0,"기획/경영, 서울"
5262,피씨에이생명보험,80.0,"영업/제휴, 부산"
5263,피씨에이생명보험,60.0,"영업/제휴, 서울"
5264,피씨에이생명보험,80.0,"인사/총무, 서울"
5265,피아스인터코스멕스한국,60.0,"마케팅/시장조사, 서울"
5266,피아스인터코스멕스한국,20.0,"영업/제휴, 서울"
5267,피아트에스아이디,80.0,"개발, 서울"
5268,피아트에스아이디,70.0,"기획/경영, 서울"
5269,피아트에스아이디,80.0,"디자인, 서울"
5270,피아트에스아이디,100.0,"마케팅/시장조사, 서울"
5271,피알하우스,40.0,"디자인, 서울"
5272,피알하우스,40.0,"마케팅/시장조사, 서울"
5273,피알하우스,30.0,"미디어/홍보, 서울"
5274,피앤씨알엠,65.0,"개발, 서울"
5275,피앤씨알엠,40.0,"인사/총무, 서울"
5276,피에스앤마케팅,40.0,"교육, 서울"
5277,피에스앤마케팅,60.0,"기획/경영, 서울"
5278,피에스앤마케팅,80.0,"마케팅/시장조사, 서울"
5279,피에스앤마케팅,70.0,"서비스/고객지원, 경기"
5280,피에스케이,80.0,"엔지니어링, 경기"
5281,피에스케이,60.0,"연구개발, 경기"
5282,피에스케이,80.0,"영업/제휴, 경기"
5283,피에스케이,80.0,"유통/무역, 경기"
5284,피에스테크놀러지,60.0,"생산/제조, 경기"
5285,피에스테크놀러지,60.0,"생산관리/품질관리, 경기"
5286,피에스테크놀러지,40.0,"연구개발, 경기"
5287,피케이엘앤에스,60.0,"기획/경영, 인천"
5288,피케이엘앤에스,20.0,"디자인, 인천"
5289,피케이엘앤에스,20.0,"미디어/홍보, 인천"
5290,피케이엘앤에스,80.0,"영업/제휴, 인천"
5291,피케이엘앤에스,40.0,"유통/무역, 인천"
5292,피코노스아시아,80.0,"디자인, 서울"
5293,피코노스아시아,60.0,"마케팅/시장조사, 서울"
5294,피코노스아시아,40.0,"영업/제휴, 서울"
5295,피플라이프,80.0,"개발, 서울"
5296,피플라이프,40.0,"기획/경영, 서울"
5297,피플라이프,60.0,"영업/제휴, 서울"
5298,피플라이프,60.0,"인사/총무, 경남"
5299,피플라이프,60.0,"인사/총무, 서울"
5300,필아이티,50.0,"개발, 경기"
5301,필아이티,60.0,"연구개발, 경기"
5302,필코전자,50.0,"생산/제조, 경기"
5303,필코전자,20.0,"생산관리/품질관리, 경기"
5304,핌즈,60.0,"개발, 서울"
5305,핌즈,40.0,"서비스/고객지원, 서울"
5306,하나로마트,80.0,"기획/경영, 울산"
5307,하나로마트,60.0,"서비스/고객지원, 경기"
5308,하나로마트,80.0,"서비스/고객지원, 대전"
5309,하나로마트,60.0,"서비스/고객지원, 서울"
5310,하나로마트,80.0,"유통/무역, 경기"
5311,하나로의료재단,20.0,"개발, 서울"
5312,하나로의료재단,20.0,"서비스/고객지원, 서울"
5313,하나로의료재단,40.0,"영업/제휴, 서울"
5314,하나로의료재단,50.0,"의약, 서울"
5315,하나마이크론,70.0,"생산/제조, 충남"
5316,하나마이크론,40.0,"생산관리/품질관리, 충남"
5317,하나마이크론,20.0,"유통/무역, 충남"
5318,하나머티리얼즈,50.0,"생산/제조, 충남"
5319,하나머티리얼즈,60.0,"영업/제휴, 충남"
5320,하나무역,60.0,"마케팅/시장조사, 경기"
5321,하나무역,33.333,"영업/제휴, 경기"
5322,하나생명보험,70.0,"금융/재무, 서울"
5323,하나생명보험,40.0,"법률/법무, 서울"
5324,하나생명보험,40.0,"서비스/고객지원, 서울"
5325,하나생명보험,20.0,"영업/제휴, 서울"
5326,하나에스케이카드,60.0,"금융/재무, 서울"
5327,하나에스케이카드,50.0,"기획/경영, 서울"
5328,하나에스케이카드,80.0,"마케팅/시장조사, 서울"
5329,하나에스케이카드,40.0,"서비스/고객지원, 충북"
5330,하나유비에스자산운용,35.0,"금융/재무, 서울"
5331,하나유비에스자산운용,80.0,"기획/경영, 서울"
5332,하나인포,20.0,"개발, 경기"
5333,하나인포,20.0,"개발, 서울"
5334,하나인포,20.0,"디자인, 경기"
5335,하나증권,53.333,"금융/재무, 서울"
5336,하나증권,40.0,"기획/경영, 서울"
5337,하나캐피탈,65.0,"금융/재무, 서울"
5338,하나캐피탈,40.0,"기획/경영, 서울"
5339,하니웰애널리틱스,40.0,"개발, 서울"
5340,하니웰애널리틱스,80.0,"서비스/고객지원, 서울"
5341,하니웰애널리틱스,100.0,"연구개발, 서울"
5342,하니웰애널리틱스,70.0,"유통/무역, 서울"
5343,하니웰퍼포먼스머터리얼스앤테크놀로지스코리아,80.0,"기획/경영, 서울"
5344,하니웰퍼포먼스머터리얼스앤테크놀로지스코리아,90.0,"영업/제휴, 서울"
5345,하니웰퍼포먼스머터리얼스앤테크놀로지스코리아,80.0,"유통/무역, 서울"
5346,하라텍스,20.0,"금융/재무, 서울"
5347,하라텍스,20.0,"디자인, 서울"
5348,하라텍스,20.0,"생산관리/품질관리, 서울"
5349,하림산업,40.0,"생산/제조, 전북"
5350,하림산업,40.0,"연구개발, 경기"
5351,하림산업,40.0,"영업/제휴, 서울"
5352,하림산업,20.0,"유통/무역, 전북"
5353,하이네켄코리아,40.0,"서비스/고객지원, 서울"
5354,하이네켄코리아,60.0,"영업/제휴, 부산"
5355,하이네켄코리아,73.333,"영업/제휴, 서울"
5356,하이디스테크놀로지,70.0,"생산/제조, 경기"
5357,하이디스테크놀로지,90.0,"연구개발, 경기"
5358,하이디스테크놀로지,100.0,"인사/총무, 서울"
5359,하이록코리아,45.0,"생산/제조, 부산"
5360,하이록코리아,40.0,"영업/제휴, 부산"
5361,하이얼전자판매,100.0,"금융/재무, 서울"
5362,하이얼전자판매,60.0,"기획/경영, 서울"
5363,하이얼전자판매,60.0,"영업/제휴, 서울"
5364,하이얼전자판매,20.0,"인사/총무, 서울"
5365,하이에어코리아,60.0,"개발, 경남"
5366,하이에어코리아,60.0,"엔지니어링, 경남"
5367,하이에어코리아,30.0,"엔지니어링, 부산"
5368,하이에어코리아,40.0,"연구개발, 경남"
5369,하이온넷,70.0,"개발, 서울"
5370,하이온넷,40.0,"금융/재무, 서울"
5371,하이온넷,60.0,"서비스/고객지원, 서울"
5372,하이온넷,60.0,"영업/제휴, 서울"
5373,하이젠알앤엠,40.0,"개발, 경남"
5374,하이젠알앤엠,60.0,"생산/제조, 경남"
5375,하이젠알앤엠,40.0,"엔지니어링, 경남"
5376,하이컴프,20.0,"기획/경영, 서울"
5377,하이컴프,20.0,"디자인, 경기"
5378,하이트진로음료,60.0,"마케팅/시장조사, 대전"
5379,하이트진로음료,60.0,"마케팅/시장조사, 서울"
5380,하이트진로음료,100.0,"생산/제조, 세종"
5381,하이트진로음료,80.0,"생산관리/품질관리, 인천"
5382,하이트진로음료,40.0,"영업/제휴, 서울"
5383,하이호경금속,40.0,"생산/제조, 전북"
5384,하이호경금속,20.0,"서비스/고객지원, 전북"
5385,하이호경금속,60.0,"엔지니어링, 전북"
5386,하이호금속,40.0,"금융/재무, 서울"
5387,하이호금속,20.0,"생산/제조, 전북"
5388,하이호금속,66.667,"영업/제휴, 서울"
5389,한.호기독교선교회일신기독병원,60.0,"개발, 부산"
5390,한.호기독교선교회일신기독병원,45.0,"의약, 부산"
5391,한광전기공업,20.0,"금융/재무, 경기"
5392,한광전기공업,30.0,"영업/제휴, 서울"
5393,한광전기공업,20.0,"인사/총무, 경기"
5394,한국가스공사,80.0,"기획/경영, 대구"
5395,한국가스공사,80.0,"미디어/홍보, 경기"
5396,한국가스공사,60.0,"생산/제조, 경기"
5397,한국가스공사,100.0,"엔지니어링, 경남"
5398,한국가스공사,100.0,"엔지니어링, 인천"
5399,한국게이츠,50.0,"생산/제조, 대구"
5400,한국게이츠,80.0,"생산관리/품질관리, 대구"
5401,한국게이츠,60.0,"영업/제휴, 대구"
5402,한국게이츠,60.0,"인사/총무, 대구"
5403,한국경남태양유전,50.0,"생산/제조, 경남"
5404,한국경남태양유전,60.0,"생산관리/품질관리, 경남"
5405,한국경남태양유전,20.0,"엔지니어링, 경남"
5406,한국경남태양유전,40.0,"연구개발, 경남"
5407,한국공작기계,20.0,"기획/경영, 경남"
5408,한국공작기계,40.0,"생산/제조, 경남"
5409,한국공작기계,60.0,"생산관리/품질관리, 경남"
5410,한국공항,40.0,"생산/제조, 인천"
5411,한국공항,60.0,"엔지니어링, 서울"
5412,한국공항,60.0,"엔지니어링, 인천"
5413,한국공항,40.0,"유통/무역, 인천"
5414,한국공항공사,60.0,"금융/재무, 서울"
5415,한국공항공사,73.333,"기획/경영, 서울"
5416,한국공항공사,100.0,"유통/무역, 서울"
5417,한국구보다,70.0,"서비스/고객지원, 전북"
5418,한국구보다,73.333,"영업/제휴, 서울"
5419,한국국제터미널,40.0,"개발, 전남"
5420,한국국제터미널,80.0,"기획/경영, 전남"
5421,한국국제터미널,80.0,"유통/무역, 전남"
5422,한국국제터미널,60.0,"인사/총무, 전남"
5423,한국그런포스펌프,50.0,"기획/경영, 서울"
5424,한국그런포스펌프,100.0,"생산/제조, 광주"
5425,한국그런포스펌프,80.0,"영업/제휴, 서울"
5426,한국그런포스펌프,60.0,"유통/무역, 경기"
5427,한국기술벤처재단,80.0,"기획/경영, 서울"
